functionName, calculator,N,initTime, calcTime, calcHz, bytes, maxError, blankColumn, err1, err2, err3, Blank
SmoothRunge,CPULinearQuad,8,0,1.30272e+08,7.67622,4, 0.432059,,0.432059,0.216104,0.289424,
SmoothRunge,CPULinearQuad,12,0,3.12913e+08,3.19578,4, 0.285866,,0.285866,0.150389,0.203584,
SmoothRunge,CPULinearQuad,16,0,6.95621e+08,1.43756,4, 0.205543,,0.205543,0.0828488,0.100161,
SmoothRunge,CPULinearQuad,20,0,1.23391e+09,0.810431,4, 0.119723,,0.119723,0.0717749,0.0980076,
SmoothRunge,CPULinearQuad,24,0,1.92331e+09,0.519936,4, 0.0709942,,0.0692913,0.0596772,0.0709942,
SmoothRunge,CPULinearQuad,28,0,2.84622e+09,0.351343,4, 0.0512221,,0.0308929,0.0512221,0.0505018,
SmoothRunge,CPULinearQuad,32,0,3.81756e+09,0.261947,4, 0.0415805,,0.00820781,0.0415805,0.0273133,
SmoothRunge,CPULinearQuad,36,0,5.10897e+09,0.195734,4, 0.050199,,0.050199,0.0329213,0.0418004,
SmoothRunge,CPULinearQuad,40,0,6.72577e+09,0.148682,4, 0.0534609,,0.0534609,0.0238172,0.0251362,
SmoothRunge,CPULinearQuad,44,0,8.63985e+09,0.115743,4, 0.046051,,0.046051,0.0149417,0.0242778,
SmoothRunge,CPULinearQuad,48,0,1.00392e+10,0.09961,4, 0.0348605,,0.0348605,0.0188388,0.0131178,
SmoothRunge,CPULinearQuad,52,0,1.27881e+10,0.0781977,4, 0.0251901,,0.0221159,0.0251901,0.0234546,
SmoothRunge,CPULinearQuad,56,0,1.55337e+10,0.0643762,4, 0.0184404,,0.0111799,0.0184404,0.0130262,
SmoothRunge,CPULinearQuad,60,0,1.78738e+10,0.0559477,4, 0.0149335,,0.00363951,0.0135122,0.0149335,
SmoothRunge,CPULinearQuad,64,0,2.07412e+10,0.0482132,4, 0.00915779,,0.0075341,0.00915779,0.00786827,
SmoothRunge,CPULinearQuad,68,0,2.53468e+10,0.0394526,4, 0.0155571,,0.0153188,0.00611456,0.0155571,
SmoothRunge,CPULinearQuad,72,0,2.78438e+10,0.0359146,4, 0.0195288,,0.0195288,0.00517939,0.00785443,
SmoothRunge,CPULinearQuad,76,0,3.21991e+10,0.0310567,4, 0.0173541,,0.0173541,0.00462268,0.0100219,
SmoothRunge,CPULinearQuad,80,0,3.70358e+10,0.0270009,4, 0.0135494,,0.0135494,0.00564261,0.00559131,
SmoothRunge,CPULinearQuad,84,0,4.18535e+10,0.0238929,4, 0.0111856,,0.00898778,0.00668974,0.0111856,
SmoothRunge,CPULinearQuad,88,0,4.60202e+10,0.0217296,4, 0.00725539,,0.00425454,0.00725539,0.00486893,
SmoothRunge,CPULinearQuad,92,0,5.06926e+10,0.0197268,4, 0.00710093,,0.00155326,0.00708532,0.00710093,
SmoothRunge,CPULinearQuad,96,0,5.7714e+10,0.0173268,4, 0.00674047,,0.00577493,0.00674047,0.00412686,
SmoothRunge,CPULinearQuad,100,0,6.31079e+10,0.0158459,4, 0.00852637,,0.00729671,0.00603445,0.00852637,
SmoothRunge,CPULinearQuad,104,0,7.12353e+10,0.014038,4, 0.00990732,,0.00990732,0.00452842,0.00330696,
SmoothRunge,CPULinearQuad,108,0,7.47562e+10,0.0133768,4, 0.00939779,,0.00939779,0.0025351,0.00559168,
SmoothRunge,CPULinearQuad,112,0,8.40979e+10,0.0118909,4, 0.00761109,,0.00761109,0.00445866,0.00316657,
SmoothRunge,CPULinearQuad,116,0,9.08579e+10,0.0110062,4, 0.00744811,,0.00523063,0.00744811,0.00673442,
