functionName, calculator,N,initTime, calcTime, calcHz, bytes, maxError, blankColumn, err1, err2, err3, Blank
rho is 0.0625
f: 
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,3.82824e-06,1.5283e-05,3.42746e-05,6.06545e-05,9.42161e-05,0.000134697,0.00018178,0.000235097,0.00029423,0.000358717,0.000428053,0.000501696,0.000579069,0.000659566,0.000742557,0.000827394,0.000913411,0.000999936,0.00108629,0.0011718,0.0012558,0.00133762,0.00141664,0.00149222,0.00156378,0.00163075,0.00169262,0.0017489,0.00179915,0.00184298,0.00188004,0.00191004,0.00193274,0.00194798,0.00195563,0.00195563,0.00194798,0.00193274,0.00191004,0.00188004,0.00184298,0.00179915,0.0017489,0.00169262,0.00163075,0.00156378,0.00149222,0.00141664,0.00133762,0.0012558,0.0011718,0.00108629,0.000999936,0.000913411,0.000827394,0.000742557,0.000659566,0.000579069,0.000501696,0.000428053,0.000358717,0.00029423,0.000235097,0.00018178,0.000134697,9.42161e-05,6.06545e-05,3.42746e-05,1.5283e-05,3.82824e-06,0,
0,1.5283e-05,6.10124e-05,0.00013683,0.000242143,0.000376127,0.000537733,0.000725697,0.000938547,0.00117462,0.00143206,0.00170886,0.00200286,0.00231174,0.0026331,0.00296442,0.0033031,0.0036465,0.00399192,0.00433667,0.00467804,0.00501337,0.00534003,0.00565546,0.00595719,0.00624287,0.00651025,0.00675725,0.00698193,0.00718254,0.00735749,0.00750543,0.0076252,0.00771585,0.00777668,0.00780722,0.00780722,0.00777668,0.00771585,0.0076252,0.00750543,0.00735749,0.00718254,0.00698193,0.00675725,0.00651025,0.00624287,0.00595719,0.00565546,0.00534003,0.00501337,0.00467804,0.00433667,0.00399192,0.0036465,0.0033031,0.00296442,0.0026331,0.00231174,0.00200286,0.00170886,0.00143206,0.00117462,0.000938547,0.000725697,0.000537733,0.000376127,0.000242143,0.00013683,6.10124e-05,1.5283e-05,0,
0,3.42746e-05,0.00013683,0.000306864,0.000543046,0.000843527,0.00120596,0.00162749,0.00210485,0.00263427,0.00321163,0.00383241,0.00449174,0.00518446,0.00590516,0.00664819,0.00740774,0.00817786,0.00895253,0.00972569,0.0104913,0.0112433,0.0119759,0.0126833,0.01336,0.0140007,0.0146003,0.0151542,0.0156581,0.016108,0.0165004,0.0168322,0.0171008,0.0173041,0.0174405,0.017509,0.017509,0.0174405,0.0173041,0.0171008,0.0168322,0.0165004,0.016108,0.0156581,0.0151542,0.0146003,0.0140007,0.01336,0.0126833,0.0119759,0.0112433,0.0104913,0.00972569,0.00895253,0.00817786,0.00740774,0.00664819,0.00590516,0.00518446,0.00449174,0.00383241,0.00321163,0.00263427,0.00210485,0.00162749,0.00120596,0.000843527,0.000543046,0.000306864,0.00013683,3.42746e-05,0,
0,6.06545e-05,0.000242143,0.000543046,0.000961008,0.00149276,0.00213413,0.00288011,0.00372486,0.00466177,0.0056835,0.00678206,0.00794885,0.00917474,0.0104501,0.011765,0.0131092,0.0144721,0.015843,0.0172112,0.018566,0.0198968,0.0211933,0.0224451,0.0236426,0.0247764,0.0258376,0.0268179,0.0277096,0.0285057,0.0292001,0.0297872,0.0302625,0.0306223,0.0308638,0.030985,0.030985,0.0308638,0.0306223,0.0302625,0.0297872,0.0292001,0.0285057,0.0277096,0.0268179,0.0258376,0.0247764,0.0236426,0.0224451,0.0211933,0.0198968,0.018566,0.0172112,0.015843,0.0144721,0.0131092,0.011765,0.0104501,0.00917474,0.00794885,0.00678206,0.0056835,0.00466177,0.00372486,0.00288011,0.00213413,0.00149276,0.000961008,0.000543046,0.000242143,6.06545e-05,0,
0,9.42161e-05,0.000376127,0.000843527,0.00149276,0.00231874,0.003315,0.00447375,0.00578593,0.00724125,0.00882833,0.0105347,0.0123471,0.0142514,0.0162325,0.0182749,0.0203628,0.0224798,0.0246093,0.0267345,0.028839,0.0309063,0.03292,0.0348646,0.0367247,0.0384858,0.0401342,0.0416569,0.043042,0.0442787,0.0453572,0.0462692,0.0470076,0.0475664,0.0479414,0.0481297,0.0481297,0.0479414,0.0475664,0.0470076,0.0462692,0.0453572,0.0442787,0.043042,0.0416569,0.0401342,0.0384858,0.0367247,0.0348646,0.03292,0.0309063,0.028839,0.0267345,0.0246093,0.0224798,0.0203628,0.0182749,0.0162325,0.0142514,0.0123471,0.0105347,0.00882833,0.00724125,0.00578593,0.00447375,0.003315,0.00231874,0.00149276,0.000843527,0.000376127,9.42161e-05,0,
0,0.000134697,0.000537733,0.00120596,0.00213413,0.003315,0.00473932,0.00639594,0.0082719,0.0103525,0.0126215,0.0150611,0.0176522,0.0203746,0.0232069,0.0261269,0.0291119,0.0321384,0.0351828,0.0382213,0.04123,0.0441854,0.0470644,0.0498444,0.0525038,0.0550216,0.0573782,0.0595551,0.0615353,0.0633034,0.0648453,0.0661492,0.0672048,0.0680037,0.0685399,0.068809,0.068809,0.0685399,0.0680037,0.0672048,0.0661492,0.0648453,0.0633034,0.0615353,0.0595551,0.0573782,0.0550216,0.0525038,0.0498444,0.0470644,0.0441854,0.04123,0.0382213,0.0351828,0.0321384,0.0291119,0.0261269,0.0232069,0.0203746,0.0176522,0.0150611,0.0126215,0.0103525,0.0082719,0.00639594,0.00473932,0.003315,0.00213413,0.00120596,0.000537733,0.000134697,0,
0,0.00018178,0.000725697,0.00162749,0.00288011,0.00447375,0.00639594,0.00863163,0.0111633,0.0139712,0.0170333,0.0203257,0.0238225,0.0274965,0.0313188,0.0352595,0.0392879,0.0433724,0.0474809,0.0515814,0.0556418,0.0596303,0.0635156,0.0672674,0.0708564,0.0742543,0.0774346,0.0803725,0.0830449,0.0854309,0.0875119,0.0892715,0.0906961,0.0917743,0.0924979,0.0928611,0.0928611,0.0924979,0.0917743,0.0906961,0.0892715,0.0875119,0.0854309,0.0830449,0.0803725,0.0774346,0.0742543,0.0708564,0.0672674,0.0635156,0.0596303,0.0556418,0.0515814,0.0474809,0.0433724,0.0392879,0.0352595,0.0313188,0.0274965,0.0238225,0.0203257,0.0170333,0.0139712,0.0111633,0.00863163,0.00639594,0.00447375,0.00288011,0.00162749,0.000725697,0.00018178,0,
0,0.000235097,0.000938547,0.00210485,0.00372486,0.00578593,0.0082719,0.0111633,0.0144376,0.018069,0.0220293,0.0262873,0.0308097,0.0355613,0.0405047,0.0456013,0.0508112,0.0560937,0.0614073,0.0667105,0.0719618,0.0771201,0.0821451,0.0869973,0.0916388,0.0960334,0.100147,0.103946,0.107402,0.110488,0.11318,0.115455,0.117298,0.118692,0.119628,0.120098,0.120098,0.119628,0.118692,0.117298,0.115455,0.11318,0.110488,0.107402,0.103946,0.100147,0.0960334,0.0916388,0.0869973,0.0821451,0.0771201,0.0719618,0.0667105,0.0614073,0.0560937,0.0508112,0.0456013,0.0405047,0.0355613,0.0308097,0.0262873,0.0220293,0.018069,0.0144376,0.0111633,0.0082719,0.00578593,0.00372486,0.00210485,0.000938547,0.000235097,0,
0,0.00029423,0.00117462,0.00263427,0.00466177,0.00724125,0.0103525,0.0139712,0.018069,0.0226139,0.0275702,0.0328993,0.0385593,0.0445059,0.0506928,0.0570713,0.0635917,0.0702028,0.0768529,0.0834901,0.0900622,0.096518,0.102807,0.10888,0.114689,0.120188,0.125336,0.130091,0.134417,0.138279,0.141647,0.144495,0.146801,0.148547,0.149718,0.150306,0.150306,0.149718,0.148547,0.146801,0.144495,0.141647,0.138279,0.134417,0.130091,0.125336,0.120188,0.114689,0.10888,0.102807,0.096518,0.0900622,0.0834901,0.0768529,0.0702028,0.0635917,0.0570713,0.0506928,0.0445059,0.0385593,0.0328993,0.0275702,0.0226139,0.018069,0.0139712,0.0103525,0.00724125,0.00466177,0.00263427,0.00117462,0.00029423,0,
