functionName, calculator,N,initTime, calcTime, calcHz, bytes, maxError, blankColumn, err1, err2, err3, Blank
rho is 0.0625
f: 
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,6.45645e-05,0.000256183,0.000568697,0.000992061,0.00151267,0.00211379,0.0027761,0.00347831,0.00419785,0.0049116,0.00559662,0.00623089,0.00679402,0.00726791,0.00763734,0.00789042,0.00801903,0.00801903,0.00789042,0.00763734,0.00726791,0.00679402,0.00623089,0.00559662,0.0049116,0.00419785,0.00347831,0.0027761,0.00211379,0.00151267,0.000992061,0.000568697,0.000256183,6.45645e-05,0,
0,0.000256183,0.0010165,0.00225651,0.00393636,0.00600206,0.00838721,0.0110152,0.0138014,0.0166565,0.0194886,0.0222066,0.0247233,0.0269577,0.0288381,0.0303039,0.0313081,0.0318184,0.0318184,0.0313081,0.0303039,0.0288381,0.0269577,0.0247233,0.0222066,0.0194886,0.0166565,0.0138014,0.0110152,0.00838721,0.00600206,0.00393636,0.00225651,0.0010165,0.000256183,0,
0,0.000568697,0.00225651,0.00500919,0.00873826,0.0133239,0.0186186,0.0244524,0.0306376,0.0369755,0.0432623,0.0492961,0.0548828,0.059843,0.0640171,0.0672711,0.0695003,0.0706331,0.0706331,0.0695003,0.0672711,0.0640171,0.059843,0.0548828,0.0492961,0.0432623,0.0369755,0.0306376,0.0244524,0.0186186,0.0133239,0.00873826,0.00500919,0.00225651,0.000568697,0,
0,0.000992061,0.00393636,0.00873826,0.0152434,0.0232428,0.0324792,0.0426559,0.0534456,0.0645017,0.0754688,0.0859944,0.0957402,0.104393,0.111674,0.117351,0.12124,0.123216,0.123216,0.12124,0.117351,0.111674,0.104393,0.0957402,0.0859944,0.0754688,0.0645017,0.0534456,0.0426559,0.0324792,0.0232428,0.0152434,0.00873826,0.00393636,0.000992061,0,
0,0.00151267,0.00600206,0.0133239,0.0232428,0.03544,0.0495235,0.0650405,0.0814925,0.0983506,0.115073,0.131122,0.145982,0.159176,0.170278,0.178934,0.184863,0.187876,0.187876,0.184863,0.178934,0.170278,0.159176,0.145982,0.131122,0.115073,0.0983506,0.0814925,0.0650405,0.0495235,0.03544,0.0232428,0.0133239,0.00600206,0.00151267,0,
0,0.00211379,0.00838721,0.0186186,0.0324792,0.0495235,0.0692035,0.090887,0.113877,0.137434,0.160802,0.183229,0.203994,0.22243,0.237945,0.25004,0.258326,0.262536,0.262536,0.258326,0.25004,0.237945,0.22243,0.203994,0.183229,0.160802,0.137434,0.113877,0.090887,0.0692035,0.0495235,0.0324792,0.0186186,0.00838721,0.00211379,0,
0,0.0027761,0.0110152,0.0244524,0.0426559,0.0650405,0.090887,0.119364,0.149558,0.180496,0.211185,0.240639,0.267911,0.292124,0.3125,0.328384,0.339266,0.344796,0.344796,0.339266,0.328384,0.3125,0.292124,0.267911,0.240639,0.211185,0.180496,0.149558,0.119364,0.090887,0.0650405,0.0426559,0.0244524,0.0110152,0.0027761,0,
0,0.00347831,0.0138014,0.0306376,0.0534456,0.0814925,0.113877,0.149558,0.187388,0.226152,0.264604,0.301509,0.335679,0.366016,0.391547,0.411449,0.425083,0.432012,0.432012,0.425083,0.411449,0.391547,0.366016,0.335679,0.301509,0.264604,0.226152,0.187388,0.149558,0.113877,0.0814925,0.0534456,0.0306376,0.0138014,0.00347831,0,
0,0.00419785,0.0166565,0.0369755,0.0645017,0.0983506,0.137434,0.180496,0.226152,0.272936,0.319342,0.363881,0.405119,0.441733,0.472545,0.496564,0.513019,0.521381,0.521381,0.513019,0.496564,0.472545,0.441733,0.405119,0.363881,0.319342,0.272936,0.226152,0.180496,0.137434,0.0983506,0.0645017,0.0369755,0.0166565,0.00419785,0,
