functionName, calculator,N,initTime, calcTime, calcHz, bytes, maxError, blankColumn, err1, err2, err3, Blank,,,,
NonsmoothSqrt,CPULinearSparse,296,2.594,3.93E+07,25.4198,8,0.00147731,,0.00147731,0.000306678,0.000210675,,,,,
NonsmoothSqrt,CPULinearSparse,300,2.538,4.91E+07,20.3731,8,0.00115848,,0.00115848,0.000263026,0.000127337,,,,,
NonsmoothSqrt,CPULinearSparse,304,2.648,5.78E+07,17.2933,8,0.00107181,,0.00107181,0.000186226,0.000145758,,,,,
NonsmoothSqrt,CPULinearSparse,308,2.73,4.42E+07,22.6492,8,0.000944712,,0.000944712,0.000265392,0.000201205,,,,,
NonsmoothSqrt,CPULinearSparse,312,2.862,4.70E+07,21.2954,8,0.000811113,,0.000811113,0.000222371,0.000177444,,,,,
NonsmoothSqrt,CPULinearSparse,316,3.026,6.43E+07,15.5498,8,0.000666969,,0.000666969,0.000166728,0.000108097,,,,,
NonsmoothSqrt,CPULinearSparse,320,3.022,4.80E+07,20.8267,8,0.00111105,,0.00111105,0.000167801,0.000128613,,,,,
NonsmoothSqrt,CPULinearSparse,324,3.323,6.94E+07,14.4172,8,0.000902776,,0.000902776,0.000133578,0.000182822,,,,,
NonsmoothSqrt,CPULinearSparse,328,3.248,5.88E+07,17.0161,8,0.00118508,,0.00118508,0.000157443,0.000162806,,,,,
NonsmoothSqrt,CPULinearSparse,332,3.431,6.35E+07,15.7541,8,0.00102645,,0.00102645,0.00016762,0.000114502,,,,,
NonsmoothSqrt,CPULinearSparse,336,3.52,5.47E+07,18.2846,8,0.000977759,,0.000977759,0.000230266,0.000139532,,,,,
NonsmoothSqrt,CPULinearSparse,340,3.678,6.24E+07,16.0157,8,0.000705168,,0.000705168,0.000209031,0.000170442,,,,,
NonsmoothSqrt,CPULinearSparse,344,3.858,6.43E+07,15.5527,8,0.000627231,,0.000627231,0.000249118,0.000152779,,,,,
NonsmoothSqrt,CPULinearSparse,348,3.996,6.77E+07,14.772,8,0.000606924,,0.000606924,0.000241273,9.72E-05,,,,,
NonsmoothSqrt,CPULinearSparse,352,4.087,7.20E+07,13.8829,8,0.000981776,,0.000981776,0.000241906,0.000120346,,,,,
NonsmoothSqrt,CPULinearSparse,356,4.326,7.58E+07,13.1856,8,0.000864957,,0.000864957,0.000266684,0.000178643,,,,,
NonsmoothSqrt,CPULinearSparse,360,4.657,8.51E+07,11.7462,8,0.000987443,,0.000987443,0.000237108,0.000142452,,,,,
NonsmoothSqrt,CPULinearSparse,364,4.532,8.71E+07,11.4827,8,0.000943814,,0.000943814,0.000207503,9.37E-05,,,,,
NonsmoothSqrt,CPULinearSparse,368,4.697,8.93E+07,11.1939,8,0.000808189,,0.000808189,0.000152191,0.000107185,,,,,
NonsmoothSqrt,CPULinearSparse,372,4.844,8.71E+07,11.4849,8,0.000628816,,0.000628816,0.000208064,0.000158315,,,,,
NonsmoothSqrt,CPULinearSparse,376,5.582,7.84E+07,12.75,8,0.000585669,,0.000585669,0.000162896,0.00014168,,,,,
NonsmoothSqrt,CPULinearSparse,380,5.236,8.24E+07,12.1415,8,0.000612103,,0.000612103,0.000152591,9.32E-05,,,,,
NonsmoothSqrt,CPULinearSparse,384,5.369,8.41E+07,11.8946,8,0.000874914,,0.000874914,0.000118168,0.000108735,,,,,
NonsmoothSqrt,CPULinearSparse,388,5.916,8.83E+07,11.3204,8,0.000708176,,0.000708176,0.000107489,0.000146323,,,,,
NonsmoothSqrt,CPULinearSparse,392,5.758,1.15E+08,8.68222,8,0.00084564,,0.00084564,0.000115325,0.000127029,,,,,
NonsmoothSqrt,CPULinearSparse,396,5.966,1.03E+08,9.75269,8,0.000933007,,0.000933007,0.000145474,8.04E-05,,,,,
NonsmoothSqrt,CPULinearSparse,400,6.096,1.07E+08,9.31369,8,0.000691199,,0.000691199,0.000159602,0.000105951,,,,,
NonsmoothSqrt,CPULinearSparse,404,6.399,1.10E+08,9.08528,8,0.000516438,,0.000516438,0.000176853,0.000137303,,,,,
NonsmoothSqrt,CPULinearSparse,408,6.676,1.03E+08,9.72413,8,0.000528382,,0.000528382,0.000183979,0.000125588,,,,,
NonsmoothSqrt,CPULinearSparse,412,6.722,1.08E+08,9.28189,8,0.000516954,,0.000516954,0.000200755,8.64E-05,,,,,
NonsmoothSqrt,CPULinearSparse,416,7.318,1.10E+08,9.1038,8,0.000802743,,0.000802743,0.000215794,0.000100805,,,,,
NonsmoothSqrt,CPULinearSparse,420,7.142,1.16E+08,8.59229,8,0.000645985,,0.000645985,0.000196989,0.000131983,,,,,
NonsmoothSqrt,CPULinearSparse,424,7.321,1.18E+08,8.49052,8,0.000767999,,0.000767999,0.00019533,0.000123451,,,,,
NonsmoothSqrt,CPULinearSparse,428,7.536,1.23E+08,8.14552,8,0.000838096,,0.000838096,0.000180793,7.41E-05,,,,,
NonsmoothSqrt,CPULinearSparse,432,7.674,1.26E+08,7.96802,8,0.000600392,,0.000600392,0.000128219,8.94E-05,,,,,
NonsmoothSqrt,CPULinearSparse,436,7.955,1.31E+08,7.66171,8,0.000548916,,0.000548916,0.000169684,0.000139653,,,,,
NonsmoothSqrt,CPULinearSparse,440,8.061,1.33E+08,7.50667,8,0.00052288,,0.00052288,0.000142372,0.000114869,,,,,
NonsmoothSqrt,CPULinearSparse,444,8.357,1.38E+08,7.22365,8,0.000451892,,0.000451892,0.000110643,7.30E-05,,,,,
NonsmoothSqrt,CPULinearSparse,448,8.581,1.41E+08,7.08297,8,0.000713899,,0.000713899,9.55E-05,9.10E-05,,,,,
NonsmoothSqrt,CPULinearSparse,452,8.885,1.47E+08,6.8047,8,0.000598226,,0.000598226,9.28E-05,0.000123908,,,,,
NonsmoothSqrt,CPULinearSparse,456,9.139,1.50E+08,6.68185,8,0.000731757,,0.000731757,0.000105254,0.000122957,,,,,
NonsmoothSqrt,CPULinearSparse,460,9.306,1.57E+08,6.35633,8,0.000705153,,0.000705153,0.000116616,7.21E-05,,,,,
NonsmoothSqrt,CPULinearSparse,464,9.548,1.58E+08,6.33102,8,0.000565555,,0.000565555,0.000130096,9.02E-05,,,,,
NonsmoothSqrt,CPULinearSparse,468,9.977,1.64E+08,6.08568,8,0.000513077,,0.000513077,0.00015497,0.000115111,,,,,
NonsmoothSqrt,CPULinearSparse,472,10.15,1.67E+08,5.99966,8,0.000443807,,0.000443807,0.000154474,0.000107875,,,,,
NonsmoothSqrt,CPULinearSparse,476,10.327,1.73E+08,5.79449,8,0.000387104,,0.000387104,0.000167406,6.33E-05,,,,,
NonsmoothSqrt,CPULinearSparse,480,10.631,1.76E+08,5.67371,8,0.000656205,,0.000656205,0.000166431,7.85E-05,,,,,
NonsmoothSqrt,CPULinearSparse,484,10.95,1.84E+08,5.42806,8,0.00056433,,0.00056433,0.000173601,0.000110627,,,,,
NonsmoothSqrt,CPULinearSparse,488,11.183,1.86E+08,5.38509,8,0.000635389,,0.000635389,0.000160516,0.000102104,,,,,
NonsmoothSqrt,CPULinearSparse,492,11.422,1.90E+08,5.26163,8,0.000614627,,0.000614627,0.00014275,6.81E-05,,,,,
NonsmoothSqrt,CPULinearSparse,496,233.207,2.10E+08,4.77315,8,0.000568784,,0.000568784,0.000108916,8.12E-05,,,,,
NonsmoothSqrt,CPULinearSparse,500,231.911,2.05E+08,4.88339,8,0.000403696,,0.000403696,0.00014202,0.000106213,,,,,
NonsmoothSqrt,CPULinearSparse,504,244.825,2.20E+08,4.54466,8,0.000369034,,0.000369034,0.000112339,9.80E-05,,,,,
NonsmoothSqrt,CPULinearSparse,508,12.756,2.10E+08,4.76691,8,0.000374859,,0.000374859,9.09E-05,5.90E-05,,,,,
NonsmoothSqrt,CPULinearSparse,512,257.34,4.10E+08,2.43853,8,0.00060184,,0.00060184,8.77E-05,7.42E-05,,,,,
NonsmoothSqrt,CPULinearSparse,516,261.19,2.29E+08,4.36789,8,0.000563863,,0.000563863,8.44E-05,0.000112112,,,,,
NonsmoothSqrt,CPUBicubicQuad,12,0,1.43E+09,0.699219,4,0.010758,,0.010758,0.00571497,0.0044415,,,,,
NonsmoothSqrt,CPUBicubicQuad,16,0,2.80E+09,0.357602,4,0.0114212,,0.00894464,0.0114212,0.001287,,,,,
NonsmoothSqrt,CPUBicubicQuad,20,0,4.01E+09,0.249666,4,0.011011,,0.011011,0.00255115,0.00138917,,,,,
NonsmoothSqrt,CPUBicubicQuad,24,0,5.45E+09,0.183626,4,0.0262579,,0.00563326,0.00151594,0.0262579,,,,,
NonsmoothSqrt,CPUBicubicQuad,28,0,7.02E+09,0.142378,4,0.014823,,0.0118905,0.00508703,0.014823,,,,,
NonsmoothSqrt,CPUBicubicQuad,32,0,8.86E+09,0.112882,4,0.0223736,,0.0161498,0.00311615,0.0223736,,,,,
NonsmoothSqrt,CPUBicubicQuad,36,0,1.18E+10,0.0847029,4,0.0125722,,0.0125722,0.00474664,0.0092612,,,,,
NonsmoothSqrt,CPUBicubicQuad,40,0,1.55E+10,0.0645394,4,0.0195548,,0.0195548,0.0146215,0.016927,,,,,
NonsmoothSqrt,CPUBicubicQuad,44,0,2.04E+10,0.0490849,4,0.0477943,,0.0477943,0.0263105,0.0283323,,,,,
NonsmoothSqrt,CPUBicubicQuad,48,0,2.77E+10,0.0361214,4,0.0442711,,0.0442711,0.0155585,0.0164488,,,,,
NonsmoothSqrt,CPUBicubicQuad,52,0,3.56E+10,0.0280818,4,0.0836142,,0.0836142,0.0271548,0.0319691,,,,,
NonsmoothSqrt,CPUBicubicQuad,56,0,4.56E+10,0.0219153,4,0.109907,,0.109907,0.020515,0.0285815,,,,,
NonsmoothSqrt,CPUBicubicQuad,60,0,5.79E+10,0.0172669,4,0.191988,,0.191988,0.0333865,0.0469588,,,,,
NonsmoothSqrt,CPUBicubicQuad,64,0,7.19E+10,0.0139157,4,0.188293,,0.188293,0.067594,0.052969,,,,,
NonsmoothSqrt,CPUBicubicQuad,68,0,8.81E+10,0.0113507,4,0.20586,,0.20586,0.0541242,0.0395236,,,,,
NonsmoothSqrt,CPUBicubicQuad,72,0,1.04E+11,0.00964975,4,0.300672,,0.300672,0.0781213,0.0722472,,,,,
NonsmoothSqrt,CPUBicubicSparse,12,0.003,38059,26275,4,0.0107579,,0.0107579,0.00570416,0.00449795,,,,,
NonsmoothSqrt,CPUBicubicSparse,16,0.011,64314,15548.7,4,0.0635433,,0.00895358,0.00520837,0.0635433,,,,,
NonsmoothSqrt,CPUBicubicSparse,20,0.058,108470,9219.14,4,0.0385937,,0.0110331,0.00966073,0.0385937,,,,,
NonsmoothSqrt,CPUBicubicSparse,24,0.037,190742,5242.68,4,0.315245,,0.0111674,0.0831024,0.315245,,,,,
NonsmoothSqrt,CPUBicubicSparse,28,0.065,274577,3641.97,4,0.836065,,0.0210156,0.0808869,0.836065,,,,,
NonsmoothSqrt,CPUBicubicSparse,32,0.052,402963,2481.62,4,1.40805,,0.0371523,0.114543,1.40805,,,,,
NonsmoothSqrt,CPUBicubicSparse,36,0.061,564990,1769.94,4,5.31204,,0.0795194,0.614188,5.31204,,,,,
NonsmoothSqrt,CPUBicubicSparse,40,0.079,771163,1296.74,4,2.52837,,0.174233,0.244856,2.52837,,,,,
NonsmoothSqrt,CPUBicubicSparse,44,0.089,1.07E+06,937.541,4,9.20825,,0.208875,1.70171,9.20825,,,,,
NonsmoothSqrt,CPUBicubicSparse,48,0.129,1.42E+06,705.426,4,30.0478,,0.366928,1.83888,30.0478,,,,,
NonsmoothSqrt,CPUBicubicSparse,52,0.135,1.74E+06,573.613,4,15.9085,,0.497939,3.10548,15.9085,,,,,
NonsmoothSqrt,CPUBicubicSparse,56,0.17,1.83E+06,547.578,4,75.8784,,0.972926,6.28899,75.8784,,,,,
NonsmoothSqrt,CPUBicubicSparse,60,0.203,2.54E+06,394.147,4,52.0384,,0.720512,2.63382,52.0384,,,,,
NonsmoothSqrt,CPUBicubicSparse,64,0.219,3.09E+06,323.219,4,137.98,,1.32789,14.8666,137.98,,,,,
NonsmoothSqrt,CPUBicubicSparse,68,0.294,3.85E+06,260.011,4,146.041,,1.73845,21.6684,146.041,,,,,
NonsmoothSqrt,CPUBicubicSparse,72,0.251,4.09E+06,244.492,4,166.447,,2.53003,14.5369,166.447,,,,,
NonsmoothSqrt,CPUBicubicSparse,76,0.327,5.68E+06,175.951,4,299.054,,2.2964,46.9735,299.054,,,,,
NonsmoothSqrt,CPUBicubicSparse,80,0.346,6.54E+06,152.867,4,215.125,,3.97831,21.0533,215.125,,,,,
NonsmoothSqrt,CPUBicubicSparse,84,0.411,7.37E+06,135.718,4,425.154,,8.16243,60.1227,425.154,,,,,
NonsmoothSqrt,CPUBicubicSparse,88,0.437,8.38E+06,119.395,4,700.249,,11.0387,80.8014,700.249,,,,,
NonsmoothSqrt,CPUBicubicSparse,92,0.451,9.36E+06,106.83,4,421.199,,17.8395,60.2836,421.199,,,,,
NonsmoothSqrt,CPUBicubicSparse,96,0.507,1.87E+07,53.4084,4,2380.92,,36.4892,173.57,2380.92,,,,,
NonsmoothSqrt,CPUBicubicSparse,100,0.568,1.12E+07,89.0225,4,523.451,,192.469,96.2177,523.451,,,,,
NonsmoothSqrt,CPUBicubicSparse,104,0.702,1.31E+07,76.5254,4,1391.27,,20.7121,194.329,1391.27,,,,,
NonsmoothSqrt,CPUBicubicSparse,108,0.684,1.45E+07,69.0892,4,2068.3,,38.2365,236.866,2068.3,,,,,
NonsmoothSqrt,CPUBicubicSparse,112,0.766,1.61E+07,62.0544,4,1798.18,,108.292,128.425,1798.18,,,,,
NonsmoothSqrt,CPUBicubicSparse,116,0.827,1.72E+07,58.1511,4,4707.58,,41.5639,310.444,4707.58,,,,,
NonsmoothSqrt,CPUBicubicSparse,120,0.956,1.88E+07,53.1761,4,2062.46,,54.1504,205.088,2062.46,,,,,
NonsmoothSqrt,CPUBicubicSparse,124,0.953,2.39E+07,41.7641,4,6186.54,,167.646,550.72,6186.54,,,,,
NonsmoothSqrt,CPUBicubicSparse,128,1.117,3.32E+07,30.082,4,1422.81,,66.12,126.457,1422.81,,,,,
NonsmoothSqrt,CPUBicubicSparse,132,1.206,2.84E+07,35.2155,4,113.722,,113.722,66.7458,0,,,,,
NonsmoothSqrt,CPUBicubicSparse,136,1.305,3.74E+07,26.7074,4,9375.78,,261.979,1330.31,9375.78,,,,,
NonsmoothSqrt,CPUBicubicSparse,140,1.424,3.09E+07,32.3935,4,3795.42,,228.392,390.225,3795.42,,,,,
NonsmoothSqrt,CPUBicubicSparse,144,1.618,3.25E+07,30.7913,4,2513.78,,187.667,156.356,2513.78,,,,,
NonsmoothSqrt,CPUBicubicSparse,148,1.659,3.50E+07,28.6093,4,3621.38,,124.096,155.899,3621.38,,,,,
NonsmoothSqrt,CPUBicubicSparse,152,1.778,4.10E+07,24.3672,4,7879.87,,165.69,1238.16,7879.87,,,,,
NonsmoothSqrt,CPUBicubicSparse,156,1.912,4.26E+07,23.4775,4,20092.6,,257.648,2458.51,20092.6,,,,,
NonsmoothSqrt,CPUBicubicSparse,160,2.168,4.61E+07,21.714,4,2315.89,,244.999,626.214,2315.89,,,,,
NonsmoothSqrt,CPUBicubicSparse,164,2.332,5.00E+07,20.0005,4,19903.1,,368.666,2358.68,19903.1,,,,,
NonsmoothSqrt,CPUBicubicSparse,168,2.437,5.99E+07,16.6919,4,32525.7,,295.516,2806.19,32525.7,,,,,
NonsmoothSqrt,CPUBicubicSparse,172,2.577,5.52E+07,18.1052,4,14006.2,,295.707,1598.55,14006.2,,,,,
NonsmoothSqrt,CPUBicubicSparse,176,2.866,6.37E+07,15.7058,4,3643.2,,267.451,3643.2,428.949,,,,,
NonsmoothSqrt,CPUBicubicSparse,180,2.957,6.27E+07,15.9405,4,39497.5,,414.154,1707.83,39497.5,,,,,
NonsmoothSqrt,CPUBicubicSparse,184,3.254,6.76E+07,14.8032,4,541.304,,416.453,541.304,0,,,,,
NonsmoothSqrt,CPUBicubicSparse,188,3.43,7.66E+07,13.0526,4,43890.5,,355.368,4227.02,43890.5,,,,,
NonsmoothSqrt,CPUBicubicSparse,192,3.607,9.05E+07,11.0532,4,523.188,,523.188,398.721,0,,,,,
NonsmoothSqrt,CPUBicubicSparse,196,3.908,1.01E+08,9.94377,4,3246.3,,504.284,3246.3,0,,,,,
NonsmoothSqrt,CPUBicubicSparse,200,4.42,8.99E+07,11.1184,4,8535.11,,181.894,2923.59,8535.11,,,,,
NonsmoothSqrt,CPUBicubicSparse,204,4.383,1.09E+08,9.21631,4,104861,,407.561,10584.6,104861,,,,,
NonsmoothSqrt,CPUBicubicSparse,208,5.034,1.06E+08,9.46752,4,843.873,,633.093,843.873,0,,,,,
NonsmoothSqrt,CPUBicubicSparse,212,4.883,1.16E+08,8.60947,4,36481,,688.554,5642.26,36481,,,,,
NonsmoothSqrt,CPUBicubicSparse,216,5.187,1.15E+08,8.69158,4,192841,,819.412,18267.7,192841,,,,,
NonsmoothSqrt,CPUBicubicSparse,220,6.274,1.15E+08,8.72904,4,14049.8,,146.892,1271.58,14049.8,,,,,
NonsmoothSqrt,CPUBicubicSparse,224,6.617,1.21E+08,8.29145,4,800.358,,570.822,800.358,4.26314,,,,,
NonsmoothSqrt,CPUBicubicSparse,228,6.199,1.29E+08,7.77315,4,357.729,,357.729,32.4463,0,,,,,
NonsmoothSqrt,CPUBicubicSparse,232,6.363,1.36E+08,7.37819,4,966.944,,460.627,966.944,0,,,,,
NonsmoothSqrt,CPUBicubicSparse,236,6.794,1.42E+08,7.06043,4,507.697,,507.697,0,0,,,,,
NonsmoothSqrt,CPUBicubicSparse,240,8.049,1.50E+08,6.67028,4,97820.2,,318.168,8194.2,97820.2,,,,,
NonsmoothSqrt,CPUBicubicSparse,244,7.539,1.57E+08,6.3589,4,6682.56,,599.266,6682.56,0,,,,,
NonsmoothSqrt,CPUBicubicSparse,248,7.887,1.65E+08,6.07358,4,1159.67,,1060.61,1159.67,0,,,,,
NonsmoothSqrt,CPUBicubicSparse,252,8.248,1.76E+08,5.66957,4,6543.4,,334.291,6543.4,0,,,,,
NonsmoothSqrt,CPUBicubicSparse,256,8.659,1.81E+08,5.53586,4,11720.4,,843.6,11720.4,0,,,,,
NonsmoothSqrt,CPUBicubicSparse,260,9.238,1.90E+08,5.2592,4,378.844,,378.844,36.4751,0,,,,,
NonsmoothSqrt,CPUBicubicSparse,264,9.791,2.03E+08,4.92559,4,989.242,,989.242,689.666,0,,,,,
NonsmoothSqrt,CPUBicubicSparse,268,10.061,2.06E+08,4.84772,4,500482,,1013.61,34200.5,500482,,,,,
NonsmoothSqrt,CPUBicubicSparse,272,11.443,2.23E+08,4.4898,4,824.396,,573.158,824.396,0,,,,,
NonsmoothSqrt,CPUBicubicSparse,276,11.083,2.33E+08,4.28474,4,1742.17,,1742.17,9.11578,0,,,,,
NonsmoothSqrt,CPUBicubicSparse,280,11.69,2.41E+08,4.14209,4,9075,,746.831,9075,0,,,,,
NonsmoothSqrt,CPUBicubicSparse,284,12.185,2.51E+08,3.98081,4,1806.57,,1362.17,1806.57,0,,,,,
NonsmoothSqrt,CPUBicubicSparse,288,12.663,2.57E+08,3.89838,4,1535.72,,1535.72,38.511,0,,,,,
NonsmoothSqrt,CPUBicubicSparse,292,13.072,2.79E+08,3.58633,4,744.328,,744.328,95.7967,0,,,,,
NonsmoothSqrt,CPUBicubicSparse,296,14.795,2.87E+08,3.48788,4,14773.6,,2079.87,14773.6,0,,,,,
NonsmoothSqrt,CPUBicubicSparse,300,14.309,2.95E+08,3.38744,4,1476.37,,1476.37,121.685,0,,,,,
NonsmoothSqrt,CPUBicubicSparse,304,14.922,3.07E+08,3.25628,4,3797.77,,3797.77,123.564,0,,,,,
NonsmoothSqrt,CPUBicubicSparse,308,15.138,3.19E+08,3.1309,4,2073.27,,2073.27,0,0,,,,,
NonsmoothSqrt,CPUBicubicSparse,312,15.844,3.44E+08,2.91084,4,1348.33,,1348.33,0,0,,,,,
NonsmoothSqrt,CPUBicubicSparse,316,18.823,3.43E+08,2.91211,4,2995.2,,2995.2,1897.54,0,,,,,
NonsmoothSqrt,CPUBicubicSparse,320,17.044,3.51E+08,2.84514,4,3673.01,,1023.71,3673.01,0,,,,,
NonsmoothSqrt,CPUBicubicSparse,324,17.845,3.72E+08,2.69055,4,4421.69,,4421.69,234.192,0,,,,,
NonsmoothSqrt,CPUBicubicSparse,328,18.808,3.87E+08,2.58226,4,3667.06,,3667.06,2263.61,0,,,,,
NonsmoothSqrt,CPUBicubicSparse,332,19.581,3.98E+08,2.51418,4,1685.59,,1685.59,332.684,0,,,,,
NonsmoothSqrt,CPUBicubicSparse,336,252.8,5.49E+08,1.82053,4,7077.97,,7077.97,0,0,,,,,
NonsmoothSqrt,CPUBicubicSparse,340,274.979,4.42E+08,2.26466,4,2264.77,,2264.77,0,0,,,,,
NonsmoothSqrt,CPULinearQuad,12,0,8.55E+07,11.6982,4,0.0870173,,0.0870173,0.018028,0.0128245,,,,,
NonsmoothSqrt,CPULinearQuad,16,0,2.17E+08,4.61497,4,0.0611646,,0.0611646,0.0145327,0.00630602,,,,,
NonsmoothSqrt,CPULinearQuad,20,0,4.27E+08,2.34294,4,0.0424922,,0.0424922,0.0105588,0.00649806,,,,,
NonsmoothSqrt,CPULinearQuad,24,0,7.00E+08,1.42778,4,0.0261274,,0.022176,0.0082736,0.0261274,,,,,
NonsmoothSqrt,CPULinearQuad,28,0,1.13E+09,0.883097,4,0.0145129,,0.0126838,0.00729025,0.0145129,,,,,
NonsmoothSqrt,CPULinearQuad,32,0,1.58E+09,0.631014,4,0.0228916,,0.00665556,0.00590012,0.0228916,,,,,
NonsmoothSqrt,CPULinearQuad,36,0,2.24E+09,0.447246,4,0.0178522,,0.0178522,0.00584401,0.00986317,,,,,
NonsmoothSqrt,CPULinearQuad,40,0,3.13E+09,0.319222,4,0.0194845,,0.0194845,0.0152427,0.0169188,,,,,
NonsmoothSqrt,CPULinearQuad,44,0,4.14E+09,0.241364,4,0.0251533,,0.0194071,0.0227515,0.0251533,,,,,
NonsmoothSqrt,CPULinearQuad,48,0,4.75E+09,0.210392,4,0.0158247,,0.0156433,0.00732801,0.0158247,,,,,
NonsmoothSqrt,CPULinearQuad,52,0,6.52E+09,0.153443,4,0.0273078,,0.0100523,0.00569921,0.0273078,,,,,
NonsmoothSqrt,CPULinearQuad,56,0,8.30E+09,0.120521,4,0.0276714,,0.00742304,0.0168454,0.0276714,,,,,
NonsmoothSqrt,CPULinearQuad,60,0,9.56E+09,0.104565,4,0.0328578,,0.00704864,0.019231,0.0328578,,,,,
NonsmoothSqrt,CPULinearQuad,64,0,1.13E+10,0.088341,4,0.0255513,,0.0102224,0.0150923,0.0255513,,,,,
NonsmoothSqrt,CPULinearQuad,68,0,1.46E+10,0.0682995,4,0.0311708,,0.00749378,0.0271682,0.0311708,,,,,
NonsmoothSqrt,CPULinearQuad,72,0,1.54E+10,0.065065,4,0.0239159,,0.0101611,0.00940927,0.0239159,,,,,
NonsmoothSqrt,CPULinearQuad,76,0,1.87E+10,0.0534934,4,0.0289219,,0.00835848,0.0199766,0.0289219,,,,,
NonsmoothSqrt,CPULinearQuad,80,0,2.24E+10,0.044663,4,0.0314564,,0.00648631,0.0296774,0.0314564,,,,,
NonsmoothSqrt,CPULinearQuad,84,0,2.60E+10,0.0385327,4,0.0279328,,0.0050385,0.0192013,0.0279328,,,,,
NonsmoothSqrt,CPULinearQuad,88,0,2.82E+10,0.0354435,4,0.0295599,,0.00410272,0.0174283,0.0295599,,,,,
NonsmoothSqrt,CPULinearQuad,92,0,3.10E+10,0.032248,4,0.0315919,,0.00342101,0.0258568,0.0315919,,,,,
NonsmoothSqrt,CPULinearQuad,96,0,3.68E+10,0.0271512,4,0.0317898,,0.00582572,0.0249717,0.0317898,,,,,
NonsmoothSqrt,CPULinearQuad,100,0,4.12E+10,0.0242673,4,0.0302351,,0.00452489,0.0154186,0.0302351,,,,,
NonsmoothSqrt,CPULinearQuad,104,0,4.76E+10,0.0210159,4,0.0304274,,0.00506633,0.0228616,0.0304274,,,,,
NonsmoothSqrt,CPULinearQuad,108,0,4.92E+10,0.0203408,4,0.0350877,,0.00481261,0.0190131,0.0350877,,,,,
NonsmoothSqrt,CPULinearQuad,112,0,5.73E+10,0.0174644,4,0.0305646,,0.0148134,0.0257041,0.0305646,,,,,
NonsmoothSqrt,CPULinearQuad,116,0,6.18E+10,0.0161716,4,0.0263282,,0.00310937,0.0224702,0.0263282,,,,,
NonsmoothSqrt,CPULinearQuad,120,0,6.97E+10,0.0143543,4,0.0292564,,0.00273084,0.0167482,0.0292564,,,,,
NonsmoothSqrt,CPULinearQuad,124,0,7.36E+10,0.0135876,4,0.0321137,,0.00240782,0.0230021,0.0321137,,,,,
NonsmoothSqrt,CPULinearQuad,128,0,8.09E+10,0.0123637,4,0.0336172,,0.00390946,0.0289477,0.0336172,,,,,
NonsmoothSqrt,CPULinearQuad,132,0,8.45E+10,0.011832,4,0.0312103,,0.00551424,0.0198726,0.0312103,,,,,
NonsmoothSqrt,CPULinearQuad,136,0,9.39E+10,0.0106528,4,0.0266473,,0.00361417,0.0234063,0.0266473,,,,,
NonsmoothSqrt,CPUDCTPadded,12,0.025,47400,21097,4,0.708433,,0.708433,0.365156,0.25064,,,,,
NonsmoothSqrt,CPUDCTPadded,16,0.012,62738,15939.3,4,0.618722,,0.618722,0.306125,0.238744,,,,,
NonsmoothSqrt,CPUDCTPadded,20,0.042,125751,7952.22,4,0.524841,,0.524841,0.266533,0.198064,,,,,
NonsmoothSqrt,CPUDCTPadded,24,0.044,172813,5786.6,4,0.429402,,0.429402,0.237094,0.123647,,,,,
NonsmoothSqrt,CPUDCTPadded,28,0.025,242000,4132.23,4,0.337329,,0.337329,0.211216,0.148963,,,,,
NonsmoothSqrt,CPUDCTPadded,32,0.018,266898,3746.75,4,0.253569,,0.253569,0.186666,0.159837,,,,,
NonsmoothSqrt,CPUDCTPadded,36,0.065,401161,2492.76,4,0.296938,,0.296938,0.162242,0.143529,,,,,
NonsmoothSqrt,CPUDCTPadded,40,0.071,537350,1860.98,4,0.387587,,0.387587,0.135729,0.0920625,,,,,
NonsmoothSqrt,CPUDCTPadded,44,0.022,617728,1618.84,4,0.420362,,0.420362,0.108522,0.115609,,,,,
NonsmoothSqrt,CPUDCTPadded,48,0.079,759923,1315.92,4,0.408449,,0.408449,0.112407,0.128102,,,,,
NonsmoothSqrt,CPUDCTPadded,52,0.024,994733,1005.29,4,0.36368,,0.36368,0.113593,0.118131,,,,,
NonsmoothSqrt,CPUDCTPadded,56,0.043,1.10E+06,906.959,4,0.30927,,0.30927,0.117012,0.0764831,,,,,
NonsmoothSqrt,CPUDCTPadded,60,0.143,1.25E+06,798.626,4,0.250326,,0.250326,0.120118,0.0976992,,,,,
NonsmoothSqrt,CPUDCTPadded,64,0.03,1.23E+06,812.38,4,0.191664,,0.191664,0.122549,0.109878,,,,,
NonsmoothSqrt,CPUDCTPadded,68,0.06,2.53E+06,395.98,4,0.221732,,0.221732,0.124214,0.10273,,,,,
NonsmoothSqrt,CPUDCTPadded,72,0.113,1.80E+06,557.032,4,0.284367,,0.284367,0.125071,0.0667777,,,,,
NonsmoothSqrt,CPUDCTPadded,76,0.064,3.25E+06,307.96,4,0.312622,,0.312622,0.124879,0.0861398,,,,,
NonsmoothSqrt,CPUDCTPadded,80,0.122,2.21E+06,452.937,4,0.316766,,0.316766,0.123542,0.0976871,,,,,
NonsmoothSqrt,CPUDCTPadded,84,0.096,2.30E+06,434.812,4,0.303911,,0.303911,0.120984,0.0921135,,,,,
NonsmoothSqrt,CPUDCTPadded,88,0.06,2.99E+06,334.248,4,0.279128,,0.279128,0.117,0.0600026,,,,,
