function_name, calculator,N,init-time, calc-time, calc-hz, bytes, max-error, blank-column, err1, err2, err3, Blank
Smooth_exp,GPU-linear-sparse,8,0.678,8.41304e+08,1.18863,8, 0.477316,,0.477316,0.396586,0.448935,
Smooth_exp,GPU-linear-sparse,12,0.004,287319,3480.45,8, 0.342585,,0.342585,0.229057,0.319787,
Smooth_exp,GPU-linear-sparse,16,0.008,249790,4003.36,8, 0.213576,,0.213576,0.155681,0.153989,
Smooth_exp,GPU-linear-sparse,20,0.008,324959,3077.31,8, 0.145746,,0.125142,0.0992046,0.145746,
Smooth_exp,GPU-linear-sparse,24,0.012,463604,2157.01,8, 0.0982997,,0.0675576,0.0900347,0.0982997,
Smooth_exp,GPU-linear-sparse,28,0.015,619711,1613.66,8, 0.0882237,,0.0302601,0.0757914,0.0882237,
Smooth_exp,GPU-linear-sparse,32,0.024,944498,1058.76,8, 0.0621771,,0.00801628,0.0621771,0.0356021,
Smooth_exp,GPU-linear-sparse,36,0.046,1.21423e+06,823.565,8, 0.0637667,,0.052795,0.048686,0.0637667,
Smooth_exp,GPU-linear-sparse,40,0.061,1.56966e+06,637.081,8, 0.0547065,,0.0547065,0.0332074,0.031309,
Smooth_exp,GPU-linear-sparse,44,0.087,2.04037e+06,490.108,8, 0.0460428,,0.0460428,0.0222262,0.0437716,
Smooth_exp,GPU-linear-sparse,48,0.128,2.54254e+06,393.307,8, 0.0342866,,0.0342866,0.0306042,0.0168204,
Smooth_exp,GPU-linear-sparse,52,0.168,3.0774e+06,324.95,8, 0.0412834,,0.022416,0.0412834,0.0341722,
Smooth_exp,GPU-linear-sparse,56,0.223,3.69167e+06,270.88,8, 0.030136,,0.0117472,0.030136,0.0158292,
Smooth_exp,GPU-linear-sparse,60,0.254,4.30212e+06,232.443,8, 0.0269764,,0.00294061,0.0216165,0.0269764,
Smooth_exp,GPU-linear-sparse,64,0.322,5.03298e+06,198.69,8, 0.0144024,,0.00616682,0.0144024,0.0105077,
Smooth_exp,GPU-linear-sparse,68,0.381,6.03913e+06,165.587,8, 0.0223622,,0.0156467,0.00978329,0.0223622,
Smooth_exp,GPU-linear-sparse,72,0.491,7.03387e+06,142.169,8, 0.0192165,,0.0192165,0.00784293,0.00926579,
Smooth_exp,GPU-linear-sparse,76,0.59,8.18407e+06,122.189,8, 0.0180138,,0.0172394,0.00667076,0.0180138,
Smooth_exp,GPU-linear-sparse,80,0.529,1.02311e+07,97.7408,8, 0.0135397,,0.0135397,0.00798015,0.00757643,
Smooth_exp,GPU-linear-sparse,84,0.698,1.18369e+07,84.4815,8, 0.0159917,,0.00915,0.00958796,0.0159917,
Smooth_exp,GPU-linear-sparse,88,0.757,1.34638e+07,74.2731,8, 0.0103435,,0.00450456,0.0103435,0.00584099,
Smooth_exp,GPU-linear-sparse,92,0.949,1.54026e+07,64.9243,8, 0.0129047,,0.00142056,0.0100778,0.0129047,
Smooth_exp,GPU-linear-sparse,96,0.993,1.71592e+07,58.2777,8, 0.00964605,,0.00490407,0.00964605,0.00565134,
Smooth_exp,GPU-linear-sparse,100,1.229,1.95136e+07,51.2463,8, 0.0122458,,0.00739969,0.00855579,0.0122458,
Smooth_exp,GPU-linear-sparse,104,1.416,2.16857e+07,46.1132,8, 0.00978233,,0.00978233,0.00632703,0.00455324,
Smooth_exp,GPU-linear-sparse,108,1.605,2.55718e+07,39.1056,8, 0.0101128,,0.00923975,0.00350829,0.0101128,
Smooth_exp,GPU-linear-sparse,112,1.806,2.86353e+07,34.9219,8, 0.0074981,,0.0074981,0.00721209,0.00441649,
Smooth_exp,GPU-linear-sparse,116,1.963,3.04084e+07,32.8856,8, 0.0117738,,0.00512242,0.0117738,0.00965332,
Smooth_exp,GPU-linear-sparse,120,2.102,3.51072e+07,28.4842,8, 0.00888197,,0.00225357,0.00888197,0.00340321,
Smooth_exp,GPU-linear-sparse,124,2.46,3.63041e+07,27.5451,8, 0.00810375,,0.00104462,0.00645363,0.00810375,
Smooth_exp,GPU-linear-sparse,128,2.692,4.08997e+07,24.4501,8, 0.00437757,,0.00378798,0.00437757,0.00368951,
Smooth_exp,GPU-linear-sparse,132,3.011,4.72686e+07,21.1557,8, 0.00797026,,0.00434936,0.00295564,0.00797026,
Smooth_exp,GPU-linear-sparse,136,3.195,5.26283e+07,19.0012,8, 0.00610022,,0.00610022,0.00228719,0.00247866,
Smooth_exp,GPU-linear-sparse,140,3.524,5.53325e+07,18.0726,8, 0.00664488,,0.00590355,0.00234378,0.00664488,
Smooth_exp,GPU-linear-sparse,144,3.873,5.72329e+07,17.4725,8, 0.0048363,,0.0048363,0.0033189,0.0030322,
Smooth_exp,GPU-linear-sparse,148,4.158,6.23755e+07,16.0319,8, 0.00663782,,0.00319763,0.0039767,0.00663782,
Smooth_exp,GPU-linear-sparse,152,4.611,6.89333e+07,14.5068,8, 0.00432221,,0.00129029,0.00432221,0.00194474,
Smooth_exp,GPU-linear-sparse,156,4.859,7.17194e+07,13.9432,8, 0.00565824,,0.000835858,0.00448347,0.00565824,
Smooth_exp,GPU-linear-sparse,160,5.307,8.32933e+07,12.0058,8, 0.00429048,,0.0029437,0.00429048,0.00259361,
Smooth_exp,GPU-linear-sparse,164,5.708,8.47413e+07,11.8006,8, 0.0056094,,0.00288422,0.00373895,0.0056094,
Smooth_exp,GPU-linear-sparse,168,6.257,9.11482e+07,10.9711,8, 0.00418533,,0.00418533,0.00279875,0.00153591,
Smooth_exp,GPU-linear-sparse,172,6.566,1.03456e+08,9.66598,8, 0.00478466,,0.00412509,0.00153758,0.00478466,
Smooth_exp,GPU-linear-sparse,176,6.968,1.05233e+08,9.50271,8, 0.00359264,,0.00337589,0.00359264,0.00220725,
Smooth_exp,GPU-linear-sparse,180,7.537,1.19558e+08,8.36416,8, 0.00610863,,0.00223518,0.00610863,0.00485574,
Smooth_exp,GPU-linear-sparse,184,8.112,1.19024e+08,8.40164,8, 0.00465126,,0.000844114,0.00465126,0.00120499,
Smooth_exp,GPU-linear-sparse,188,8.43,1.31617e+08,7.59779,8, 0.00417455,,0.000720388,0.0032917,0.00417455,
Smooth_exp,GPU-linear-sparse,192,9.206,1.33723e+08,7.47814,8, 0.00241497,,0.00241497,0.00218567,0.00195238,
Smooth_exp,GPU-linear-sparse,196,9.713,1.43549e+08,6.96628,8, 0.00424452,,0.00203793,0.00135963,0.00424452,
Smooth_exp,GPU-linear-sparse,200,10.376,1.56395e+08,6.39405,8, 0.00309197,,0.00309197,0.000929213,0.00109286,
Smooth_exp,GPU-linear-sparse,204,11.12,1.6089e+08,6.21542,8, 0.00363243,,0.00309001,0.00124574,0.00363243,
Smooth_exp,GPU-linear-sparse,208,11.779,1.81366e+08,5.51372,8, 0.00253011,,0.00253011,0.00182689,0.00172338,
