function_name, calculator,N,init_time, calc_time, calc_hz, bytes, max_error, blank_column, err1, err2, err3, Blank
Nonsmooth_abs,DCT+Bessel+IDCT                    ,124,0.04,2.74529e+06,364.26,8, 0.701101,,0.00589908,0.295107,0.701101,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,128,0.03,1.28782e+06,776.509,8, 0.701696,,0.00602282,0.295758,0.701696,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,132,0.043,1.69963e+06,588.365,8, 0.702562,,0.00612917,0.296311,0.702562,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,136,0.069,2.53491e+06,394.492,8, 0.702732,,0.0062385,0.296774,0.702732,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,140,0.075,2.15599e+06,463.825,8, 0.703431,,0.00633742,0.297279,0.703431,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,144,0.116,1.84202e+06,542.883,8, 0.703981,,0.00643034,0.297705,0.703981,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,148,0.069,4.89239e+06,204.399,8, 0.703949,,0.00652293,0.298168,0.703949,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,152,0.079,3.27619e+06,305.233,8, 0.704714,,0.00660217,0.29856,0.704714,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,156,0.051,2.45801e+06,406.833,8, 0.705243,,0.00668877,0.298986,0.705243,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,160,0.091,3.17222e+06,315.237,8, 0.705382,,0.00676355,0.299348,0.705382,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,164,0.059,5.104e+06,195.925,8, 0.705863,,0.00683854,0.29974,0.705863,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,168,0.108,3.02428e+06,330.657,8, 0.706185,,0.00690938,0.300075,0.706185,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,172,0.064,5.90124e+06,169.456,8, 0.706452,,0.00697432,0.300438,0.706452,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,176,0.073,3.67512e+06,272.1,8, 0.70674,,0.00704196,0.300748,0.70674,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,180,0.166,3.36371e+06,297.29,8, 0.706991,,0.00710019,0.301025,0.706991,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,184,0.079,5.01207e+06,199.518,8, 0.707431,,0.00716271,0.301314,0.707431,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,188,0.063,7.31017e+06,136.796,8, 0.707573,,0.0072188,0.301559,0.707573,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,192,0.088,3.61137e+06,276.903,8, 0.707895,,0.00727347,0.301831,0.707895,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,196,0.051,4.13964e+06,241.567,8, 0.708195,,0.00732747,0.302063,0.708195,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,200,0.148,4.45177e+06,224.63,8, 0.708219,,0.00737541,0.302319,0.708219,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,204,0.14,6.55567e+06,152.54,8, 0.708604,,0.00742751,0.302539,0.708604,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,208,0.055,4.41909e+06,226.291,8, 0.708909,,0.00747249,0.302781,0.708909,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,212,0.081,9.80811e+06,101.956,8, 0.708945,,0.00751947,0.302988,0.708945,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,216,0.138,4.93781e+06,202.519,8, 0.709268,,0.00756316,0.303217,0.709268,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,220,0.098,5.51839e+06,181.212,8, 0.709465,,0.00760433,0.303413,0.709465,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,224,0.066,5.31761e+06,188.054,8, 0.709581,,0.00764676,0.303607,0.709581,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,228,0.15,8.21916e+06,121.667,8, 0.709788,,0.00768335,0.303792,0.709788,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,232,0.105,1.01343e+07,98.6745,8, 0.709922,,0.00772432,0.303951,0.709922,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,236,0.101,1.34741e+07,74.2167,8, 0.710176,,0.00776008,0.304129,0.710176,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,240,0.245,6.59308e+06,151.674,8, 0.710294,,0.00779636,0.304282,0.710294,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,244,0.109,1.47483e+07,67.8042,8, 0.710465,,0.00783144,0.304452,0.710465,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,248,0.112,1.07e+07,93.4581,8, 0.710652,,0.00786344,0.304599,0.710652,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,252,0.138,8.07049e+06,123.908,8, 0.710698,,0.00789785,0.304762,0.710698,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,256,0.082,7.95512e+06,125.705,8, 0.710914,,0.00792765,0.304903,0.710914,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,260,0.103,7.32224e+06,136.57,8, 0.711113,,0.00795994,0.305059,0.711113,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,264,0.121,8.5266e+06,117.28,8, 0.71111,,0.00798929,0.305195,0.71111,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,268,0.117,1.90577e+07,52.4721,8, 0.711349,,0.00801805,0.30534,0.711349,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,272,0.147,1.17941e+07,84.7879,8, 0.711481,,0.00804699,0.305469,0.711481,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,276,0.169,1.18217e+07,84.5904,8, 0.711533,,0.00807245,0.30558,0.711533,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,280,0.212,7.89579e+06,126.65,8, 0.711696,,0.00810099,0.305705,0.711696,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,284,0.135,2.40275e+07,41.6189,8, 0.711807,,0.00812574,0.305813,0.711807,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,288,0.133,1.07911e+07,92.6687,8, 0.711936,,0.00815164,0.305934,0.711936,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,292,0.147,2.60432e+07,38.3977,8, 0.712037,,0.00817616,0.306039,0.712037,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,296,0.133,1.84954e+07,54.0674,8, 0.712135,,0.00819932,0.306156,0.712135,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,300,0.222,1.09307e+07,91.4852,8, 0.712263,,0.0082236,0.306258,0.712263,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,304,0.166,1.57197e+07,63.6144,8, 0.712315,,0.00824463,0.306371,0.712315,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,308,0.109,1.43846e+07,69.5187,8, 0.712446,,0.0082683,0.30647,0.712446,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,312,0.142,1.49669e+07,66.814,8, 0.712585,,0.00828926,0.30658,0.712585,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,316,0.207,3.31886e+07,30.1308,8, 0.712592,,0.00831045,0.306675,0.712592,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,320,0.144,1.40644e+07,71.1016,8, 0.712752,,0.00833133,0.306761,0.712752,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,324,0.143,1.5083e+07,66.2999,8, 0.712847,,0.00835032,0.306854,0.712847,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,328,0.155,2.49899e+07,40.0162,8, 0.712867,,0.00837109,0.306934,0.712867,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,332,0.191,3.79528e+07,26.3485,8, 0.713002,,0.00838913,0.307024,0.713002,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,336,0.204,1.64381e+07,60.8343,8, 0.713099,,0.00840873,0.307102,0.713099,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,340,0.209,2.088e+07,47.8928,8, 0.71316,,0.00842676,0.30719,0.71316,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,344,0.174,2.86405e+07,34.9156,8, 0.71325,,0.00844434,0.307267,0.71325,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,348,0.212,2.49895e+07,40.0168,8, 0.713307,,0.00846235,0.307353,0.713307,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,352,0.196,1.98986e+07,50.2548,8, 0.713401,,0.00847811,0.307428,0.713401,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,356,0.23,4.61675e+07,21.6603,8, 0.713452,,0.00849609,0.307511,0.713452,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,360,0.331,1.90502e+07,52.4928,8, 0.713536,,0.00851174,0.307585,0.713536,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,364,0.128,2.06435e+07,48.4413,8, 0.713638,,0.00852813,0.307657,0.713638,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,368,0.236,2.80355e+07,35.6691,8, 0.713657,,0.00854383,0.307728,0.713657,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,372,0.23,3.0207e+07,33.1049,8, 0.713763,,0.00855859,0.307789,0.713763,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,376,0.192,3.62221e+07,27.6075,8, 0.713835,,0.00857433,0.307859,0.713835,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,380,0.232,2.74562e+07,36.4217,8, 0.713838,,0.008588,0.30792,0.713838,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,384,0.177,2.23258e+07,44.7912,8, 0.713952,,0.00860333,0.307988,0.713952,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,388,0.33,5.8888e+07,16.9814,8, 0.714032,,0.00861709,0.308048,0.714032,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,392,0.128,2.34186e+07,42.701,8, 0.714061,,0.00863097,0.308115,0.714061,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,396,0.211,2.54368e+07,39.3131,8, 0.714141,,0.0086448,0.308173,0.714141,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,400,0.186,2.34635e+07,42.6194,8, 0.714194,,0.00865732,0.308239,0.714194,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,404,0.396,6.27552e+07,15.9349,8, 0.714246,,0.00867122,0.308297,0.714246,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,408,0.362,3.13201e+07,31.9284,8, 0.714297,,0.00868332,0.308359,0.714297,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,412,0.348,6.94144e+07,14.4062,8, 0.71435,,0.0086964,0.308415,0.71435,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,416,0.164,2.69316e+07,37.1311,8, 0.71443,,0.00870861,0.308464,0.71443,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,420,0.351,2.66665e+07,37.5003,8, 0.714455,,0.00872045,0.308519,0.714455,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,424,0.242,4.9343e+07,20.2663,8, 0.714527,,0.00873274,0.308567,0.714527,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,428,0.414,7.65435e+07,13.0645,8, 0.714583,,0.00874343,0.308622,0.714583,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,432,0.21,2.82971e+07,35.3393,8, 0.714586,,0.00875582,0.30867,0.714586,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,436,0.454,8.13097e+07,12.2987,8, 0.714675,,0.00876662,0.308723,0.714675,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,440,0.259,3.09039e+07,32.3583,8, 0.714738,,0.00877788,0.308771,0.714738,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,444,0.284,4.74961e+07,21.0543,8, 0.714751,,0.0087888,0.308824,0.714751,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,448,0.172,3.12745e+07,31.9749,8, 0.714824,,0.00879899,0.30887,0.714824,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,452,0.433,8.96049e+07,11.1601,8, 0.714866,,0.00881002,0.308922,0.714866,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,456,0.396,4.28767e+07,23.3227,8, 0.714899,,0.00881962,0.308968,0.714899,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,460,0.286,4.41412e+07,22.6546,8, 0.714948,,0.00883036,0.309009,0.714948,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,464,0.278,4.79052e+07,20.8746,8, 0.714982,,0.00884009,0.309054,0.714982,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,468,0.252,3.59158e+07,27.8429,8, 0.715046,,0.00884984,0.309093,0.715046,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,472,0.326,6.56155e+07,15.2403,8, 0.715074,,0.00885969,0.309138,0.715074,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,476,0.269,4.57892e+07,21.8392,8, 0.715124,,0.00886852,0.309177,0.715124,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,480,0.282,3.56719e+07,28.0333,8, 0.715169,,0.00887849,0.309221,0.715169,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,484,0.296,4.43317e+07,22.5572,8, 0.715179,,0.00888717,0.309259,0.715179,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,488,0.346,7.19462e+07,13.8993,8, 0.715243,,0.00889652,0.309303,0.715243,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,492,0.343,6.10153e+07,16.3893,8, 0.715294,,0.00890533,0.309341,0.715294,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,496,0.314,5.64214e+07,17.7238,8, 0.715298,,0.00891384,0.309384,0.715298,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,500,0.251,4.04582e+07,24.7169,8, 0.715364,,0.00892278,0.309422,0.715364,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,504,0.389,4.25888e+07,23.4804,8, 0.715399,,0.00893055,0.309459,0.715399,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,508,0.657,1.25204e+08,7.987,8, 0.715418,,0.00893953,0.309497,0.715418,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,512,0.234,4.20468e+07,23.783,8, 0.715465,,0.00894745,0.309529,0.715465,
Nonsmooth_abs,DCT+Bessel+IDCT                    ,516,0.392,6.99116e+07,14.3038,8, 0.715498,,0.00895564,0.309566,0.715498,
