function_name, calculator,N,init-time, calc-time, calc-hz, bytes, max-error, blank-column, err1, err2, err3, Blank
Smooth_poly,CPU-linear-quad,8,0,5.16903e+07,19.346,4, 0.100091,,0.100091,0.0580419,0.0847308,
Smooth_poly,CPU-linear-quad,12,0,1.39713e+08,7.15752,4, 0.0471351,,0.0443927,0.0313876,0.0471351,
Smooth_poly,CPU-linear-quad,16,0,3.04173e+08,3.28761,4, 0.0419491,,0.0235623,0.0229531,0.0419491,
Smooth_poly,CPU-linear-quad,20,0,5.25806e+08,1.90184,4, 0.0492379,,0.0110747,0.0178134,0.0492379,
Smooth_poly,CPU-linear-quad,24,0,7.7126e+08,1.29658,4, 0.0141876,,0.00366893,0.0141876,0.010787,
Smooth_poly,CPU-linear-quad,28,0,1.19237e+09,0.838666,4, 0.0122962,,0.00320171,0.0115567,0.0122962,
Smooth_poly,CPU-linear-quad,32,0,1.6015e+09,0.624415,4, 0.0127005,,0.00765937,0.00918038,0.0127005,
Smooth_poly,CPU-linear-quad,36,0,2.14284e+09,0.466671,4, 0.0184625,,0.00573839,0.00693702,0.0184625,
Smooth_poly,CPU-linear-quad,40,0,2.82152e+09,0.354419,4, 0.00625353,,0.00625353,0.00478328,0.00496585,
Smooth_poly,CPU-linear-quad,44,0,3.53132e+09,0.28318,4, 0.00654839,,0.00526778,0.00228417,0.00654839,
Smooth_poly,CPU-linear-quad,48,0,4.18908e+09,0.238716,4, 0.0063347,,0.00373376,0.00324596,0.0063347,
Smooth_poly,CPU-linear-quad,52,0,5.34654e+09,0.187037,4, 0.0100097,,0.00203583,0.00423987,0.0100097,
Smooth_poly,CPU-linear-quad,56,0,6.58049e+09,0.151964,4, 0.00340985,,0.000614827,0.00276141,0.00340985,
Smooth_poly,CPU-linear-quad,60,0,7.41784e+09,0.13481,4, 0.00434825,,0.00138475,0.00183453,0.00434825,
Smooth_poly,CPU-linear-quad,64,0,8.61481e+09,0.116079,4, 0.00377444,,0.00292244,0.00107398,0.00377444,
Smooth_poly,CPU-linear-quad,68,0,1.05639e+10,0.094662,4, 0.00647322,,0.00229869,0.000513522,0.00647322,
Smooth_poly,CPU-linear-quad,72,0,1.15128e+10,0.0868595,4, 0.00254842,,0.00254842,0.000702707,0.00250089,
Smooth_poly,CPU-linear-quad,76,0,1.3541e+10,0.07385,4, 0.00311044,,0.00225153,0.00109155,0.00311044,
Smooth_poly,CPU-linear-quad,80,0,1.55776e+10,0.0641949,4, 0.00259356,,0.00168115,0.00136256,0.00259356,
Smooth_poly,CPU-linear-quad,84,0,1.74515e+10,0.0573016,4, 0.00465768,,0.000968383,0.00151853,0.00465768,
Smooth_poly,CPU-linear-quad,88,0,1.93641e+10,0.0516418,4, 0.00192547,,0.000232414,0.00158711,0.00192547,
Smooth_poly,CPU-linear-quad,92,0,2.14531e+10,0.0466133,4, 0.00235318,,0.000803329,0.00156864,0.00235318,
Smooth_poly,CPU-linear-quad,96,0,2.43737e+10,0.0410279,4, 0.00822321,,0.00164633,0.00145472,0.00822321,
Smooth_poly,CPU-linear-quad,100,0,2.67073e+10,0.0374429,4, 0.00353833,,0.00124318,0.00125119,0.00353833,
Smooth_poly,CPU-linear-quad,104,0,3.01318e+10,0.0331876,4, 0.00157408,,0.00145776,0.000930303,0.00157408,
Smooth_poly,CPU-linear-quad,108,0,3.17088e+10,0.031537,4, 0.00209655,,0.00132187,0.000657229,0.00209655,
Smooth_poly,CPU-linear-quad,112,0,3.58657e+10,0.0278818,4, 0.00146595,,0.00101175,0.0010222,0.00146595,
Smooth_poly,CPU-linear-quad,116,0,3.87555e+10,0.0258028,4, 0.00278988,,0.000597329,0.00137034,0.00278988,
Smooth_poly,CPU-linear-quad,120,0,4.25694e+10,0.0234911,4, 0.00129244,,0.000117359,0.000943293,0.00129244,
Smooth_poly,CPU-linear-quad,124,0,4.53864e+10,0.022033,4, 0.00155443,,0.000547043,0.000605682,0.00155443,
Smooth_poly,CPU-linear-quad,128,0,4.94642e+10,0.0202167,4, 0.00118775,,0.0010916,0.000374368,0.00118775,
Smooth_poly,CPU-linear-quad,132,0,5.23931e+10,0.0190865,4, 0.00229048,,0.00082389,0.000188547,0.00229048,
Smooth_poly,CPU-linear-quad,136,0,5.6751e+10,0.0176208,4, 0.00292994,,0.00097399,0.000211479,0.00292994,
Smooth_poly,CPU-linear-quad,140,0,5.95152e+10,0.0168024,4, 0.00131162,,0.000895371,0.000472915,0.00131162,
Smooth_poly,CPU-linear-quad,144,0,6.54041e+10,0.0152896,4, 0.00159606,,0.000702241,0.00159606,0.000990803,
Smooth_poly,CPU-linear-quad,148,0,7.14754e+10,0.0139908,4, 0.00195872,,0.000410125,0.000604328,0.00195872,
Smooth_poly,CPU-linear-quad,152,0,7.59339e+10,0.0131694,4, 0.0013276,,7.93824e-05,0.0013276,0.000925674,
Smooth_poly,CPU-linear-quad,156,0,8.12542e+10,0.0123071,4, 0.00114153,,0.000402532,0.000795629,0.00114153,
Smooth_poly,CPU-linear-quad,160,0,8.58893e+10,0.0116429,4, 0.000822377,,0.000792834,0.000639722,0.000822377,
Smooth_poly,CPU-linear-quad,164,0,9.18374e+10,0.0108888,4, 0.00160641,,0.000597635,0.00160641,0.0016056,
