function_name, calculator,N,init-time, calc-time, calc-hz, bytes, max-error, blank-column, err1, err2, err3, Blank
Smooth_poly,CPU-DCT-nopad,8,0.006,11943,83731.1,4, 0.600879,,0.0327523,0.057866,0.600879,
Smooth_poly,CPU-DCT-nopad,12,0.003,7351,136036,4, 0.727103,,0.0279993,0.143229,0.727103,
Smooth_poly,CPU-DCT-nopad,16,0.003,13182,75861,4, 0.843774,,0.0236681,0.181017,0.843774,
Smooth_poly,CPU-DCT-nopad,20,0.02,18772,53270.8,4, 0.912405,,0.0195533,0.203235,0.912405,
Smooth_poly,CPU-DCT-nopad,24,0.028,42229,23680.4,4, 0.95612,,0.0156338,0.217594,0.95612,
Smooth_poly,CPU-DCT-nopad,28,0.014,56898,17575.3,4, 0.986967,,0.0119199,0.227722,0.986967,
Smooth_poly,CPU-DCT-nopad,32,0.012,47922,20867.2,4, 1.01,,0.00842417,0.235219,1.01,
Smooth_poly,CPU-DCT-nopad,36,0.033,116764,8564.28,4, 1.02785,,0.00515856,0.241001,1.02785,
Smooth_poly,CPU-DCT-nopad,40,0.042,113349,8822.31,4, 1.04209,,0.00243224,0.245595,1.04209,
Smooth_poly,CPU-DCT-nopad,44,0.011,141991,7042.7,4, 1.05372,,0.00320257,0.249331,1.05372,
Smooth_poly,CPU-DCT-nopad,48,0.043,172541,5795.72,4, 1.0634,,0.00367295,0.252433,1.0634,
Smooth_poly,CPU-DCT-nopad,52,0.012,223835,4467.58,4, 1.07157,,0.00553491,0.255045,1.07157,
Smooth_poly,CPU-DCT-nopad,56,0.026,251554,3975.29,4, 1.07857,,0.00763715,0.257278,1.07857,
Smooth_poly,CPU-DCT-nopad,60,0.067,282156,3544.14,4, 1.08463,,0.00953302,0.259207,1.08463,
Smooth_poly,CPU-DCT-nopad,64,0.017,290693,3440.06,4, 1.08992,,0.0112367,0.260891,1.08992,
Smooth_poly,CPU-DCT-nopad,68,0.024,588207,1700.08,4, 1.09459,,0.0127666,0.262373,1.09459,
Smooth_poly,CPU-DCT-nopad,72,0.065,426023,2347.29,4, 1.09874,,0.0141381,0.263689,1.09874,
Smooth_poly,CPU-DCT-nopad,76,0.025,755159,1324.22,4, 1.10245,,0.0153714,0.264864,1.10245,
Smooth_poly,CPU-DCT-nopad,80,0.071,499503,2001.99,4, 1.10578,,0.0164804,0.26592,1.10578,
Smooth_poly,CPU-DCT-nopad,84,0.045,526130,1900.67,4, 1.1088,,0.0174842,0.266874,1.1088,
Smooth_poly,CPU-DCT-nopad,88,0.021,621169,1609.87,4, 1.11154,,0.0183944,0.26774,1.11154,
Smooth_poly,CPU-DCT-nopad,92,0.028,1.04317e+06,958.619,4, 1.11404,,0.0192251,0.26853,1.11404,
Smooth_poly,CPU-DCT-nopad,96,0.075,732257,1365.64,4, 1.11633,,0.0199881,0.269254,1.11633,
Smooth_poly,CPU-DCT-nopad,100,0.069,786858,1270.88,4, 1.11844,,0.0206923,0.269919,1.11844,
Smooth_poly,CPU-DCT-nopad,104,0.023,871279,1147.74,4, 1.12039,,0.0213466,0.270532,1.12039,
Smooth_poly,CPU-DCT-nopad,108,0.06,946053,1057.02,4, 1.12219,,0.0219549,0.271099,1.12219,
Smooth_poly,CPU-DCT-nopad,112,0.043,911292,1097.34,4, 1.12386,,0.0225256,0.271625,1.12386,
Smooth_poly,CPU-DCT-nopad,116,0.033,1.87255e+06,534.031,4, 1.12541,,0.0230597,0.272115,1.12541,
Smooth_poly,CPU-DCT-nopad,120,0.143,1.20041e+06,833.05,4, 1.12687,,0.0235628,0.272572,1.12687,
Smooth_poly,CPU-DCT-nopad,124,0.034,2.19182e+06,456.243,4, 1.12823,,0.0240379,0.273,1.12823,
Smooth_poly,CPU-DCT-nopad,128,0.029,1.25217e+06,798.614,4, 1.1295,,0.024484,0.273399,1.1295,
Smooth_poly,CPU-DCT-nopad,132,0.027,1.53826e+06,650.087,4, 1.13069,,0.0249046,0.273775,1.13069,
Smooth_poly,CPU-DCT-nopad,136,0.058,2.37782e+06,420.553,4, 1.13182,,0.0253034,0.274128,1.13182,
Smooth_poly,CPU-DCT-nopad,140,0.068,1.54995e+06,645.184,4, 1.13288,,0.0256782,0.274461,1.13288,
Smooth_poly,CPU-DCT-nopad,144,0.111,1.61814e+06,617.995,4, 1.13388,,0.0260345,0.274776,1.13388,
