functionName, calculator,N,initTime, calcTime, calcHz, bytes, maxError, blankColumn, err1, err2, err3, Blank
NonsmoothRungeAbs,CPUBicubicSparse,8,0.003,93031,10749.1,4, 0.0988503,,0.0740529,0.0988503,0.0842401,
NonsmoothRungeAbs,CPUBicubicSparse,12,0.005,38413,26032.9,4, 0.111501,,0.0441825,0.0463769,0.111501,
NonsmoothRungeAbs,CPUBicubicSparse,16,0.006,64333,15544.1,4, 0.427533,,0.172132,0.182152,0.427533,
NonsmoothRungeAbs,CPUBicubicSparse,20,0.008,105332,9493.79,4, 1.87701,,0.712158,0.658828,1.87701,
NonsmoothRungeAbs,CPUBicubicSparse,24,0.014,184021,5434.16,4, 3.69363,,1.31576,2.56832,3.69363,
NonsmoothRungeAbs,CPUBicubicSparse,28,0.024,259780,3849.41,4, 19.1715,,4.31945,6.54332,19.1715,
NonsmoothRungeAbs,CPUBicubicSparse,32,0.031,372274,2686.19,4, 30.3581,,5.63635,22.5966,30.3581,
NonsmoothRungeAbs,CPUBicubicSparse,36,0.061,541381,1847.13,4, 45.2207,,10.1761,36.6778,45.2207,
NonsmoothRungeAbs,CPUBicubicSparse,40,0.078,731272,1367.48,4, 124.733,,27.0036,47.8842,124.733,
NonsmoothRungeAbs,CPUBicubicSparse,44,0.099,933437,1071.31,4, 180.93,,111.226,104.954,180.93,
NonsmoothRungeAbs,CPUBicubicSparse,48,0.13,1.2043e+06,830.354,4, 262.581,,119.321,262.581,241.142,
NonsmoothRungeAbs,CPUBicubicSparse,52,0.134,1.46122e+06,684.359,4, 571.969,,130.459,165.797,571.969,
NonsmoothRungeAbs,CPUBicubicSparse,56,0.177,1.80575e+06,553.786,4, 995.643,,175.063,296.536,995.643,
NonsmoothRungeAbs,CPUBicubicSparse,60,0.209,2.1483e+06,465.485,4, 1614.04,,99.145,668.945,1614.04,
NonsmoothRungeAbs,CPUBicubicSparse,64,0.22,2.59626e+06,385.17,4, 1925.72,,428.04,615.192,1925.72,
NonsmoothRungeAbs,CPUBicubicSparse,68,0.292,3.2592e+06,306.824,4, 1863.58,,310.655,582.878,1863.58,
NonsmoothRungeAbs,CPUBicubicSparse,72,0.254,3.89003e+06,257.067,4, 2692.67,,837.183,1615.96,2692.67,
NonsmoothRungeAbs,CPUBicubicSparse,76,0.379,4.86933e+06,205.367,4, 5359.56,,744.603,2958.26,5359.56,
NonsmoothRungeAbs,CPUBicubicSparse,80,0.305,5.38025e+06,185.865,4, 6928.21,,1465.08,3843.78,6928.21,
NonsmoothRungeAbs,CPUBicubicSparse,84,0.42,6.23309e+06,160.434,4, 11027.6,,2483.17,6163.02,11027.6,
NonsmoothRungeAbs,CPUBicubicSparse,88,0.434,7.10102e+06,140.825,4, 10389,,2592.3,6430.29,10389,
NonsmoothRungeAbs,CPUBicubicSparse,92,0.455,8.15169e+06,122.674,4, 20035.4,,6004.04,11933.7,20035.4,
NonsmoothRungeAbs,CPUBicubicSparse,96,0.513,9.22069e+06,108.452,4, 26706.4,,7041.91,18944,26706.4,
NonsmoothRungeAbs,CPUBicubicSparse,100,0.603,1.11263e+07,89.8769,4, 19712.1,,5916.66,8176.5,19712.1,
NonsmoothRungeAbs,CPUBicubicSparse,104,0.697,1.21592e+07,82.2421,4, 27610.5,,9201.62,18477.9,27610.5,
NonsmoothRungeAbs,CPUBicubicSparse,108,0.694,1.34969e+07,74.0911,4, 33919.5,,6069.46,12416.5,33919.5,
NonsmoothRungeAbs,CPUBicubicSparse,112,0.797,1.50556e+07,66.4205,4, 25885.3,,13147.3,11299.9,25885.3,
NonsmoothRungeAbs,CPUBicubicSparse,116,0.814,1.66041e+07,60.2261,4, 35016,,12758.5,17272.6,35016,
NonsmoothRungeAbs,CPUBicubicSparse,120,0.922,1.94186e+07,51.4971,4, 40151,,7499.56,18068.4,40151,
NonsmoothRungeAbs,CPUBicubicSparse,124,1.064,2.12426e+07,47.0753,4, 44361.3,,19720.4,21790.2,44361.3,
NonsmoothRungeAbs,CPUBicubicSparse,128,1.073,2.22789e+07,44.8855,4, 53087.9,,17671.9,35964.1,53087.9,
NonsmoothRungeAbs,CPUBicubicSparse,132,1.239,2.47583e+07,40.3904,4, 5848.13,,5759.52,5848.13,0,
NonsmoothRungeAbs,CPUBicubicSparse,136,1.331,2.71697e+07,36.8057,4, 229449,,13718.9,229449,102692,
NonsmoothRungeAbs,CPUBicubicSparse,140,1.507,2.94118e+07,34,4, 78865.2,,18233.1,44069.3,78865.2,
NonsmoothRungeAbs,CPUBicubicSparse,144,1.506,3.19497e+07,31.2992,4, 53965.6,,16068.8,53965.6,39785.4,
NonsmoothRungeAbs,CPUBicubicSparse,148,1.7,3.45608e+07,28.9345,4, 82245.2,,13236.7,50093,82245.2,
NonsmoothRungeAbs,CPUBicubicSparse,152,1.813,4.71151e+07,21.2246,4, 87725.4,,28842.7,87725.4,86234.8,
NonsmoothRungeAbs,CPUBicubicSparse,156,1.956,4.03966e+07,24.7545,4, 77830.3,,23894.3,42796.6,77830.3,
NonsmoothRungeAbs,CPUBicubicSparse,160,2.194,4.84244e+07,20.6508,4, 82911.4,,26462.3,34594,82911.4,
NonsmoothRungeAbs,CPUBicubicSparse,164,2.277,4.71259e+07,21.2198,4, 250096,,25784.3,172855,250096,
NonsmoothRungeAbs,CPUBicubicSparse,168,2.574,5.12004e+07,19.5311,4, 214818,,24355.4,143837,214818,
NonsmoothRungeAbs,CPUBicubicSparse,172,2.661,5.43878e+07,18.3865,4, 197678,,27166.7,197678,122552,
NonsmoothRungeAbs,CPUBicubicSparse,176,2.832,5.82742e+07,17.1602,4, 78678,,13192.3,59070.3,78678,
NonsmoothRungeAbs,CPUBicubicSparse,180,3.058,6.20387e+07,16.119,4, 340501,,33834.3,283575,340501,
NonsmoothRungeAbs,CPUBicubicSparse,184,3.238,6.80944e+07,14.6855,4, 117530,,117530,42167.1,0,
NonsmoothRungeAbs,CPUBicubicSparse,188,3.273,6.99429e+07,14.2974,4, 332029,,133143,186465,332029,
NonsmoothRungeAbs,CPUBicubicSparse,192,3.546,8.35424e+07,11.97,4, 150066,,150066,49698.9,0,
NonsmoothRungeAbs,CPUBicubicSparse,196,3.833,8.01175e+07,12.4817,4, 38657.2,,38657.2,12886.7,0,
NonsmoothRungeAbs,CPUBicubicSparse,200,3.982,8.59139e+07,11.6396,4, 437098,,40095,437098,197835,
NonsmoothRungeAbs,CPUBicubicSparse,204,4.196,9.00139e+07,11.1094,4, 391367,,27951.9,248871,391367,
NonsmoothRungeAbs,CPUBicubicSparse,208,4.408,9.5628e+07,10.4572,4, 175671,,32072.6,175671,0,
NonsmoothRungeAbs,CPUBicubicSparse,212,4.684,1.26512e+08,7.90442,4, 306526,,29623.3,99846.1,306526,
NonsmoothRungeAbs,CPUBicubicSparse,216,4.948,1.22808e+08,8.1428,4, 643012,,35795,501214,643012,
NonsmoothRungeAbs,CPUBicubicSparse,220,5.249,1.21346e+08,8.24087,4, 476118,,38514.9,476118,397302,
NonsmoothRungeAbs,CPUBicubicSparse,224,5.523,1.19075e+08,8.39805,4, 107214,,107214,28954.4,6845,
NonsmoothRungeAbs,CPUBicubicSparse,228,5.936,1.25492e+08,7.96863,4, 197605,,68106.7,197605,0,
NonsmoothRungeAbs,CPUBicubicSparse,232,5.921,1.33134e+08,7.51124,4, 155613,,33316.7,155613,0,
NonsmoothRungeAbs,CPUBicubicSparse,236,6.455,1.55854e+08,6.41624,4, 40472.1,,40472.1,0,0,
NonsmoothRungeAbs,CPUBicubicSparse,240,6.71,1.46334e+08,6.83366,4, 780525,,44860.4,93932.2,780525,
NonsmoothRungeAbs,CPUBicubicSparse,244,6.944,1.53351e+08,6.521,4, 355372,,57167.7,355372,0,
NonsmoothRungeAbs,CPUBicubicSparse,248,7.292,1.60706e+08,6.22253,4, 30283,,30283,15133.1,0,
NonsmoothRungeAbs,CPUBicubicSparse,252,7.759,1.67829e+08,5.95843,4, 263633,,60929.7,263633,0,
NonsmoothRungeAbs,CPUBicubicSparse,256,8.065,1.76901e+08,5.65288,4, 75803.1,,31091.7,75803.1,0,
NonsmoothRungeAbs,CPUBicubicSparse,260,8.567,1.8635e+08,5.36623,4, 54077,,54077,14761,0,
NonsmoothRungeAbs,CPUBicubicSparse,264,8.928,1.94727e+08,5.13538,4, 21494.5,,21494.5,12613.4,0,
NonsmoothRungeAbs,CPUBicubicSparse,268,9.324,2.19769e+08,4.55022,4, 2.23804e+06,,110512,437910,2.23804e+06,
NonsmoothRungeAbs,CPUBicubicSparse,272,9.697,2.12022e+08,4.7165,4, 86636.2,,86636.2,38682.7,0,
NonsmoothRungeAbs,CPUBicubicSparse,276,9.947,2.26321e+08,4.4185,4, 362116,,57548.9,362116,0,
NonsmoothRungeAbs,CPUBicubicSparse,280,10.478,2.31076e+08,4.32758,4, 140327,,35255.8,140327,0,
NonsmoothRungeAbs,CPUBicubicSparse,284,10.947,2.40427e+08,4.15927,4, 107924,,83069.6,107924,0,
NonsmoothRungeAbs,CPUBicubicSparse,288,11.424,2.56313e+08,3.90149,4, 133469,,38836.6,133469,0,
NonsmoothRungeAbs,CPUBicubicSparse,292,11.963,2.78739e+08,3.58758,4, 69386.9,,69386.9,34749.8,0,
NonsmoothRungeAbs,CPUBicubicSparse,296,12.479,2.73914e+08,3.65078,4, 51579.7,,19074.2,51579.7,0,
NonsmoothRungeAbs,CPUBicubicSparse,300,12.927,2.84727e+08,3.51213,4, 26594.1,,26594.1,9129.88,0,
NonsmoothRungeAbs,CPUBicubicSparse,304,13.835,3.01166e+08,3.32043,4, 25172.4,,25172.4,5804.3,0,
NonsmoothRungeAbs,CPUBicubicSparse,308,14.287,3.12868e+08,3.19624,4, 69728,,69728,0,0,
NonsmoothRungeAbs,CPUBicubicSparse,312,14.56,3.18478e+08,3.13994,4, 93884.1,,93884.1,0,0,
NonsmoothRungeAbs,CPUBicubicSparse,316,15.371,3.36072e+08,2.97555,4, 25669.3,,25669.3,8339.58,0,
NonsmoothRungeAbs,CPUBicubicSparse,320,15.667,3.45355e+08,2.89557,4, 144601,,43637.8,144601,0,
NonsmoothRungeAbs,CPUBicubicSparse,324,16.622,3.63997e+08,2.74727,4, 109199,,109199,21310.6,0,
NonsmoothRungeAbs,CPUBicubicSparse,328,17.276,3.71479e+08,2.69194,4, 40129,,40129,10576.2,0,
NonsmoothRungeAbs,CPUBicubicSparse,332,18.072,3.89048e+08,2.57038,4, 27200.8,,27200.8,15405.5,0,
NonsmoothRungeAbs,CPUBicubicSparse,336,219.082,5.23206e+08,1.91129,4, 41233,,41233,0,0,
NonsmoothRungeAbs,CPUBicubicSparse,340,219.373,4.36098e+08,2.29306,4, 50408.4,,50408.4,0,0,
