function_name, calculator,N,init_time, calc_time, calc_hz, bytes, max_error, blank_column, err1, err2, err3, Blank
Smooth_runge,DCT+Bessel+IDCT                    ,8,0.006,8506,117564,8, 0.928663,,0.0178228,0.161429,0.928663,
Smooth_runge,DCT+Bessel+IDCT                    ,12,0.006,10914,91625.4,8, 0.934335,,0.00627698,0.210081,0.934335,
Smooth_runge,DCT+Bessel+IDCT                    ,16,0.006,21154,47272.4,8, 1.17109,,0.0050374,0.322436,1.17109,
Smooth_runge,DCT+Bessel+IDCT                    ,20,0.025,42713,23412.1,8, 1.35281,,0.00403963,0.391021,1.35281,
Smooth_runge,DCT+Bessel+IDCT                    ,24,0.032,114164,8759.33,8, 1.4842,,0.0032198,0.43615,1.4842,
Smooth_runge,DCT+Bessel+IDCT                    ,28,0.02,124989,8000.7,8, 1.58332,,0.00242284,0.474215,1.58332,
Smooth_runge,DCT+Bessel+IDCT                    ,32,0.017,93983,10640.2,8, 1.65476,,0.0017434,0.499736,1.65476,
Smooth_runge,DCT+Bessel+IDCT                    ,36,0.045,157794,6337.38,8, 1.7121,,0.00103941,0.518731,1.7121,
Smooth_runge,DCT+Bessel+IDCT                    ,40,0.057,185098,5402.54,8, 1.75616,,0.000485149,0.53601,1.75616,
Smooth_runge,DCT+Bessel+IDCT                    ,44,0.015,308785,3238.5,8, 1.79466,,0.000657821,0.547426,1.79466,
Smooth_runge,DCT+Bessel+IDCT                    ,48,0.051,547472,1826.58,8, 1.82781,,0.000754821,0.557463,1.82781,
Smooth_runge,DCT+Bessel+IDCT                    ,52,0.017,416063,2403.48,8, 1.85202,,0.00124346,0.567067,1.85202,
Smooth_runge,DCT+Bessel+IDCT                    ,56,0.032,365939,2732.7,8, 1.87432,,0.00169956,0.574173,1.87432,
Smooth_runge,DCT+Bessel+IDCT                    ,60,0.083,418995,2386.66,8, 1.8944,,0.00211062,0.580578,1.8944,
Smooth_runge,DCT+Bessel+IDCT                    ,64,0.035,567484,1762.16,8, 1.91196,,0.00249447,0.586691,1.91196,
Smooth_runge,DCT+Bessel+IDCT                    ,68,0.041,1.15438e+06,866.263,8, 1.92631,,0.00282573,0.591448,1.92631,
Smooth_runge,DCT+Bessel+IDCT                    ,72,0.076,575123,1738.76,8, 1.93939,,0.00313669,0.59579,1.93939,
Smooth_runge,DCT+Bessel+IDCT                    ,76,0.041,1.68598e+06,593.129,8, 1.95103,,0.00341811,0.599682,1.95103,
Smooth_runge,DCT+Bessel+IDCT                    ,80,0.092,812148,1231.3,8, 1.96208,,0.00366721,0.602992,1.96208,
Smooth_runge,DCT+Bessel+IDCT                    ,84,0.06,1.09644e+06,912.043,8, 1.97156,,0.00390714,0.606003,1.97156,
Smooth_runge,DCT+Bessel+IDCT                    ,88,0.034,1.44544e+06,691.832,8, 1.97976,,0.00411419,0.608843,1.97976,
Smooth_runge,DCT+Bessel+IDCT                    ,92,0.05,2.21266e+06,451.945,8, 1.98767,,0.00430918,0.6113,1.98767,
Smooth_runge,DCT+Bessel+IDCT                    ,96,0.096,1.24793e+06,801.329,8, 1.99525,,0.00449894,0.613723,1.99525,
Smooth_runge,DCT+Bessel+IDCT                    ,100,0.087,1.29576e+06,771.748,8, 2.00175,,0.00465837,0.615905,2.00175,
Smooth_runge,DCT+Bessel+IDCT                    ,104,0.04,1.95673e+06,511.056,8, 2.00767,,0.00481802,0.617815,2.00767,
Smooth_runge,DCT+Bessel+IDCT                    ,108,0.085,1.73625e+06,575.954,8, 2.01327,,0.00496687,0.619753,2.01327,
Smooth_runge,DCT+Bessel+IDCT                    ,112,0.049,1.53596e+06,651.059,8, 2.01852,,0.00510126,0.621305,2.01852,
Smooth_runge,DCT+Bessel+IDCT                    ,116,0.058,3.62531e+06,275.838,8, 2.02364,,0.0052366,0.622683,2.02364,
