functionName, calculator,N,initTime, calcTime, calcHz, bytes, maxError, blankColumn, err1, err2, err3, Blank
NonsmoothAbs,GPULinearSparse,8,0.133,352445,2837.32,8, 0.485522,,0.485522,0.23264,0.305251,
NonsmoothAbs,GPULinearSparse,12,0.013,63475,15754.2,8, 0.342779,,0.342779,0.176703,0.291589,
NonsmoothAbs,GPULinearSparse,16,0.015,68118,14680.4,8, 0.21116,,0.21116,0.0805152,0.125244,
NonsmoothAbs,GPULinearSparse,20,0.022,78323,12767.6,8, 0.119104,,0.119104,0.0595224,0.069367,
NonsmoothAbs,GPULinearSparse,24,0.011,87438,11436.7,8, 0.0631507,,0.0556338,0.0559289,0.0631507,
NonsmoothAbs,GPULinearSparse,28,0.042,96560,10356.3,8, 0.0882966,,0.0104521,0.0520018,0.0882966,
NonsmoothAbs,GPULinearSparse,32,0.046,109033,9171.54,8, 0.0452629,,0.0229865,0.0452629,0.0294034,
NonsmoothAbs,GPULinearSparse,36,0.064,118063,8470.05,8, 0.0539657,,0.0539657,0.0346532,0.0238829,
NonsmoothAbs,GPULinearSparse,40,0.085,137693,7262.53,8, 0.0650082,,0.0650082,0.0230578,0.0227247,
NonsmoothAbs,GPULinearSparse,44,0.103,171628,5826.56,8, 0.0610852,,0.0610852,0.0170241,0.0365495,
NonsmoothAbs,GPULinearSparse,48,0.132,212135,4713.98,8, 0.0441459,,0.0441459,0.0413347,0.0126439,
NonsmoothAbs,GPULinearSparse,52,0.165,229459,4358.08,8, 0.0496496,,0.0213317,0.0496496,0.0132117,
NonsmoothAbs,GPULinearSparse,56,0.232,244215,4094.75,8, 0.0345717,,0.0105061,0.0345717,0.015339,
NonsmoothAbs,GPULinearSparse,60,0.276,262168,3814.35,8, 0.027448,,0.0140029,0.027448,0.0215143,
NonsmoothAbs,GPULinearSparse,64,0.341,295792,3380.75,8, 0.0277109,,0.0277109,0.0180993,0.0107781,
NonsmoothAbs,GPULinearSparse,68,0.415,313260,3192.24,8, 0.0185351,,0.0185351,0.012069,0.00917544,
NonsmoothAbs,GPULinearSparse,72,0.474,337412,2963.74,8, 0.0294548,,0.0294548,0.00927419,0.0108245,
NonsmoothAbs,GPULinearSparse,76,0.593,359962,2778.07,8, 0.0242026,,0.0242026,0.00658112,0.013831,
NonsmoothAbs,GPULinearSparse,80,0.654,481437,2077.11,8, 0.0167336,,0.0167336,0.00559686,0.00802348,
NonsmoothAbs,GPULinearSparse,84,0.712,446896,2237.66,8, 0.00951428,,0.00951428,0.00757588,0.00709123,
NonsmoothAbs,GPULinearSparse,88,0.804,488301,2047.92,8, 0.00885068,,0.0048582,0.00885068,0.00820869,
NonsmoothAbs,GPULinearSparse,92,0.912,571856,1748.69,8, 0.00955688,,0.00621814,0.00827815,0.00955688,
NonsmoothAbs,GPULinearSparse,96,1.025,559966,1785.82,8, 0.0163944,,0.0163944,0.00773556,0.00615994,
NonsmoothAbs,GPULinearSparse,100,1.287,607650,1645.68,8, 0.00904851,,0.00904851,0.00770879,0.00553138,
NonsmoothAbs,GPULinearSparse,104,1.467,660362,1514.32,8, 0.0135289,,0.0135289,0.00578557,0.00686413,
NonsmoothAbs,GPULinearSparse,108,1.548,695638,1437.53,8, 0.0124286,,0.0124286,0.00458744,0.00713918,
NonsmoothAbs,GPULinearSparse,112,1.762,760348,1315.19,8, 0.0104173,,0.0104173,0.0100121,0.00478402,
NonsmoothAbs,GPULinearSparse,116,1.939,816605,1224.58,8, 0.0127118,,0.0072861,0.0127118,0.00438263,
NonsmoothAbs,GPULinearSparse,120,2.186,880001,1136.36,8, 0.0109538,,0.00323409,0.0109538,0.00536172,
NonsmoothAbs,GPULinearSparse,124,2.369,941426,1062.22,8, 0.00869619,,0.00560668,0.00869619,0.00550451,
NonsmoothAbs,GPULinearSparse,128,2.631,999991,1000.01,8, 0.0114146,,0.0114146,0.00593569,0.0038144,
NonsmoothAbs,GPULinearSparse,132,2.894,1.07556e+06,929.746,8, 0.00594471,,0.00594471,0.00482326,0.00386368,
NonsmoothAbs,GPULinearSparse,136,3.242,1.17276e+06,852.687,8, 0.0089778,,0.0089778,0.00340098,0.00408111,
NonsmoothAbs,GPULinearSparse,140,3.493,1.28003e+06,781.23,8, 0.00875383,,0.00875383,0.0019832,0.00478819,
NonsmoothAbs,GPULinearSparse,144,3.753,1.3487e+06,741.457,8, 0.00722908,,0.00722908,0.00278792,0.00305984,
NonsmoothAbs,GPULinearSparse,148,4.212,1.45811e+06,685.819,8, 0.00357642,,0.00357642,0.0031633,0.00301409,
NonsmoothAbs,GPULinearSparse,152,4.451,1.53014e+06,653.536,8, 0.00354708,,0.00270074,0.00354708,0.00329879,
NonsmoothAbs,GPULinearSparse,156,4.897,1.66326e+06,601.228,8, 0.00441923,,0.00397627,0.00382953,0.00441923,
NonsmoothAbs,GPULinearSparse,160,5.272,1.78245e+06,561.026,8, 0.00774877,,0.00774877,0.00354971,0.00239816,
NonsmoothAbs,GPULinearSparse,164,5.76,1.93533e+06,516.709,8, 0.00432695,,0.00432695,0.00347028,0.0026068,
NonsmoothAbs,GPULinearSparse,168,6.13,2.04465e+06,489.08,8, 0.00590038,,0.00590038,0.00274045,0.00268427,
NonsmoothAbs,GPULinearSparse,172,6.453,2.59691e+06,385.073,8, 0.00623955,,0.00623955,0.00221519,0.00387845,
NonsmoothAbs,GPULinearSparse,176,6.982,2.70229e+06,370.056,8, 0.00470896,,0.00470896,0.00463447,0.00180797,
NonsmoothAbs,GPULinearSparse,180,7.402,2.83292e+06,352.993,8, 0.00680232,,0.00273441,0.00680232,0.00238458,
NonsmoothAbs,GPULinearSparse,184,7.914,3.00057e+06,333.27,8, 0.00581888,,0.0015874,0.00581888,0.00212082,
NonsmoothAbs,GPULinearSparse,188,8.412,3.13992e+06,318.48,8, 0.00413392,,0.00312136,0.00413392,0.00341775,
NonsmoothAbs,GPULinearSparse,192,8.93,3.42754e+06,291.755,8, 0.00651928,,0.00651928,0.00322708,0.00145016,
NonsmoothAbs,GPULinearSparse,196,9.68,3.50465e+06,285.335,8, 0.00310134,,0.00310134,0.00262391,0.00199021,
NonsmoothAbs,GPULinearSparse,200,10.279,3.70037e+06,270.243,8, 0.00452919,,0.00452919,0.00149426,0.00175618,
NonsmoothAbs,GPULinearSparse,204,10.857,3.86439e+06,258.773,8, 0.00487703,,0.00487703,0.00103128,0.00300542,
NonsmoothAbs,GPULinearSparse,208,11.425,4.09984e+06,243.912,8, 0.00383179,,0.00383179,0.00164113,0.00126579,
NonsmoothAbs,GPULinearSparse,212,12.227,4.42311e+06,226.085,8, 0.00202342,,0.00202342,0.00185157,0.00175947,
NonsmoothAbs,GPULinearSparse,216,12.918,4.57729e+06,218.47,8, 0.0020513,,0.00122963,0.0020513,0.00162406,
NonsmoothAbs,GPULinearSparse,220,13.448,4.77389e+06,209.473,8, 0.00259714,,0.00259714,0.00219578,0.0025951,
NonsmoothAbs,GPULinearSparse,224,14.434,5.06416e+06,197.466,8, 0.00508772,,0.00508772,0.00211287,0.00125736,
NonsmoothAbs,GPULinearSparse,228,15.378,5.21783e+06,191.651,8, 0.00233051,,0.00233051,0.00196468,0.00162815,
NonsmoothAbs,GPULinearSparse,232,16.137,5.52643e+06,180.949,8, 0.00373993,,0.00373993,0.00174919,0.00161476,
NonsmoothAbs,GPULinearSparse,236,17.007,5.73586e+06,174.342,8, 0.00361316,,0.00361316,0.00128325,0.00223383,
NonsmoothAbs,GPULinearSparse,240,17.846,6.04405e+06,165.452,8, 0.0028006,,0.00277099,0.0028006,0.00127598,
NonsmoothAbs,GPULinearSparse,244,18.707,6.32313e+06,158.15,8, 0.00440643,,0.00174657,0.00440643,0.00145907,
NonsmoothAbs,GPULinearSparse,248,19.435,6.54019e+06,152.901,8, 0.00356273,,0.00107306,0.00356273,0.00157291,
NonsmoothAbs,GPULinearSparse,252,20.54,6.69757e+06,149.308,8, 0.00257984,,0.00207357,0.00257984,0.00192666,
NonsmoothAbs,GPULinearSparse,256,22.027,7.02475e+06,142.354,8, 0.00422508,,0.00422508,0.0022288,0.00121559,
NonsmoothAbs,GPULinearSparse,260,23.013,7.40376e+06,135.067,8, 0.0018118,,0.0018118,0.00162067,0.0012814,
NonsmoothAbs,GPULinearSparse,264,24.019,7.66694e+06,130.43,8, 0.00304063,,0.00304063,0.000879775,0.00147199,
NonsmoothAbs,GPULinearSparse,268,25.322,8.04208e+06,124.346,8, 0.00289357,,0.00289357,0.000711637,0.00164897,
NonsmoothAbs,GPULinearSparse,272,26.498,8.66273e+06,115.437,8, 0.00245263,,0.00245263,0.00107132,0.00109577,
NonsmoothAbs,GPULinearSparse,276,24.359,9.13162e+06,109.51,8, 0.00142342,,0.00142342,0.00121941,0.00118433,
NonsmoothAbs,GPULinearSparse,280,25.074,9.58774e+06,104.3,8, 0.00140318,,0.000939996,0.00140318,0.00133504,
NonsmoothAbs,GPULinearSparse,284,25.573,1.0038e+07,99.6215,8, 0.00186199,,0.00186199,0.00143227,0.00148426,
NonsmoothAbs,GPULinearSparse,288,27.406,1.04954e+07,95.2799,8, 0.00360944,,0.00360944,0.00148715,0.00101113,
NonsmoothAbs,GPULinearSparse,292,28.889,1.0943e+07,91.3826,8, 0.00145839,,0.00145839,0.00132723,0.00111554,
NonsmoothAbs,GPULinearSparse,296,29.348,1.15742e+07,86.3988,8, 0.00261281,,0.00261281,0.00111339,0.00119321,
NonsmoothAbs,GPULinearSparse,300,31.685,1.24644e+07,80.2284,8, 0.00250475,,0.00250475,0.000825261,0.00144839,
NonsmoothAbs,GPULinearSparse,304,32.451,1.25879e+07,79.4414,8, 0.00209182,,0.00206148,0.00209182,0.000879871,
NonsmoothAbs,GPULinearSparse,308,34.546,1.30026e+07,76.9076,8, 0.00310448,,0.00112727,0.00310448,0.00101168,
