FunctionName, Calculator,N,Init time (s), Calc.time(s), Calc.Freq(hz), Bytes, MaxError, FirstBlank, Err1, Err2, Err3, Blank
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; CPU Dense Matrix ,64,1.15,4.02345e+08,2.48543,8, 1.36481e-11,,3.74759e-12,6.19757e-12,1.36481e-11,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; CPU Dense Matrix ,68,1.508,2.98549e+08,3.34953,8, 1.89493e-11,,3.74787e-12,6.90034e-12,1.89493e-11,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; CPU Dense Matrix ,72,1.891,4.91215e+08,2.03577,8, 2.35176e-11,,4.81289e-12,7.63098e-12,2.35176e-11,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; CPU Dense Matrix ,76,2.281,4.52157e+08,2.21162,8, 2.47649e-11,,5.11976e-12,8.20076e-12,2.47649e-11,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; CPU Dense Matrix ,80,2.541,8.28548e+08,1.20693,8, 1.5386e-11,,5.06419e-12,8.97088e-12,1.5386e-11,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; CPU Dense Matrix ,84,3.188,7.23826e+08,1.38155,8, 1.6762e-11,,4.79119e-12,9.45381e-12,1.6762e-11,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; CPU Dense Matrix ,88,3.466,1.2082e+09,0.827677,8, 2.13897e-11,,4.382e-12,9.98933e-12,2.13897e-11,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; CPU Dense Matrix ,92,3.953,9.79132e+08,1.02131,8, 2.38433e-11,,3.895e-12,1.0451e-11,2.38433e-11,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; CPU Dense Matrix ,96,4.829,1.65772e+09,0.603238,8, 2.05658e-11,,3.37674e-12,1.08374e-11,2.05658e-11,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; CPU Dense Matrix ,100,5.629,1.36819e+09,0.730891,8, 1.44594e-11,,3.22379e-12,1.10303e-11,1.44594e-11,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; CPU Dense Matrix ,104,6.954,2.21857e+09,0.45074,8, 1.90783e-11,,4.21309e-12,1.12628e-11,1.90783e-11,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; CPU Dense Matrix ,108,6.947,1.81112e+09,0.552145,8, 2.23683e-11,,4.55193e-12,1.12467e-11,2.23683e-11,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; CPU Dense Matrix ,112,8.678,3.00434e+09,0.332852,8, 2.19067e-11,,4.55174e-12,1.13429e-11,2.19067e-11,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; CPU Dense Matrix ,116,9.652,2.38855e+09,0.418664,8, 1.21883e-11,,4.33474e-12,1.09041e-11,1.21883e-11,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; CPU Dense Matrix ,120,10.327,3.8547e+09,0.259424,8, 1.67007e-11,,3.97794e-12,1.05341e-11,1.67007e-11,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; CPU Dense Matrix ,124,11.543,3.13584e+09,0.318894,8, 2.04964e-11,,3.53677e-12,9.82885e-12,2.04964e-11,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,8,0.181,386539,2587.06,8, 0.484378,,0.484378,0.431963,0.429232,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,12,0.032,109801,9107.39,8, 0.356146,,0.356146,0.253128,0.345279,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,16,0.023,169092,5913.94,8, 0.226154,,0.226154,0.172341,0.177257,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,20,0.055,161491,6192.3,8, 0.133817,,0.133817,0.0873799,0.106037,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,24,0.065,159982,6250.7,8, 0.151253,,0.0725848,0.0748252,0.151253,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,28,0.063,155980,6411.08,8, 0.140176,,0.0326052,0.0632784,0.140176,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,32,0.081,183707,5443.45,8, 0.0664518,,0.00859651,0.0582343,0.0664518,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,36,0.097,206190,4849.9,8, 0.0567508,,0.0567508,0.0515696,0.0382994,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,40,0.133,243758,4102.43,8, 0.0590504,,0.0590504,0.0433342,0.0572677,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,44,0.158,291648,3428.79,8, 0.0498321,,0.0498321,0.0397137,0.0363609,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,48,0.246,260313,3841.53,8, 0.0479461,,0.0371243,0.0317729,0.0479461,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,52,0.299,296134,3376.85,8, 0.0242294,,0.0242294,0.0209756,0.0171082,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,56,0.298,317272,3151.87,8, 0.0279435,,0.0126459,0.0157086,0.0279435,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,60,0.414,353059,2832.39,8, 0.030447,,0.00322269,0.0237876,0.030447,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,64,0.437,378622,2641.16,8, 0.0432505,,0.00682585,0.0335824,0.0432505,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,68,0.501,411430,2430.55,8, 0.0265041,,0.0169187,0.0265041,0.0160425,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,72,0.594,456061,2192.69,8, 0.0208525,,0.0208525,0.0204293,0.0131264,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,76,0.647,506105,1975.87,8, 0.0212107,,0.0186929,0.0148614,0.0212107,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,80,0.779,569365,1756.34,8, 0.0146704,,0.0146704,0.0108375,0.00847181,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,84,0.885,616199,1622.85,8, 0.0183917,,0.00990249,0.00739809,0.0183917,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,88,1.069,673419,1484.96,8, 0.00670949,,0.00485488,0.0052814,0.00670949,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,92,1.185,726803,1375.89,8, 0.013736,,0.00157267,0.0053001,0.013736,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,96,1.391,795855,1256.51,8, 0.0122446,,0.00539787,0.00531133,0.0122446,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,100,1.54,871104,1147.97,8, 0.020388,,0.00800949,0.00632537,0.020388,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,104,1.741,959870,1041.81,8, 0.0106119,,0.0106119,0.00722809,0.00607009,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,108,1.932,1.05233e+06,950.27,8, 0.010025,,0.010025,0.00762036,0.00807772,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,112,2.166,1.16442e+06,858.8,8, 0.0115419,,0.00813691,0.00795508,0.0115419,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,116,2.356,1.25267e+06,798.297,8, 0.008111,,0.0055584,0.008111,0.00591403,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,120,2.528,1.36423e+06,733.012,8, 0.00909203,,0.0024263,0.00747252,0.00909203,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,124,2.861,1.50587e+06,664.07,8, 0.00662682,,0.00115863,0.00662682,0.00360907,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,128,3.14,1.66344e+06,601.165,8, 0.0086747,,0.00416343,0.00556,0.0086747,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,132,3.528,1.81641e+06,550.536,8, 0.00620568,,0.00471148,0.00372077,0.00620568,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,136,3.815,2.00655e+06,498.368,8, 0.0117794,,0.00662395,0.00270754,0.0117794,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,140,4.182,2.20141e+06,454.255,8, 0.00641224,,0.00641224,0.00620466,0.00279317,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,144,4.096,2.42164e+06,412.944,8, 0.00967928,,0.00525354,0.00967928,0.00567236,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,148,4.629,2.62526e+06,380.914,8, 0.00770758,,0.00346458,0.00770758,0.00708273,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,152,5.054,2.82921e+06,353.455,8, 0.00891466,,0.00138536,0.00602933,0.00891466,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,156,4.879,3.11483e+06,321.045,8, 0.00520161,,0.000924359,0.00453694,0.00520161,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,160,5.99,3.34362e+06,299.077,8, 0.0033109,,0.00322789,0.0033109,0.00297571,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,164,6.342,3.56823e+06,280.251,8, 0.00611439,,0.00312657,0.00235004,0.00611439,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,168,6.897,3.85502e+06,259.402,8, 0.00454419,,0.00454419,0.00154511,0.00331062,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,172,7.301,4.50569e+06,221.942,8, 0.00743838,,0.00448147,0.00147934,0.00743838,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,176,7.017,4.82256e+06,207.359,8, 0.00366567,,0.00366567,0.00198125,0.00161243,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,180,8.525,5.13543e+06,194.726,8, 0.00444354,,0.00242321,0.00249443,0.00444354,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,184,8.926,5.51099e+06,181.456,8, 0.00483353,,0.000907696,0.00297781,0.00483353,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,188,9.558,5.79528e+06,172.554,8, 0.0094091,,0.000796642,0.00328797,0.0094091,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,192,9.981,6.20006e+06,161.289,8, 0.00339258,,0.00264849,0.00339258,0.00305807,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,196,10.882,6.58021e+06,151.971,8, 0.00343183,,0.00220769,0.00343183,0.00253286,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,200,12.336,6.92028e+06,144.503,8, 0.00456578,,0.00335848,0.00329582,0.00456578,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,204,12.251,7.38172e+06,135.47,8, 0.00335941,,0.00335941,0.00294713,0.00157679,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,208,13.094,7.814e+06,127.975,8, 0.00495566,,0.00274872,0.00248547,0.00495566,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,212,14.023,8.43956e+06,118.49,8, 0.0017909,,0.0017909,0.00168499,0.0010917,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,216,14.397,8.76405e+06,114.102,8, 0.0035222,,0.000613014,0.000955071,0.0035222,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,220,15.599,9.36144e+06,106.821,8, 0.00336947,,0.000744184,0.00307355,0.00336947,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,224,16.487,9.76212e+06,102.437,8, 0.00665419,,0.00219914,0.0049726,0.00665419,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,228,17.017,1.02531e+07,97.5317,8, 0.00401117,,0.00167446,0.00401117,0.0018732,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,232,17.782,1.07128e+07,93.3461,8, 0.00314816,,0.00261428,0.00314816,0.00224561,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,236,18.694,1.1156e+07,89.6381,8, 0.00349508,,0.00260225,0.00234452,0.00349508,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,240,19.898,1.19462e+07,83.7086,8, 0.00213274,,0.00213274,0.00163897,0.000850211,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,244,20.244,1.24946e+07,80.0344,8, 0.003378,,0.00138725,0.00106292,0.003378,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,248,22.149,1.31939e+07,75.7924,8, 0.000885366,,0.000434357,0.000703351,0.000885366,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,252,22.94,1.38365e+07,72.2726,8, 0.00293207,,0.000659191,0.000675137,0.00293207,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,256,24.061,1.4051e+07,71.1695,8, 0.00237638,,0.00186122,0.00107226,0.00237638,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,260,22.405,1.51464e+07,66.0224,8, 0.00484035,,0.00130407,0.00138222,0.00484035,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,264,23.431,1.63176e+07,61.2834,8, 0.00207994,,0.00207994,0.0016472,0.00110254,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,268,23.867,1.75042e+07,57.1291,8, 0.00209321,,0.00209321,0.00185468,0.00201282,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,272,25.22,1.80938e+07,55.2677,8, 0.00277374,,0.00172974,0.00196507,0.00277374,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,276,26.381,1.91308e+07,52.2718,8, 0.00201721,,0.00111561,0.00201721,0.00155219,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,280,27.448,1.99517e+07,50.121,8, 0.00234338,,0.000314508,0.00195824,0.00234338,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,284,30.546,2.05218e+07,48.7287,8, 0.00175976,,0.000601654,0.00175976,0.000989926,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,288,29.75,2.17683e+07,45.9383,8, 0.00247151,,0.00160557,0.00146236,0.00247151,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,292,31.423,2.29479e+07,43.577,8, 0.0016306,,0.00104791,0.000983104,0.0016306,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,296,32.605,2.40379e+07,41.601,8, 0.00360139,,0.00171921,0.000533635,0.00360139,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,300,35.827,2.50955e+07,39.8478,8, 0.00191001,,0.00173399,0.00191001,0.000656333,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,304,34.816,2.63225e+07,37.9903,8, 0.00313521,,0.00142853,0.00313521,0.00182929,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,308,37.188,2.70684e+07,36.9434,8, 0.00252009,,0.000901906,0.00252009,0.00221051,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,312,38.692,2.85798e+07,34.9898,8, 0.00303899,,0.000234508,0.00197227,0.00303899,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,316,39.568,2.9904e+07,33.4403,8, 0.00163646,,0.000536317,0.00146855,0.00163646,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,320,41.653,3.09543e+07,32.3057,8, 0.001399,,0.001399,0.00102479,0.00100983,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,324,43.827,3.21515e+07,31.1027,8, 0.00211316,,0.00086415,0.000667207,0.00211316,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,328,44.232,3.36922e+07,29.6805,8, 0.00143662,,0.00143662,0.000439018,0.00102783,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,332,46.783,3.48811e+07,28.6688,8, 0.0026989,,0.001459,0.000421885,0.0026989,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,336,48.473,3.64052e+07,27.4686,8, 0.00119975,,0.00119975,0.000697379,0.000400496,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,340,50.88,3.74394e+07,26.7098,8, 0.0016629,,0.000757957,0.000928916,0.0016629,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,344,52.669,3.80244e+07,26.2989,8, 0.00177974,,0.000185582,0.00110184,0.00177974,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,348,56.337,4.1057e+07,24.3564,8, 0.00374584,,0.000488962,0.00124229,0.00374584,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,352,57.476,4.18572e+07,23.8908,8, 0.00132286,,0.00124317,0.00132286,0.00112791,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,356,58.686,4.30514e+07,23.228,8, 0.00134057,,0.000724247,0.00134057,0.00102714,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,360,60.652,4.49635e+07,22.2402,8, 0.00181637,,0.00122808,0.00130406,0.00181637,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,364,63.583,4.75413e+07,21.0344,8, 0.00125325,,0.00125325,0.00118734,0.00052113,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,368,65.712,4.81074e+07,20.7868,8, 0.00204116,,0.00102834,0.000982635,0.00204116,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,372,67.863,5.12206e+07,19.5234,8, 0.000662014,,0.000642645,0.000662014,0.000351433,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,376,69.482,5.27816e+07,18.946,8, 0.00150921,,0.000142542,0.000320422,0.00150921,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,380,71.385,5.41537e+07,18.466,8, 0.00140587,,0.000450086,0.00132294,0.00140587,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,384,74.215,5.58328e+07,17.9106,8, 0.00295397,,0.00110649,0.00219347,0.00295397,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,388,80.547,5.83449e+07,17.1395,8, 0.00177191,,0.000623331,0.00177191,0.000757667,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,392,82.419,6.00883e+07,16.6422,8, 0.0013896,,0.00106342,0.0013896,0.00100645,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,396,86.212,6.32107e+07,15.8201,8, 0.00156626,,0.0010847,0.00103611,0.00156626,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,400,88.575,6.67366e+07,14.9843,8, 0.00089027,,0.00089027,0.000711983,0.000333525,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,404,89.794,6.51923e+07,15.3392,8, 0.00154179,,0.000554203,0.000440682,0.00154179,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,408,94.076,7.48761e+07,13.3554,8, 0.000414741,,0.000113153,0.000282638,0.000414741,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,412,97.041,6.87062e+07,14.5547,8, 0.00137609,,0.000409484,0.000294212,0.00137609,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,416,99.774,7.29963e+07,13.6993,8, 0.00108915,,0.000994551,0.000490268,0.00108915,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,420,100.151,7.657e+07,13.0599,8, 0.00234137,,0.000535123,0.000662049,0.00234137,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,424,104.662,7.81576e+07,12.7947,8, 0.000928082,,0.000928082,0.000794855,0.000492332,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,428,108.78,7.9348e+07,12.6027,8, 0.000989589,,0.000954299,0.000902179,0.000989589,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,432,114.353,8.47962e+07,11.793,8, 0.0013496,,0.000784726,0.000966116,0.0013496,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,436,114.873,8.73121e+07,11.4532,8, 0.000985456,,0.000485028,0.000985456,0.000775689,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,440,118.002,9.26127e+07,10.7977,8, 0.00115099,,8.77456e-05,0.000961497,0.00115099,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,444,122.786,9.52578e+07,10.4978,8, 0.000877824,,0.000378297,0.000877824,0.0004891,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,448,126.559,1.0059e+08,9.9413,8, 0.00125194,,0.000902326,0.000717474,0.00125194,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,452,131.393,1.02547e+08,9.75164,8, 0.000799818,,0.000468066,0.000472231,0.000799818,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,456,143.494,1.07846e+08,9.2725,8, 0.00186321,,0.000824568,0.000239771,0.00186321,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,460,138.957,1.08846e+08,9.18729,8, 0.000990467,,0.000846953,0.000990467,0.000294945,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,464,143.044,1.14907e+08,8.70266,8, 0.00164858,,0.000692759,0.00164858,0.000954485,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,468,145.7,1.1984e+08,8.34443,8, 0.00133021,,0.000423776,0.00133021,0.00114999,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,472,154.907,1.2801e+08,7.81191,8, 0.00163213,,7.08764e-05,0.00103565,0.00163213,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,476,167.322,1.57006e+08,6.36917,8, 0.000853809,,0.000347139,0.000769854,0.000853809,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,480,165.249,1.53705e+08,6.50598,8, 0.000821827,,0.000821827,0.000528198,0.000542586,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,484,176.072,1.3763e+08,7.26587,8, 0.00113543,,0.000412729,0.000326999,0.00113543,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,488,184.479,1.44416e+08,6.92443,8, 0.000734809,,0.000734809,0.000202034,0.000530365,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,492,181.91,1.5592e+08,6.41353,8, 0.00147848,,0.000755183,0.00022202,0.00147848,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,496,187.361,1.52595e+08,6.55328,8, 0.000618968,,0.000618968,0.000371998,0.00020102,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,500,186.695,1.60452e+08,6.23241,8, 0.000921359,,0.000378872,0.000508212,0.000921359,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,504,198.388,1.65253e+08,6.05131,8, 0.000975827,,5.81156e-05,0.000610647,0.000975827,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,508,209.97,1.67923e+08,5.9551,8, 0.00211903,,0.000323731,0.000691395,0.00211903,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,512,327.562,1.77204e+08,5.64321,8, 0.000755619,,0.000755619,0.000742009,0.000616333,
Smooth exp(-Ar^2-b*rho^2),linear interp; GPU Sparse Matrix   ,516,232.336,1.92296e+08,5.20032,8, 0.000756911,,0.000367775,0.000756911,0.000578711,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,8,0.234,543442,1840.12,8, 0.245828,,0.0392071,0.245828,0.205864,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,12,0.031,193027,5180.62,8, 0.0586456,,0.0126693,0.0586456,0.0514305,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,16,0.088,322019,3105.41,8, 0.0193905,,0.00899919,0.0159025,0.0193905,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,20,0.147,457410,2186.22,8, 0.00567773,,0.00550951,0.0049656,0.00567773,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,24,0.197,617629,1619.09,8, 0.002965,,0.002965,0.00178686,0.00105544,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,28,0.294,747376,1338.01,8, 0.00144903,,0.00144903,0.000714873,0.000637616,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,32,0.488,1.11688e+06,895.349,8, 0.000633744,,0.000633744,0.00031026,0.000526117,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,36,0.64,1.10808e+06,902.464,8, 0.000302831,,0.000246881,0.000143485,0.000302831,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,40,0.883,1.3348e+06,749.178,8, 0.000112498,,0.000112498,7.05117e-05,0.000106884,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,44,1.463,1.77667e+06,562.85,8, 7.63503e-05,,7.63503e-05,4.77616e-05,5.71695e-05,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,48,1.446,1.81283e+06,551.624,8, 6.65586e-05,,6.65586e-05,3.17894e-05,5.66148e-05,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,52,2.097,2.04876e+06,488.099,8, 5.88226e-05,,5.88226e-05,2.20331e-05,4.92571e-05,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,56,2.262,2.34116e+06,427.138,8, 4.80017e-05,,4.80017e-05,1.60513e-05,2.69847e-05,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,60,2.477,2.80676e+06,356.283,8, 3.52337e-05,,3.52337e-05,1.20685e-05,1.27894e-05,
