function_name, calculator,N,init_time, calc_time, calc_hz, bytes, max_error, blank_column, err1, err2, err3, Blank
Smooth_exp,DCT+Bessel+IDCT                    ,68,0.028,670029,1492.47,8, 0.568151,,4.68721e-11,0.00041057,0.568151,
Smooth_exp,DCT+Bessel+IDCT                    ,72,0.075,564833,1770.43,8, 0.575205,,5.04901e-11,0.000429878,0.575205,
Smooth_exp,DCT+Bessel+IDCT                    ,76,0.029,850961,1175.14,8, 0.581515,,5.39706e-11,0.000447788,0.581515,
Smooth_exp,DCT+Bessel+IDCT                    ,80,0.08,606157,1649.74,8, 0.587181,,5.7311e-11,0.000464463,0.587181,
Smooth_exp,DCT+Bessel+IDCT                    ,84,0.051,765914,1305.63,8, 0.592309,,6.05124e-11,0.000480041,0.592309,
Smooth_exp,DCT+Bessel+IDCT                    ,88,0.024,844241,1184.5,8, 0.596964,,6.35785e-11,0.000494609,0.596964,
Smooth_exp,DCT+Bessel+IDCT                    ,92,0.049,2.41305e+06,414.413,8, 0.601206,,6.65134e-11,0.000508249,0.601206,
Smooth_exp,DCT+Bessel+IDCT                    ,96,0.084,1.03112e+06,969.815,8, 0.605091,,6.93236e-11,0.000521067,0.605091,
Smooth_exp,DCT+Bessel+IDCT                    ,100,0.073,1.10444e+06,905.432,8, 0.608663,,7.20147e-11,0.000533067,0.608663,
Smooth_exp,DCT+Bessel+IDCT                    ,104,0.027,1.2252e+06,816.191,8, 0.611958,,7.4593e-11,0.000544412,0.611958,
Smooth_exp,DCT+Bessel+IDCT                    ,108,0.069,1.20836e+06,827.567,8, 0.615005,,7.70641e-11,0.000555052,0.615005,
Smooth_exp,DCT+Bessel+IDCT                    ,112,0.045,1.30488e+06,766.353,8, 0.61783,,7.94341e-11,0.000565137,0.61783,
Smooth_exp,DCT+Bessel+IDCT                    ,116,0.038,2.22978e+06,448.475,8, 0.620458,,8.17079e-11,0.000574647,0.620458,
Smooth_exp,DCT+Bessel+IDCT                    ,120,0.177,1.64005e+06,609.736,8, 0.62291,,8.38902e-11,0.000583664,0.62291,
Smooth_exp,DCT+Bessel+IDCT                    ,124,0.04,2.63253e+06,379.863,8, 0.625201,,8.5986e-11,0.000592213,0.625201,
Smooth_exp,DCT+Bessel+IDCT                    ,128,0.034,1.66018e+06,602.343,8, 0.627348,,8.79989e-11,0.00060033,0.627348,
Smooth_exp,DCT+Bessel+IDCT                    ,132,0.045,1.95635e+06,511.157,8, 0.629361,,8.99333e-11,0.000608036,0.629361,
Smooth_exp,DCT+Bessel+IDCT                    ,136,0.09,3.44475e+06,290.297,8, 0.631256,,9.1793e-11,0.000615374,0.631256,
Smooth_exp,DCT+Bessel+IDCT                    ,140,0.075,2.13564e+06,468.244,8, 0.63304,,9.35813e-11,0.000622368,0.63304,
Smooth_exp,DCT+Bessel+IDCT                    ,144,0.126,2.29691e+06,435.368,8, 0.634724,,9.53019e-11,0.000629029,0.634724,
Smooth_exp,DCT+Bessel+IDCT                    ,148,0.052,4.07888e+06,245.165,8, 0.636315,,9.69582e-11,0.000635395,0.636315,
Smooth_exp,DCT+Bessel+IDCT                    ,152,0.111,4.92478e+06,203.055,8, 0.637822,,9.8553e-11,0.000641481,0.637822,
Smooth_exp,DCT+Bessel+IDCT                    ,156,0.075,4.39216e+06,227.678,8, 0.639251,,1.0009e-10,0.000647296,0.639251,
Smooth_exp,DCT+Bessel+IDCT                    ,160,0.087,2.99014e+06,334.433,8, 0.640607,,1.01572e-10,0.000652866,0.640607,
Smooth_exp,DCT+Bessel+IDCT                    ,164,0.062,5.34305e+06,187.159,8, 0.641897,,1.03002e-10,0.000658199,0.641897,
Smooth_exp,DCT+Bessel+IDCT                    ,168,0.108,3.11818e+06,320.7,8, 0.643124,,1.04382e-10,0.000663319,0.643124,
Smooth_exp,DCT+Bessel+IDCT                    ,172,0.066,5.95399e+06,167.955,8, 0.644294,,1.05715e-10,0.000668231,0.644294,
Smooth_exp,DCT+Bessel+IDCT                    ,176,0.081,3.68513e+06,271.361,8, 0.645409,,1.07004e-10,0.000672952,0.645409,
Smooth_exp,DCT+Bessel+IDCT                    ,180,0.179,3.61369e+06,276.725,8, 0.646474,,1.0825e-10,0.00067749,0.646474,
Smooth_exp,DCT+Bessel+IDCT                    ,184,0.085,5.3792e+06,185.901,8, 0.647493,,1.09456e-10,0.000681856,0.647493,
Smooth_exp,DCT+Bessel+IDCT                    ,188,0.064,7.49007e+06,133.51,8, 0.648468,,1.10623e-10,0.00068606,0.648468,
Smooth_exp,DCT+Bessel+IDCT                    ,192,0.097,4.35131e+06,229.816,8, 0.649401,,1.11753e-10,0.000690111,0.649401,
Smooth_exp,DCT+Bessel+IDCT                    ,196,0.057,4.76924e+06,209.677,8, 0.650297,,1.12848e-10,0.000694014,0.650297,
Smooth_exp,DCT+Bessel+IDCT                    ,200,0.139,4.39475e+06,227.544,8, 0.651155,,1.13909e-10,0.00069778,0.651155,
Smooth_exp,DCT+Bessel+IDCT                    ,204,0.149,6.20181e+06,161.243,8, 0.65198,,1.14938e-10,0.000701417,0.65198,
Smooth_exp,DCT+Bessel+IDCT                    ,208,0.06,5.20799e+06,192.013,8, 0.652773,,1.15935e-10,0.000704927,0.652773,
Smooth_exp,DCT+Bessel+IDCT                    ,212,0.089,1.05028e+07,95.2126,8, 0.653535,,1.16903e-10,0.000708322,0.653535,
Smooth_exp,DCT+Bessel+IDCT                    ,216,0.141,5.54901e+06,180.212,8, 0.654269,,1.17843e-10,0.000711603,0.654269,
Smooth_exp,DCT+Bessel+IDCT                    ,220,0.103,5.58377e+06,179.091,8, 0.654976,,1.18756e-10,0.000714778,0.654976,
Smooth_exp,DCT+Bessel+IDCT                    ,224,0.081,6.09403e+06,164.095,8, 0.655657,,1.19642e-10,0.000717852,0.655657,
Smooth_exp,DCT+Bessel+IDCT                    ,228,0.165,8.1321e+06,122.969,8, 0.656314,,1.20503e-10,0.000720829,0.656314,
Smooth_exp,DCT+Bessel+IDCT                    ,232,0.105,9.17506e+06,108.991,8, 0.656949,,1.21341e-10,0.000723714,0.656949,
Smooth_exp,DCT+Bessel+IDCT                    ,236,0.099,1.39395e+07,71.7385,8, 0.657561,,1.22156e-10,0.00072651,0.657561,
Smooth_exp,DCT+Bessel+IDCT                    ,240,0.184,7.0191e+06,142.468,8, 0.658153,,1.22949e-10,0.000729222,0.658153,
Smooth_exp,DCT+Bessel+IDCT                    ,244,0.132,1.83698e+07,54.4372,8, 0.658726,,1.2372e-10,0.000731855,0.658726,
Smooth_exp,DCT+Bessel+IDCT                    ,248,0.114,1.11985e+07,89.2981,8, 0.659279,,1.24471e-10,0.000734409,0.659279,
Smooth_exp,DCT+Bessel+IDCT                    ,252,0.149,7.59679e+06,131.634,8, 0.659816,,1.25203e-10,0.00073689,0.659816,
Smooth_exp,DCT+Bessel+IDCT                    ,256,0.112,7.80435e+06,128.134,8, 0.660334,,1.25916e-10,0.000739301,0.660334,
Smooth_exp,DCT+Bessel+IDCT                    ,260,0.112,7.82091e+06,127.862,8, 0.660837,,1.26611e-10,0.000741644,0.660837,
Smooth_exp,DCT+Bessel+IDCT                    ,264,0.151,8.69896e+06,114.956,8, 0.661325,,1.27289e-10,0.000743923,0.661325,
Smooth_exp,DCT+Bessel+IDCT                    ,268,0.127,1.92843e+07,51.8555,8, 0.661798,,1.27949e-10,0.000746139,0.661798,
Smooth_exp,DCT+Bessel+IDCT                    ,272,0.156,1.13658e+07,87.9832,8, 0.662256,,1.28594e-10,0.000748296,0.662256,
Smooth_exp,DCT+Bessel+IDCT                    ,276,0.178,1.21604e+07,82.234,8, 0.662702,,1.29223e-10,0.000750397,0.662702,
Smooth_exp,DCT+Bessel+IDCT                    ,280,0.216,8.85423e+06,112.94,8, 0.663134,,1.29836e-10,0.00075244,0.663134,
Smooth_exp,DCT+Bessel+IDCT                    ,284,0.133,2.24718e+07,44.5002,8, 0.663554,,1.30436e-10,0.000754432,0.663554,
Smooth_exp,DCT+Bessel+IDCT                    ,288,0.147,9.68524e+06,103.25,8, 0.663963,,1.31021e-10,0.000756373,0.663963,
Smooth_exp,DCT+Bessel+IDCT                    ,292,0.145,2.41161e+07,41.4661,8, 0.66436,,1.31592e-10,0.000758265,0.66436,
Smooth_exp,DCT+Bessel+IDCT                    ,296,0.178,1.78144e+07,56.1345,8, 0.664746,,1.32151e-10,0.000760109,0.664746,
Smooth_exp,DCT+Bessel+IDCT                    ,300,0.234,1.03911e+07,96.2362,8, 0.665122,,1.32697e-10,0.000761909,0.665122,
Smooth_exp,DCT+Bessel+IDCT                    ,304,0.184,1.66549e+07,60.0426,8, 0.665488,,1.3323e-10,0.000763664,0.665488,
Smooth_exp,DCT+Bessel+IDCT                    ,308,0.117,1.36049e+07,73.5028,8, 0.665845,,1.33752e-10,0.000765378,0.665845,
Smooth_exp,DCT+Bessel+IDCT                    ,312,0.157,1.42071e+07,70.3875,8, 0.666192,,1.34262e-10,0.000767051,0.666192,
Smooth_exp,DCT+Bessel+IDCT                    ,316,0.176,3.16905e+07,31.5552,8, 0.66653,,1.34761e-10,0.000768685,0.66653,
Smooth_exp,DCT+Bessel+IDCT                    ,320,0.167,1.43147e+07,69.8584,8, 0.66686,,1.3525e-10,0.00077028,0.66686,
Smooth_exp,DCT+Bessel+IDCT                    ,324,0.154,1.50789e+07,66.318,8, 0.667181,,1.35728e-10,0.000771839,0.667181,
Smooth_exp,DCT+Bessel+IDCT                    ,328,0.219,2.83771e+07,35.2397,8, 0.667495,,1.36197e-10,0.000773362,0.667495,
Smooth_exp,DCT+Bessel+IDCT                    ,332,0.196,3.64176e+07,27.4593,8, 0.667801,,1.36655e-10,0.000774852,0.667801,
Smooth_exp,DCT+Bessel+IDCT                    ,336,0.248,1.6222e+07,61.6445,8, 0.6681,,1.37104e-10,0.000776309,0.6681,
Smooth_exp,DCT+Bessel+IDCT                    ,340,0.219,2.01782e+07,49.5585,8, 0.668391,,1.37544e-10,0.000777733,0.668391,
Smooth_exp,DCT+Bessel+IDCT                    ,344,0.177,2.71811e+07,36.7903,8, 0.668676,,1.37975e-10,0.000779127,0.668676,
Smooth_exp,DCT+Bessel+IDCT                    ,348,0.262,2.4278e+07,41.1896,8, 0.668954,,1.38397e-10,0.000780491,0.668954,
Smooth_exp,DCT+Bessel+IDCT                    ,352,0.22,1.77464e+07,56.3496,8, 0.669226,,1.38811e-10,0.000781825,0.669226,
Smooth_exp,DCT+Bessel+IDCT                    ,356,0.293,4.47247e+07,22.359,8, 0.669492,,1.39217e-10,0.000783132,0.669492,
Smooth_exp,DCT+Bessel+IDCT                    ,360,0.368,1.83804e+07,54.4058,8, 0.669751,,1.39614e-10,0.000784412,0.669751,
