function_name, calculator,N,init_time, calc_time, calc_hz, bytes, max_error, blank_column, err1, err2, err3, Blank
Nonsmooth_runge_abs,DCT+Bessel+IDCT                    ,8,0.002,5460,183150,8, 0.836882,,0.038688,0.0855519,0.836882,
Nonsmooth_runge_abs,DCT+Bessel+IDCT                    ,12,0.004,21934,45591.3,8, 0.806127,,0.0396095,0.212157,0.806127,
Nonsmooth_runge_abs,DCT+Bessel+IDCT                    ,16,0.004,40707,24565.8,8, 0.925134,,0.0333552,0.300357,0.925134,
Nonsmooth_runge_abs,DCT+Bessel+IDCT                    ,20,0.026,55088,18152.8,8, 1.03802,,0.0298481,0.352669,1.03802,
Nonsmooth_runge_abs,DCT+Bessel+IDCT                    ,24,0.032,144432,6923.67,8, 1.12321,,0.0244809,0.379399,1.12321,
Nonsmooth_runge_abs,DCT+Bessel+IDCT                    ,28,0.02,186670,5357.05,8, 1.18716,,0.0196848,0.403056,1.18716,
Nonsmooth_runge_abs,DCT+Bessel+IDCT                    ,32,0.017,147840,6764.07,8, 1.2269,,0.018825,0.420544,1.2269,
Nonsmooth_runge_abs,DCT+Bessel+IDCT                    ,36,0.03,319979,3125.21,8, 1.26174,,0.0115214,0.434005,1.26174,
Nonsmooth_runge_abs,DCT+Bessel+IDCT                    ,40,0.037,335762,2978.3,8, 1.29198,,0.0108021,0.444721,1.29198,
Nonsmooth_runge_abs,DCT+Bessel+IDCT                    ,44,0.017,458904,2179.1,8, 1.31228,,0.0110038,0.451463,1.31228,
Nonsmooth_runge_abs,DCT+Bessel+IDCT                    ,48,0.054,394364,2535.73,8, 1.33019,,0.0112659,0.458506,1.33019,
Nonsmooth_runge_abs,DCT+Bessel+IDCT                    ,52,0.019,708702,1411.03,8, 1.34689,,0.0111488,0.464565,1.34689,
Nonsmooth_runge_abs,DCT+Bessel+IDCT                    ,56,0.033,616031,1623.29,8, 1.35983,,0.0113058,0.469637,1.35983,
Nonsmooth_runge_abs,DCT+Bessel+IDCT                    ,60,0.076,457908,2183.84,8, 1.37036,,0.0118432,0.473189,1.37036,
Nonsmooth_runge_abs,DCT+Bessel+IDCT                    ,64,0.035,578551,1728.46,8, 1.38068,,0.0143872,0.476585,1.38068,
Nonsmooth_runge_abs,DCT+Bessel+IDCT                    ,68,0.031,804796,1242.55,8, 1.38983,,0.016457,0.479883,1.38983,
Nonsmooth_runge_abs,DCT+Bessel+IDCT                    ,72,0.081,745651,1341.11,8, 1.39659,,0.0183218,0.482569,1.39659,
Nonsmooth_runge_abs,DCT+Bessel+IDCT                    ,76,0.032,981215,1019.14,8, 1.40338,,0.020007,0.48533,1.40338,
Nonsmooth_runge_abs,DCT+Bessel+IDCT                    ,80,0.083,766186,1305.17,8, 1.40929,,0.0214751,0.486986,1.40929,
Nonsmooth_runge_abs,DCT+Bessel+IDCT                    ,84,0.061,1.06885e+06,935.582,8, 1.41447,,0.0227019,0.488854,1.41447,
Nonsmooth_runge_abs,DCT+Bessel+IDCT                    ,88,0.025,841555,1188.28,8, 1.41868,,0.0237128,0.490799,1.41868,
Nonsmooth_runge_abs,DCT+Bessel+IDCT                    ,92,0.035,1.53654e+06,650.811,8, 1.42302,,0.0247583,0.492481,1.42302,
Nonsmooth_runge_abs,DCT+Bessel+IDCT                    ,96,0.085,858646,1164.62,8, 1.42725,,0.0255789,0.493779,1.42725,
Nonsmooth_runge_abs,DCT+Bessel+IDCT                    ,100,0.08,956302,1045.69,8, 1.43037,,0.0263153,0.495011,1.43037,
Nonsmooth_runge_abs,DCT+Bessel+IDCT                    ,104,0.029,1.40822e+06,710.116,8, 1.43365,,0.0269688,0.496314,1.43365,
Nonsmooth_runge_abs,DCT+Bessel+IDCT                    ,108,0.084,1.63878e+06,610.21,8, 1.43703,,0.0275656,0.497364,1.43703,
Nonsmooth_runge_abs,DCT+Bessel+IDCT                    ,112,0.058,1.08747e+06,919.566,8, 1.43958,,0.0282106,0.498634,1.43958,
Nonsmooth_runge_abs,DCT+Bessel+IDCT                    ,116,0.061,3.3264e+06,300.626,8, 1.44212,,0.0287525,0.499387,1.44212,
Nonsmooth_runge_abs,DCT+Bessel+IDCT                    ,120,0.171,1.43745e+06,695.678,8, 1.44478,,0.0292592,0.500187,1.44478,
Nonsmooth_runge_abs,DCT+Bessel+IDCT                    ,124,0.04,2.39171e+06,418.111,8, 1.44703,,0.0297948,0.501111,1.44703,
Nonsmooth_runge_abs,DCT+Bessel+IDCT                    ,128,0.044,2.0119e+06,497.043,8, 1.44903,,0.0302533,0.501934,1.44903,
Nonsmooth_runge_abs,DCT+Bessel+IDCT                    ,132,0.062,2.90715e+06,343.979,8, 1.45116,,0.0307117,0.502661,1.45116,
Nonsmooth_runge_abs,DCT+Bessel+IDCT                    ,136,0.074,2.27944e+06,438.705,8, 1.45318,,0.0311647,0.503225,1.45318,
Nonsmooth_runge_abs,DCT+Bessel+IDCT                    ,140,0.076,1.73833e+06,575.266,8, 1.45478,,0.0315712,0.503911,1.45478,
Nonsmooth_runge_abs,DCT+Bessel+IDCT                    ,144,0.123,1.74327e+06,573.634,8, 1.45651,,0.0319597,0.504509,1.45651,
Nonsmooth_runge_abs,DCT+Bessel+IDCT                    ,148,0.059,4.32756e+06,231.077,8, 1.45833,,0.0322559,0.505139,1.45833,
Nonsmooth_runge_abs,DCT+Bessel+IDCT                    ,152,0.111,4.33174e+06,230.854,8, 1.45963,,0.032616,0.505632,1.45963,
Nonsmooth_runge_abs,DCT+Bessel+IDCT                    ,156,0.075,3.53617e+06,282.792,8, 1.46105,,0.0329298,0.506086,1.46105,
Nonsmooth_runge_abs,DCT+Bessel+IDCT                    ,160,0.106,3.33916e+06,299.476,8, 1.46256,,0.0332016,0.506586,1.46256,
Nonsmooth_runge_abs,DCT+Bessel+IDCT                    ,164,0.101,7.14106e+06,140.035,8, 1.46379,,0.0334709,0.507071,1.46379,
Nonsmooth_runge_abs,DCT+Bessel+IDCT                    ,168,0.129,2.94746e+06,339.275,8, 1.46496,,0.0337042,0.507567,1.46496,
Nonsmooth_runge_abs,DCT+Bessel+IDCT                    ,172,0.084,5.55192e+06,180.118,8, 1.46623,,0.0339586,0.507861,1.46623,
Nonsmooth_runge_abs,DCT+Bessel+IDCT                    ,176,0.087,3.47935e+06,287.41,8, 1.46738,,0.0341886,0.508274,1.46738,
Nonsmooth_runge_abs,DCT+Bessel+IDCT                    ,180,0.179,2.8551e+06,350.251,8, 1.46836,,0.034397,0.508668,1.46836,
Nonsmooth_runge_abs,DCT+Bessel+IDCT                    ,184,0.089,4.52795e+06,220.85,8, 1.46943,,0.0346369,0.509042,1.46943,
Nonsmooth_runge_abs,DCT+Bessel+IDCT                    ,188,0.064,6.61422e+06,151.189,8, 1.47053,,0.0348285,0.509381,1.47053,
Nonsmooth_runge_abs,DCT+Bessel+IDCT                    ,192,0.103,3.95144e+06,253.073,8, 1.47135,,0.0350228,0.509672,1.47135,
Nonsmooth_runge_abs,DCT+Bessel+IDCT                    ,196,0.063,4.39262e+06,227.655,8, 1.47225,,0.0352394,0.510004,1.47225,
