functionName,calculator,N,initTime,calcTime,calcHz,bytes,maxError, blankColumn,err1, err2, err3, Blank
NonsmoothAbs,CPULinearSparse,8,0,9815,101885,8,0.485522,,0.485522,0.23264,0.305251,
NonsmoothAbs,CPULinearSparse,12,0,13632,73356.8,8,0.342779,,0.342779,0.176703,0.291589,
NonsmoothAbs,CPULinearSparse,16,0,16856,59326.1,8,0.21116,,0.21116,0.0805152,0.125244,
NonsmoothAbs,CPULinearSparse,20,0,25372,39413.5,8,0.119104,,0.119104,0.0595224,0.069367,
NonsmoothAbs,CPULinearSparse,24,0.003,36126,27680.9,8,0.0631507,,0.0556338,0.0559289,0.0631507,
NonsmoothAbs,CPULinearSparse,28,0.021,55017,18176.2,8,0.0882966,,0.0104521,0.0520018,0.0882966,
NonsmoothAbs,CPULinearSparse,32,0.032,55076,18156.7,8,0.0452629,,0.0229865,0.0452629,0.0294034,
NonsmoothAbs,CPULinearSparse,36,0.026,76681,13041,8,0.0539657,,0.0539657,0.0346532,0.0238829,
NonsmoothAbs,CPULinearSparse,40,0.033,100268,9973.27,8,0.0650082,,0.0650082,0.0230578,0.0227247,
NonsmoothAbs,CPULinearSparse,44,0.031,126177,7925.37,8,0.0610852,,0.0610852,0.0170241,0.0365495,
NonsmoothAbs,CPULinearSparse,48,0.035,163543,6114.6,8,0.0441459,,0.0441459,0.0413347,0.0126439,
NonsmoothAbs,CPULinearSparse,52,0.035,203381,4916.88,8,0.0496496,,0.0213317,0.0496496,0.0132117,
NonsmoothAbs,CPULinearSparse,56,0.044,256328,3901.25,8,0.0345717,,0.0105061,0.0345717,0.015339,
NonsmoothAbs,CPULinearSparse,60,0.051,315040,3174.2,8,0.027448,,0.0140029,0.027448,0.0215143,
NonsmoothAbs,CPULinearSparse,64,0.046,426272,2345.92,8,0.0277109,,0.0277109,0.0180993,0.0107781,
NonsmoothAbs,CPULinearSparse,68,0.051,519256,1925.83,8,0.0185351,,0.0185351,0.012069,0.00917544,
NonsmoothAbs,CPULinearSparse,72,0.068,660354,1514.34,8,0.0294548,,0.0294548,0.00927419,0.0108245,
NonsmoothAbs,CPULinearSparse,76,0.069,777066,1286.89,8,0.0242026,,0.0242026,0.00658112,0.013831,
NonsmoothAbs,CPULinearSparse,80,0.112,897776,1113.86,8,0.0167336,,0.0167336,0.00559686,0.00802348,
NonsmoothAbs,CPULinearSparse,84,0.102,1.13E+06,882.411,8,0.00951428,,0.00951428,0.00757588,0.00709123,
NonsmoothAbs,CPULinearSparse,88,0.131,1.33E+06,752.427,8,0.00885068,,0.0048582,0.00885068,0.00820869,
NonsmoothAbs,CPULinearSparse,92,0.082,1.53E+06,654.144,8,0.00955688,,0.00621814,0.00827815,0.00955688,
NonsmoothAbs,CPULinearSparse,96,0.136,1.75E+06,569.926,8,0.0163944,,0.0163944,0.00773556,0.00615994,
NonsmoothAbs,CPULinearSparse,100,0.174,2.04E+06,490.079,8,0.00904851,,0.00904851,0.00770879,0.00553138,
NonsmoothAbs,CPULinearSparse,104,0.175,2.37E+06,422.519,8,0.0135289,,0.0135289,0.00578557,0.00686413,
NonsmoothAbs,CPULinearSparse,108,0.143,2.62E+06,382.297,8,0.0124286,,0.0124286,0.00458744,0.00713918,
NonsmoothAbs,CPULinearSparse,112,0.173,2.91E+06,344.222,8,0.0104173,,0.0104173,0.0100121,0.00478402,
NonsmoothAbs,CPULinearSparse,116,0.183,6.52E+06,153.292,8,0.0127118,,0.0072861,0.0127118,0.00438263,
NonsmoothAbs,CPULinearSparse,120,0.207,3.48E+06,287.451,8,0.0109538,,0.00323409,0.0109538,0.00536172,
NonsmoothAbs,CPULinearSparse,124,0.245,4.02E+06,248.658,8,0.00869619,,0.00560668,0.00869619,0.00550451,
NonsmoothAbs,CPULinearSparse,128,0.244,4.30E+06,232.359,8,0.0114146,,0.0114146,0.00593569,0.0038144,
NonsmoothAbs,CPULinearSparse,132,0.272,4.85E+06,205.991,8,0.00594471,,0.00594471,0.00482326,0.00386368,
NonsmoothAbs,CPULinearSparse,136,0.314,5.34E+06,187.369,8,0.0089778,,0.0089778,0.00340098,0.00408111,
NonsmoothAbs,CPULinearSparse,140,0.305,5.74E+06,174.308,8,0.00875383,,0.00875383,0.0019832,0.00478819,
NonsmoothAbs,CPULinearSparse,144,0.34,6.27E+06,159.52,8,0.00722908,,0.00722908,0.00278792,0.00305984,
NonsmoothAbs,CPULinearSparse,148,0.366,6.84E+06,146.169,8,0.00357642,,0.00357642,0.0031633,0.00301409,
NonsmoothAbs,CPULinearSparse,152,0.393,5.24E+06,190.935,8,0.00354708,,0.00270074,0.00354708,0.00329879,
NonsmoothAbs,CPULinearSparse,156,0.465,5.81E+06,172.099,8,0.00441923,,0.00397627,0.00382953,0.00441923,
NonsmoothAbs,CPULinearSparse,160,0.416,8.51E+06,117.463,8,0.00774877,,0.00774877,0.00354971,0.00239816,
NonsmoothAbs,CPULinearSparse,164,0.482,9.32E+06,107.319,8,0.00432695,,0.00432695,0.00347028,0.0026068,
NonsmoothAbs,CPULinearSparse,168,0.525,7.05E+06,141.78,8,0.00590038,,0.00590038,0.00274045,0.00268427,
NonsmoothAbs,CPULinearSparse,172,0.502,7.58E+06,131.906,8,0.00623955,,0.00623955,0.00221519,0.00387845,
NonsmoothAbs,CPULinearSparse,176,0.594,1.14E+07,87.6903,8,0.00470896,,0.00470896,0.00463447,0.00180797,
NonsmoothAbs,CPULinearSparse,180,0.629,8.79E+06,113.825,8,0.00680232,,0.00273441,0.00680232,0.00238458,
NonsmoothAbs,CPULinearSparse,184,0.59,1.30E+07,76.8458,8,0.00581888,,0.0015874,0.00581888,0.00212082,
NonsmoothAbs,CPULinearSparse,188,0.675,9.85E+06,101.546,8,0.00413392,,0.00312136,0.00413392,0.00341775,
NonsmoothAbs,CPULinearSparse,192,0.72,1.47E+07,67.8916,8,0.00651928,,0.00651928,0.00322708,0.00145016,
NonsmoothAbs,CPULinearSparse,196,0.785,1.59E+07,62.7892,8,0.00310134,,0.00310134,0.00262391,0.00199021,
NonsmoothAbs,CPULinearSparse,200,0.755,1.18E+07,84.5317,8,0.00452919,,0.00452919,0.00149426,0.00175618,
NonsmoothAbs,CPULinearSparse,204,0.86,1.75E+07,57.0051,8,0.00487703,,0.00487703,0.00103128,0.00300542,
NonsmoothAbs,CPULinearSparse,208,0.91,1.45E+07,69.1289,8,0.00383179,,0.00383179,0.00164113,0.00126579,
NonsmoothAbs,CPULinearSparse,212,0.884,1.68E+07,59.4539,8,0.00202342,,0.00202342,0.00185157,0.00175947,
NonsmoothAbs,CPULinearSparse,216,1.047,1.52E+07,65.8681,8,0.0020513,,0.00122963,0.0020513,0.00162406,
NonsmoothAbs,CPULinearSparse,220,0.993,2.19E+07,45.7182,8,0.00259714,,0.00259714,0.00219578,0.0025951,
NonsmoothAbs,CPULinearSparse,224,1.132,1.74E+07,57.6076,8,0.00508772,,0.00508772,0.00211287,0.00125736,
NonsmoothAbs,CPULinearSparse,228,1.11,2.09E+07,47.8471,8,0.00233051,,0.00233051,0.00196468,0.00162815,
NonsmoothAbs,CPULinearSparse,232,1.17,2.61E+07,38.367,8,0.00373993,,0.00373993,0.00174919,0.00161476,
NonsmoothAbs,CPULinearSparse,236,1.258,2.06E+07,48.6273,8,0.00361316,,0.00361316,0.00128325,0.00223383,
NonsmoothAbs,CPULinearSparse,240,1.339,2.38E+07,41.9908,8,0.0028006,,0.00277099,0.0028006,0.00127598,
NonsmoothAbs,CPULinearSparse,244,1.413,2.13E+07,46.8483,8,0.00440643,,0.00174657,0.00440643,0.00145907,
NonsmoothAbs,CPULinearSparse,248,1.488,2.28E+07,43.8988,8,0.00356273,,0.00107306,0.00356273,0.00157291,
NonsmoothAbs,CPULinearSparse,252,1.541,2.40E+07,41.6329,8,0.00257984,,0.00207357,0.00257984,0.00192666,
NonsmoothAbs,CPULinearSparse,256,1.558,2.20E+07,45.3865,8,0.00422508,,0.00422508,0.0022288,0.00121559,
NonsmoothAbs,CPULinearSparse,260,1.822,2.35E+07,42.6093,8,0.0018118,,0.0018118,0.00162067,0.0012814,
NonsmoothAbs,CPULinearSparse,264,1.757,2.65E+07,37.7341,8,0.00304063,,0.00304063,0.000879775,0.00147199,
NonsmoothAbs,CPULinearSparse,268,1.819,3.93E+07,25.474,8,0.00289357,,0.00289357,0.000711637,0.00164897,
NonsmoothAbs,CPULinearSparse,272,1.983,3.04E+07,32.8673,8,0.00245263,,0.00245263,0.00107132,0.00109577,
NonsmoothAbs,CPULinearSparse,276,1.984,4.31E+07,23.2132,8,0.00142342,,0.00142342,0.00121941,0.00118433,
NonsmoothAbs,CPULinearSparse,280,2.059,3.09E+07,32.3485,8,0.00140318,,0.000939996,0.00140318,0.00133504,
NonsmoothAbs,CPULinearSparse,284,2.154,3.43E+07,29.1865,8,0.00186199,,0.00186199,0.00143227,0.00148426,
NonsmoothAbs,CPULinearSparse,288,2.294,4.99E+07,20.0364,8,0.00360944,,0.00360944,0.00148715,0.00101113,
NonsmoothAbs,CPULinearSparse,292,2.384,4.00E+07,25.0033,8,0.00145839,,0.00145839,0.00132723,0.00111554,
NonsmoothAbs,CPULinearSparse,296,2.585,4.16E+07,24.0394,8,0.00261281,,0.00261281,0.00111339,0.00119321,
NonsmoothAbs,CPULinearSparse,300,2.558,3.80E+07,26.3441,8,0.00250475,,0.00250475,0.000825261,0.00144839,
NonsmoothAbs,CPULinearSparse,304,2.686,4.55E+07,22,8,0.00209182,,0.00206148,0.00209182,0.000879871,
NonsmoothAbs,CPULinearSparse,308,2.774,4.73E+07,21.1251,8,0.00310448,,0.00112727,0.00310448,0.00101168,
NonsmoothAbs,CPULinearSparse,312,2.966,4.73E+07,21.1399,8,0.00232162,,0.000858959,0.00232162,0.00104941,
NonsmoothAbs,CPULinearSparse,316,2.981,6.18E+07,16.176,8,0.00194183,,0.00153198,0.00194183,0.00142356,
NonsmoothAbs,CPULinearSparse,320,3.157,5.15E+07,19.4276,8,0.00300252,,0.00300252,0.00157943,0.00075806,
NonsmoothAbs,CPULinearSparse,324,3.263,6.51E+07,15.3657,8,0.00120729,,0.00120729,0.000965629,0.000915661,
NonsmoothAbs,CPULinearSparse,328,3.318,5.34E+07,18.735,8,0.00214694,,0.00214694,0.000744113,0.000908134,
NonsmoothAbs,CPULinearSparse,332,3.552,6.11E+07,16.3785,8,0.00209877,,0.00209877,0.00053388,0.00136237,
NonsmoothAbs,CPULinearSparse,336,4.174,6.55E+07,15.2626,8,0.00172136,,0.00172136,0.000780705,0.000649245,
NonsmoothAbs,CPULinearSparse,340,3.752,6.57E+07,15.2193,8,0.000988894,,0.000988894,0.000874863,0.000866534,
NonsmoothAbs,CPULinearSparse,344,3.944,6.28E+07,15.9224,8,0.00103018,,0.000495752,0.00103018,0.000784083,
NonsmoothAbs,CPULinearSparse,348,5.171,6.05E+07,16.5392,8,0.00137344,,0.00137344,0.0010324,0.00129466,
NonsmoothAbs,CPULinearSparse,352,4.502,6.22E+07,16.0684,8,0.00273103,,0.00273103,0.00103471,0.000543093,
NonsmoothAbs,CPULinearSparse,356,4.386,6.55E+07,15.269,8,0.00101932,,0.00101932,0.000991397,0.000820523,
NonsmoothAbs,CPULinearSparse,360,4.527,6.76E+07,14.7974,8,0.00181056,,0.00181056,0.000858808,0.000679634,
NonsmoothAbs,CPULinearSparse,364,4.664,7.06E+07,14.1576,8,0.00188946,,0.00188946,0.000607952,0.00119527,
NonsmoothAbs,CPULinearSparse,368,4.837,7.26E+07,13.7694,8,0.00160157,,0.00145404,0.00160157,0.000480561,
NonsmoothAbs,CPULinearSparse,372,5.438,7.62E+07,13.1288,8,0.00222079,,0.000776113,0.00222079,0.000770022,
NonsmoothAbs,CPULinearSparse,376,5.196,7.78E+07,12.8542,8,0.0018055,,0.000521779,0.0018055,0.000684464,
NonsmoothAbs,CPULinearSparse,380,5.326,8.14E+07,12.292,8,0.00152403,,0.00121829,0.00152403,0.00110265,
NonsmoothAbs,CPULinearSparse,384,5.411,8.37E+07,11.9404,8,0.00236338,,0.00236338,0.00111364,0.000528657,
NonsmoothAbs,CPULinearSparse,388,5.619,9.02E+07,11.0891,8,0.000897266,,0.000897266,0.000780161,0.000703379,
NonsmoothAbs,CPULinearSparse,392,5.8,9.00E+07,11.1079,8,0.00156281,,0.00156281,0.000616594,0.000706909,
NonsmoothAbs,CPULinearSparse,396,6.071,9.36E+07,10.6827,8,0.00163154,,0.00163154,0.00040352,0.000992112,
NonsmoothAbs,CPULinearSparse,400,6.248,9.58E+07,10.44,8,0.001247,,0.001247,0.000572827,0.000557722,
NonsmoothAbs,CPULinearSparse,404,6.426,1.02E+08,9.84152,8,0.000710295,,0.000710295,0.000681809,0.000655084,
NonsmoothAbs,CPULinearSparse,408,6.602,1.02E+08,9.78789,8,0.000756211,,0.000458307,0.000756211,0.000708747,
NonsmoothAbs,CPULinearSparse,412,8.313,1.08E+08,9.2476,8,0.00106267,,0.00106267,0.000825461,0.000888162,
NonsmoothAbs,CPULinearSparse,416,6.889,1.09E+08,9.15405,8,0.00213231,,0.00213231,0.000804541,0.000551382,
NonsmoothAbs,CPULinearSparse,420,7.209,1.16E+08,8.65472,8,0.000794724,,0.000794724,0.000740858,0.00062382,
NonsmoothAbs,CPULinearSparse,424,7.453,1.17E+08,8.52611,8,0.00134953,,0.00134953,0.000645109,0.000686126,
NonsmoothAbs,CPULinearSparse,428,7.555,1.25E+08,7.9844,8,0.00147362,,0.00147362,0.000506877,0.000795006,
NonsmoothAbs,CPULinearSparse,432,7.709,1.28E+08,7.78426,8,0.0012228,,0.00117968,0.0012228,0.000535639,
NonsmoothAbs,CPULinearSparse,436,9.158,1.31E+08,7.6374,8,0.00169126,,0.000672806,0.00169126,0.000597701,
NonsmoothAbs,CPULinearSparse,440,8.136,1.32E+08,7.5667,8,0.00147736,,0.000440692,0.00147736,0.000652936,
NonsmoothAbs,CPULinearSparse,444,8.457,1.38E+08,7.24218,8,0.00117109,,0.000989721,0.00117109,0.000737494,
NonsmoothAbs,CPULinearSparse,448,8.708,1.41E+08,7.08927,8,0.00190856,,0.00190856,0.000809118,0.0004901,
NonsmoothAbs,CPULinearSparse,452,8.991,1.47E+08,6.79654,8,0.000715802,,0.000715802,0.000677369,0.000563489,
NonsmoothAbs,CPULinearSparse,456,9.129,1.52E+08,6.56129,8,0.00124626,,0.00124626,0.00047109,0.000597146,
NonsmoothAbs,CPULinearSparse,460,9.395,1.60E+08,6.23734,8,0.00128239,,0.00128239,0.0003377,0.000737934,
NonsmoothAbs,CPULinearSparse,464,9.666,1.58E+08,6.32124,8,0.000988312,,0.000988312,0.000442708,0.000442326,
NonsmoothAbs,CPULinearSparse,468,9.884,1.64E+08,6.09221,8,0.000572282,,0.000572282,0.00056279,0.000522785,
NonsmoothAbs,CPULinearSparse,472,10.236,1.67E+08,5.97059,8,0.000599691,,0.000366655,0.000599691,0.000545773,
NonsmoothAbs,CPULinearSparse,476,10.47,1.73E+08,5.76813,8,0.000867896,,0.000867896,0.000644251,0.000752264,
NonsmoothAbs,CPULinearSparse,480,10.768,1.76E+08,5.67191,8,0.00169912,,0.00169912,0.000638953,0.000397484,
NonsmoothAbs,CPULinearSparse,484,11.121,1.83E+08,5.45916,8,0.000649882,,0.000649882,0.00060341,0.000496829,
NonsmoothAbs,CPULinearSparse,488,11.289,1.86E+08,5.37427,8,0.00109433,,0.00109433,0.000519681,0.000484319,
NonsmoothAbs,CPULinearSparse,492,11.415,1.92E+08,5.2074,8,0.00112706,,0.00112706,0.000392076,0.000746289,
NonsmoothAbs,CPULinearSparse,496,12.43,1.96E+08,5.11206,8,0.000908253,,0.000900747,0.000908253,0.000344132,
NonsmoothAbs,CPULinearSparse,500,12.11,2.02E+08,4.96233,8,0.00143787,,0.000508955,0.00143787,0.000476927,
NonsmoothAbs,CPULinearSparse,504,12.41,2.06E+08,4.86332,8,0.00121693,,0.000300428,0.00121693,0.000427421,
NonsmoothAbs,CPULinearSparse,508,13.045,2.11E+08,4.7372,8,0.000877323,,0.000819548,0.000877323,0.000715462,
NonsmoothAbs,CPULinearSparse,512,12.888,2.16E+08,4.6272,8,0.00158382,,0.00158382,0.000719717,0.000292518,
NonsmoothAbs,CPULinearSparse,516,13.009,2.22E+08,4.50436,8,0.000595547,,0.000595547,0.000569447,0.000461299,
NonsmoothAbs,CPUBicubicQuad,8,0,6.12E+08,1.63418,8,0.106103,,0.066297,0.106103,0.081542,
NonsmoothAbs,CPUBicubicQuad,12,0,2.00E+09,0.500311,8,0.0331385,,0.0331385,0.0231267,0.0285629,
NonsmoothAbs,CPUBicubicQuad,16,0,3.89E+09,0.257373,8,0.020831,,0.020831,0.0158655,0.0140226,
NonsmoothAbs,CPUBicubicQuad,20,0,6.11E+09,0.163686,8,0.0122648,,0.0122648,0.00886736,0.0118755,
NonsmoothAbs,CPUBicubicQuad,24,0,9.09E+09,0.109977,8,0.00797606,,0.00659426,0.00797606,0.00739415,
NonsmoothAbs,CPUBicubicQuad,28,0,1.19E+10,0.0839652,8,0.00720176,,0.00519068,0.00666511,0.00720176,
NonsmoothAbs,CPUBicubicQuad,32,0,1.52E+10,0.0658767,8,0.00553948,,0.00553948,0.0043404,0.00504798,
NonsmoothAbs,CPUBicubicQuad,36,0,2.01E+10,0.0496997,8,0.00491499,,0.00491499,0.0042884,0.00486571,
NonsmoothAbs,CPUBicubicQuad,40,0,2.29E+10,0.0435907,8,0.00391249,,0.00372005,0.00391249,0.00376027,
NonsmoothAbs,CPUBicubicQuad,44,0,2.70E+10,0.037028,8,0.00350691,,0.00304694,0.00271317,0.00350691,
NonsmoothAbs,CPUBicubicQuad,48,0,3.04E+10,0.0329477,8,0.00302502,,0.00302502,0.00274758,0.0029746,
NonsmoothAbs,CPUBicubicQuad,52,0,3.47E+10,0.0288085,8,0.00264782,,0.0026226,0.00264782,0.0026091,
NonsmoothAbs,CPUBicubicQuad,56,0,4.46E+10,0.0224228,8,0.00244428,,0.00199251,0.0019156,0.00244428,
NonsmoothAbs,CPUBicubicQuad,60,0,5.04E+10,0.0198422,8,0.0020996,,0.0020996,0.00191999,0.0019955,
NonsmoothAbs,CPUBicubicQuad,64,0,4.70E+10,0.0212928,8,0.00205788,,0.0019123,0.0019413,0.00205788,
NonsmoothAbs,CPUBicubicQuad,68,0,5.64E+10,0.0177217,8,0.00199585,,0.0015262,0.00145728,0.00199585,
NonsmoothAbs,CPUBicubicQuad,72,0,5.59E+10,0.0178992,8,0.00176468,,0.00133684,0.00142478,0.00176468,
NonsmoothAbs,CPUBicubicQuad,76,0,6.29E+10,0.0158912,8,0.00257464,,0.00119394,0.00150345,0.00257464,
NonsmoothAbs,CPUBicubicQuad,80,0,6.90E+10,0.0144911,8,0.00184651,,0.00109875,0.00115975,0.00184651,
NonsmoothAbs,CPUBicubicQuad,84,0,7.55E+10,0.0132517,8,0.00196821,,0.00120094,0.00110192,0.00196821,
NonsmoothAbs,CPUBicubicQuad,88,0,8.37E+10,0.0119415,8,0.0022036,,0.00115326,0.00120987,0.0022036,
NonsmoothAbs,CPUBicubicQuad,92,0,9.09E+10,0.0109973,8,0.00152814,,0.00100336,0.000959984,0.00152814,
NonsmoothAbs,CPUBicubicSparse,8,0,80533,12417.3,8,0.106103,,0.066297,0.106103,0.081542,
NonsmoothAbs,CPUBicubicSparse,12,0,49111,20362,8,0.0331385,,0.0331385,0.0231267,0.0285629,
NonsmoothAbs,CPUBicubicSparse,16,0.024,81015,12343.4,8,0.020831,,0.020831,0.0158655,0.0140226,
NonsmoothAbs,CPUBicubicSparse,20,0.029,147765,6767.5,8,0.0122648,,0.0122648,0.00886736,0.0118755,
NonsmoothAbs,CPUBicubicSparse,24,0.038,221653,4511.56,8,0.00797606,,0.00659426,0.00797606,0.00739415,
NonsmoothAbs,CPUBicubicSparse,28,0.044,324026,3086.17,8,0.00720177,,0.00519068,0.00666511,0.00720177,
NonsmoothAbs,CPUBicubicSparse,32,0.046,465084,2150.15,8,0.00553948,,0.00553948,0.0043404,0.00504799,
NonsmoothAbs,CPUBicubicSparse,36,0.072,755771,1323.15,8,0.00491499,,0.00491499,0.0042884,0.00486571,
NonsmoothAbs,CPUBicubicSparse,40,0.094,1.08E+06,926.733,8,0.00391249,,0.00372005,0.00391249,0.00376026,
