functionName, calculator,N,initTime, calcTime, calcHz, bytes, maxError, blankColumn, err1, err2, err3, Blank
SmoothRunge,GPUBicubicSparse,8,0.129,379795,2633,4, 0.138483,,0.0727756,0.138483,0.13026,
SmoothRunge,GPUBicubicSparse,12,0.013,116620,8574.86,4, 0.051308,,0.0125922,0.0384862,0.051308,
SmoothRunge,GPUBicubicSparse,16,0.028,177060,5647.8,4, 0.525484,,0.00871059,0.0380032,0.525484,
SmoothRunge,GPUBicubicSparse,20,0.055,217326,4601.38,4, 0.190608,,0.00750219,0.0419742,0.190608,
SmoothRunge,GPUBicubicSparse,24,0.098,286295,3492.9,4, 0.385406,,0.0113997,0.105428,0.385406,
SmoothRunge,GPUBicubicSparse,28,0.15,398748,2507.85,4, 0.482001,,0.0256255,0.169063,0.482001,
SmoothRunge,GPUBicubicSparse,32,0.229,545953,1831.66,4, 0.735247,,0.0611487,0.341322,0.735247,
SmoothRunge,GPUBicubicSparse,36,0.422,692877,1443.26,4, 1.40244,,0.0941394,0.55257,1.40244,
SmoothRunge,GPUBicubicSparse,40,0.52,714202,1400.16,4, 1.76803,,0.17823,0.858183,1.76803,
SmoothRunge,GPUBicubicSparse,44,0.617,838428,1192.71,4, 1.84772,,0.231536,0.88917,1.84772,
SmoothRunge,GPUBicubicSparse,48,0.864,949301,1053.41,4, 3.85937,,0.355168,1.84424,3.85937,
SmoothRunge,GPUBicubicSparse,52,1.182,1.09528e+06,913.008,4, 4.54581,,0.710529,2.72835,4.54581,
SmoothRunge,GPUBicubicSparse,56,1.437,1.2562e+06,796.048,4, 7.86548,,0.75587,3.78374,7.86548,
SmoothRunge,GPUBicubicSparse,60,1.758,1.43041e+06,699.101,4, 8.65221,,0.938083,3.40363,8.65221,
SmoothRunge,GPUBicubicSparse,64,2.265,1.65368e+06,604.71,4, 9.38242,,1.32227,7.4475,9.38242,
SmoothRunge,GPUBicubicSparse,68,2.704,1.83205e+06,545.836,4, 14.1009,,1.59741,9.58589,14.1009,
SmoothRunge,GPUBicubicSparse,72,3.224,2.01051e+06,497.387,4, 22.2236,,2.16199,15.3768,22.2236,
SmoothRunge,GPUBicubicSparse,76,3.81,2.24386e+06,445.661,4, 24.1734,,2.81867,13.6352,24.1734,
SmoothRunge,GPUBicubicSparse,80,4.502,2.5383e+06,393.965,4, 29.6243,,4.13061,13.6124,29.6243,
SmoothRunge,GPUBicubicSparse,84,5.026,2.72358e+06,367.164,4, 40.9902,,8.83389,24.647,40.9902,
SmoothRunge,GPUBicubicSparse,88,6.01,3.04924e+06,327.95,4, 122.978,,10.511,23.969,122.978,
SmoothRunge,GPUBicubicSparse,92,6.659,3.29901e+06,303.121,4, 89.3074,,19.5234,50.1362,89.3074,
SmoothRunge,GPUBicubicSparse,96,6.99,4.01887e+06,248.826,4, 144.703,,22.3778,124.355,144.703,
SmoothRunge,GPUBicubicSparse,100,8.506,4.3077e+06,232.142,4, 642.484,,198.26,337.445,642.484,
SmoothRunge,GPUBicubicSparse,104,9.604,4.79936e+06,208.361,4, 117.195,,27.0597,68.6992,117.195,
