functionName, calculator,N,initTime, calcTime, calcHz, bytes, maxError, blankColumn, err1, err2, err3, Blank
NonsmoothRungeAbs,GPULinearSparse,8,0.124,351564,2844.43,4, 0.318407,,0.318407,0.14501,0.261666,
NonsmoothRungeAbs,GPULinearSparse,12,0.001,61327,16306,4, 0.268269,,0.268269,0.121192,0.141008,
NonsmoothRungeAbs,GPULinearSparse,16,0.003,69560,14376.1,4, 0.190483,,0.190483,0.0787764,0.0878466,
NonsmoothRungeAbs,GPULinearSparse,20,0.006,74202,13476.7,4, 0.108485,,0.108485,0.0546759,0.0731623,
NonsmoothRungeAbs,GPULinearSparse,24,0.01,82258,12156.9,4, 0.0661564,,0.0661564,0.0524752,0.0492484,
NonsmoothRungeAbs,GPULinearSparse,28,0.015,79968,12505,4, 0.0457687,,0.0293396,0.0457687,0.0406903,
NonsmoothRungeAbs,GPULinearSparse,32,0.023,93118,10739.1,4, 0.041105,,0.0156181,0.041105,0.0275534,
NonsmoothRungeAbs,GPULinearSparse,36,0.035,104374,9580.93,4, 0.0476686,,0.0476686,0.0333868,0.0283104,
NonsmoothRungeAbs,GPULinearSparse,40,0.109,111257,8988.2,4, 0.0498649,,0.0498649,0.0235713,0.0199387,
NonsmoothRungeAbs,GPULinearSparse,44,0.064,125791,7949.69,4, 0.044449,,0.044449,0.0127506,0.0190111,
NonsmoothRungeAbs,GPULinearSparse,48,0.087,141781,7053.13,4, 0.0331013,,0.0331013,0.013571,0.0142325,
NonsmoothRungeAbs,GPULinearSparse,52,0.109,168773,5925.12,4, 0.0225424,,0.0212576,0.0225424,0.0167244,
NonsmoothRungeAbs,GPULinearSparse,56,0.143,194207,5149.14,4, 0.0163623,,0.0134342,0.0163623,0.0111281,
NonsmoothRungeAbs,GPULinearSparse,60,0.173,208089,4805.64,4, 0.011706,,0.00956896,0.0107352,0.011706,
NonsmoothRungeAbs,GPULinearSparse,64,0.261,233873,4275.82,4, 0.0110171,,0.00930303,0.00817844,0.0110171,
NonsmoothRungeAbs,GPULinearSparse,68,0.304,247879,4034.23,4, 0.0147615,,0.0147615,0.00747221,0.0125946,
NonsmoothRungeAbs,GPULinearSparse,72,0.363,268395,3725.85,4, 0.0188991,,0.0188991,0.00719999,0.00698599,
NonsmoothRungeAbs,GPULinearSparse,76,0.43,279668,3575.67,4, 0.0168741,,0.0168741,0.00676562,0.00831337,
NonsmoothRungeAbs,GPULinearSparse,80,0.503,308623,3240.2,4, 0.0130498,,0.0130498,0.00754998,0.00929399,
NonsmoothRungeAbs,GPULinearSparse,84,0.591,331498,3016.61,4, 0.0107759,,0.0107759,0.00850738,0.0102276,
NonsmoothRungeAbs,GPULinearSparse,88,0.691,354968,2817.16,4, 0.00917108,,0.00917108,0.00894747,0.00493438,
