functionName, calculator,N,initTime, calcTime, calcHz, bytes, maxError, blankColumn, err1, err2, err3, Blank
SmoothPoly,GPULinearSparse,8,0.12,362634,2757.6,8, 0.100091,,0.100091,0.0580411,0.0847293,
SmoothPoly,GPULinearSparse,12,0.002,69193,14452.3,8, 0.0471354,,0.0443927,0.031387,0.0471354,
SmoothPoly,GPULinearSparse,16,0.004,75510,13243.3,8, 0.0419509,,0.0235623,0.0229532,0.0419509,
SmoothPoly,GPULinearSparse,20,0.007,87955,11369.5,8, 0.0492365,,0.0110747,0.0178136,0.0492365,
SmoothPoly,GPULinearSparse,24,0.012,98996,10101.4,8, 0.0141872,,0.00366894,0.0141872,0.010787,
SmoothPoly,GPULinearSparse,28,0.019,108999,9174.4,8, 0.0122957,,0.00320166,0.0115567,0.0122957,
SmoothPoly,GPULinearSparse,32,0.028,123643,8087.8,8, 0.0127038,,0.00765937,0.00918021,0.0127038,
SmoothPoly,GPULinearSparse,36,0.042,135023,7406.15,8, 0.0184641,,0.00573838,0.00693694,0.0184641,
SmoothPoly,GPULinearSparse,40,0.057,156309,6397.58,8, 0.00625355,,0.00625355,0.00478348,0.00496735,
SmoothPoly,GPULinearSparse,44,0.075,186445,5363.51,8, 0.00654961,,0.00526772,0.00228446,0.00654961,
SmoothPoly,GPULinearSparse,48,0.104,214630,4659.18,8, 0.00633286,,0.00373374,0.00324529,0.00633286,
SmoothPoly,GPULinearSparse,52,0.145,225002,4444.4,8, 0.0100114,,0.00203582,0.00424013,0.0100114,
SmoothPoly,GPULinearSparse,56,0.194,244379,4092,8, 0.00340974,,0.00061483,0.00276157,0.00340974,
SmoothPoly,GPULinearSparse,60,0.262,355795,2810.61,8, 0.00434873,,0.00138466,0.00183437,0.00434873,
SmoothPoly,GPULinearSparse,64,0.303,284968,3509.17,8, 0.00377714,,0.00292245,0.00107408,0.00377714,
SmoothPoly,GPULinearSparse,68,0.375,312013,3204.99,8, 0.00647152,,0.00220462,0.000513621,0.00647152,
SmoothPoly,GPULinearSparse,72,0.444,331386,3017.63,8, 0.00254841,,0.00254841,0.000702623,0.00250265,
SmoothPoly,GPULinearSparse,76,0.519,370008,2702.64,8, 0.00311023,,0.00225154,0.00109142,0.00311023,
SmoothPoly,GPULinearSparse,80,0.528,411399,2430.73,8, 0.00259246,,0.00168106,0.00136238,0.00259246,
SmoothPoly,GPULinearSparse,84,0.612,438969,2278.07,8, 0.00465665,,0.000968289,0.00151912,0.00465665,
SmoothPoly,GPULinearSparse,88,0.71,495980,2016.21,8, 0.00192501,,0.000232453,0.00158683,0.00192501,
SmoothPoly,GPULinearSparse,92,0.852,513798,1946.29,8, 0.00235171,,0.000803321,0.00156853,0.00235171,
SmoothPoly,GPULinearSparse,96,0.933,563690,1774.02,8, 0.00190312,,0.00164538,0.00145479,0.00190312,
SmoothPoly,GPULinearSparse,100,1.122,589121,1697.44,8, 0.00353032,,0.00124313,0.00125043,0.00353032,
SmoothPoly,GPULinearSparse,104,1.299,635053,1574.67,8, 0.00157545,,0.00145775,0.000928474,0.00157545,
SmoothPoly,GPULinearSparse,108,1.409,688932,1451.52,8, 0.00189867,,0.00132184,0.000652368,0.00189867,
SmoothPoly,GPULinearSparse,112,1.717,805390,1241.63,8, 0.00146548,,0.00101181,0.00102235,0.00146548,
SmoothPoly,GPULinearSparse,116,1.771,814646,1227.53,8, 0.00278979,,0.000597287,0.00137016,0.00278979,
SmoothPoly,GPULinearSparse,120,2.047,853691,1171.38,8, 0.00129439,,0.000117397,0.00094314,0.00129439,
SmoothPoly,GPULinearSparse,124,2.241,936359,1067.97,8, 0.00155414,,0.000547017,0.000605548,0.00155414,
SmoothPoly,GPULinearSparse,128,2.553,994169,1005.87,8, 0.00118873,,0.00109154,0.000374178,0.00118873,
SmoothPoly,GPULinearSparse,132,2.724,1.08475e+06,921.868,8, 0.00228314,,0.000823917,0.00018698,0.00228314,
SmoothPoly,GPULinearSparse,136,3.044,1.15211e+06,867.97,8, 0.00107512,,0.00097379,0.000211469,0.00107512,
SmoothPoly,GPULinearSparse,140,3.379,1.24134e+06,805.579,8, 0.00131168,,0.000895349,0.000384811,0.00131168,
SmoothPoly,GPULinearSparse,144,3.707,1.34397e+06,744.065,8, 0.000976724,,0.000694618,0.000513733,0.000976724,
SmoothPoly,GPULinearSparse,148,3.952,1.44094e+06,693.989,8, 0.00189365,,0.00041005,0.000604366,0.00189365,
SmoothPoly,GPULinearSparse,152,4.414,1.53575e+06,651.148,8, 0.000926674,,7.93165e-05,0.000657958,0.000926674,
SmoothPoly,GPULinearSparse,156,4.728,1.64611e+06,607.492,8, 0.00114068,,0.000402551,0.000669288,0.00114068,
SmoothPoly,GPULinearSparse,160,5.127,1.80973e+06,552.567,8, 0.000823816,,0.000792807,0.000638393,0.000823816,
SmoothPoly,GPULinearSparse,164,5.707,2.00944e+06,497.652,8, 0.00160782,,0.000597523,0.000560667,0.00160782,
SmoothPoly,GPULinearSparse,168,6.132,2.05638e+06,486.29,8, 0.00080213,,0.000709945,0.000416758,0.00080213,
SmoothPoly,GPULinearSparse,172,6.502,2.61078e+06,383.028,8, 0.000991292,,0.000658109,0.000333284,0.000991292,
SmoothPoly,GPULinearSparse,176,6.89,2.76551e+06,361.596,8, 0.000714132,,0.000511847,0.000542762,0.000714132,
SmoothPoly,GPULinearSparse,180,7.35,2.878e+06,347.464,8, 0.00138981,,0.000305495,0.000731947,0.00138981,
SmoothPoly,GPULinearSparse,184,7.906,3.05677e+06,327.143,8, 0.000700903,,6.06654e-05,0.000516932,0.000700903,
SmoothPoly,GPULinearSparse,188,8.361,3.2404e+06,308.603,8, 0.000874102,,0.000311721,0.000325443,0.000874102,
SmoothPoly,GPULinearSparse,192,8.906,3.409e+06,293.341,8, 0.000618377,,0.000610889,0.000203298,0.000618377,
SmoothPoly,GPULinearSparse,196,9.662,3.59823e+06,277.914,8, 0.00121188,,0.000458828,0.000102295,0.00121188,
SmoothPoly,GPULinearSparse,200,10.243,3.77908e+06,264.615,8, 0.000628359,,0.000547246,0.000107185,0.000628359,
SmoothPoly,GPULinearSparse,204,10.692,3.9369e+06,254.007,8, 0.000778864,,0.000509501,0.000203197,0.000778864,
SmoothPoly,GPULinearSparse,208,11.566,4.12394e+06,242.486,8, 0.000542053,,0.000398119,0.000281255,0.000542053,
SmoothPoly,GPULinearSparse,212,12.219,4.46161e+06,224.134,8, 0.00107435,,0.000239628,0.000338904,0.00107435,
SmoothPoly,GPULinearSparse,216,13.027,4.68789e+06,213.315,8, 0.000562701,,4.8591e-05,0.000374389,0.000562701,
SmoothPoly,GPULinearSparse,220,13.443,4.87749e+06,205.024,8, 0.000696853,,0.000251526,0.000386604,0.000696853,
SmoothPoly,GPULinearSparse,224,14.558,5.14855e+06,194.229,8, 0.000489237,,0.000489237,0.000373845,0.00048146,
SmoothPoly,GPULinearSparse,228,15.418,5.33492e+06,187.444,8, 0.000962895,,0.000366705,0.000330563,0.000962895,
SmoothPoly,GPULinearSparse,232,16.303,5.60422e+06,178.437,8, 0.000510753,,0.000438557,0.000250796,0.000510753,
SmoothPoly,GPULinearSparse,236,16.777,5.87509e+06,170.21,8, 0.000630032,,0.000409205,0.000210416,0.000630032,
SmoothPoly,GPULinearSparse,240,18.172,6.13368e+06,163.034,8, 0.000428772,,0.000321476,0.000349221,0.000428772,
SmoothPoly,GPULinearSparse,244,18.601,6.43689e+06,155.354,8, 0.000864401,,0.000194724,0.000471592,0.000864401,
SmoothPoly,GPULinearSparse,248,19.617,6.61354e+06,151.205,8, 0.000467572,,4.03847e-05,0.000337366,0.000467572,
SmoothPoly,GPULinearSparse,252,20.567,6.8283e+06,146.449,8, 0.000573469,,0.000208726,0.000216907,0.000573469,
SmoothPoly,GPULinearSparse,256,21.933,7.08108e+06,141.221,8, 0.000403862,,0.000403862,0.000132221,0.000385025,
SmoothPoly,GPULinearSparse,260,22.64,7.54809e+06,132.484,8, 0.000783952,,0.000301905,6.75163e-05,0.000783952,
SmoothPoly,GPULinearSparse,264,24.241,7.74308e+06,129.148,8, 0.00042761,,0.000361762,7.39391e-05,0.00042761,
SmoothPoly,GPULinearSparse,268,25.202,8.19062e+06,122.091,8, 0.000522989,,0.000338216,0.000128849,0.000522989,
SmoothPoly,GPULinearSparse,272,26.254,8.79319e+06,113.724,8, 0.000350559,,0.000266766,0.000182614,0.000350559,
SmoothPoly,GPULinearSparse,276,25.394,9.26003e+06,107.991,8, 0.000715706,,0.000161778,0.000222804,0.000715706,
SmoothPoly,GPULinearSparse,280,25.611,1.01853e+07,98.1808,8, 0.000392371,,3.43335e-05,0.000248193,0.000392371,
SmoothPoly,GPULinearSparse,284,25.727,1.01676e+07,98.3514,8, 0.000482113,,0.000177038,0.000258405,0.000482113,
SmoothPoly,GPULinearSparse,288,27.771,1.05343e+07,94.9282,8, 0.000340749,,0.000340749,0.000251421,0.000318916,
SmoothPoly,GPULinearSparse,292,28.9,1.16336e+07,85.958,8, 0.000654654,,0.00025424,0.000222602,0.000654654,
SmoothPoly,GPULinearSparse,296,30.044,1.18098e+07,84.6756,8, 0.000363164,,0.000305042,0.000175389,0.000363164,
SmoothPoly,GPULinearSparse,300,31.933,1.22503e+07,81.6307,8, 0.000446328,,0.000285728,0.000148104,0.000446328,
SmoothPoly,GPULinearSparse,304,32.564,1.27828e+07,78.2299,8, 0.000293253,,0.000226096,0.000249194,0.000293253,
SmoothPoly,GPULinearSparse,308,34.918,1.30444e+07,76.6614,8, 0.000602307,,0.000137249,0.000336296,0.000602307,
SmoothPoly,GPULinearSparse,312,35.125,1.38327e+07,72.2926,8, 0.000336072,,2.96201e-05,0.000242348,0.000336072,
SmoothPoly,GPULinearSparse,316,37.76,1.5621e+07,64.0163,8, 0.000413706,,0.000152328,0.000157949,0.000413706,
SmoothPoly,GPULinearSparse,320,39.223,1.53067e+07,65.3308,8, 0.00029243,,0.00029243,9.45565e-05,0.000271114,
SmoothPoly,GPULinearSparse,324,40.615,1.53817e+07,65.0122,8, 0.000556303,,0.000217958,4.84085e-05,0.000556303,
SmoothPoly,GPULinearSparse,328,43.16,1.78915e+07,55.8924,8, 0.000313085,,0.000261612,5.4799e-05,0.000313085,
SmoothPoly,GPULinearSparse,332,43.418,1.71812e+07,58.2031,8, 0.00038601,,0.000245617,9.03166e-05,0.00038601,
SmoothPoly,GPULinearSparse,336,45.197,1.75346e+07,57.0302,8, 0.000250105,,0.0001946,0.000130084,0.000250105,
SmoothPoly,GPULinearSparse,340,47.919,1.96724e+07,50.8327,8, 0.000515264,,0.000118461,0.000159771,0.000515264,
SmoothPoly,GPULinearSparse,344,49.213,1.95164e+07,51.2388,8, 0.000292227,,2.58622e-05,0.000179331,0.000292227,
SmoothPoly,GPULinearSparse,348,50.307,2.02357e+07,49.4177,8, 0.000360823,,0.000133036,0.00018794,0.000360823,
SmoothPoly,GPULinearSparse,352,52.981,2.02732e+07,49.3262,8, 0.000254743,,0.000254743,0.000183276,0.000233011,
SmoothPoly,GPULinearSparse,356,55.582,2.27042e+07,44.0448,8, 0.000480729,,0.000189586,0.000162902,0.000480729,
SmoothPoly,GPULinearSparse,360,58.19,2.17842e+07,45.9048,8, 0.000273221,,0.000227626,0.000131474,0.000273221,
SmoothPoly,GPULinearSparse,364,60.197,2.28128e+07,43.8351,8, 0.000337615,,0.000214118,0.00011161,0.000337615,
SmoothPoly,GPULinearSparse,368,62.603,2.66287e+07,37.5535,8, 0.000217642,,0.000169756,0.00018918,0.000217642,
SmoothPoly,GPULinearSparse,372,64.098,2.54526e+07,39.2888,8, 0.000449068,,0.000103685,0.000255195,0.000449068,
SmoothPoly,GPULinearSparse,376,65.947,2.63503e+07,37.9502,8, 0.000257343,,2.31943e-05,0.000185292,0.000257343,
SmoothPoly,GPULinearSparse,380,67.797,2.84477e+07,35.1522,8, 0.000318156,,0.000117564,0.000121841,0.000318156,
SmoothPoly,GPULinearSparse,384,70.558,2.90043e+07,34.4776,8, 0.000224448,,0.000224448,7.19691e-05,0.000202479,
SmoothPoly,GPULinearSparse,388,73.621,3.09063e+07,32.3558,8, 0.000420446,,0.000166885,3.82925e-05,0.000420446,
SmoothPoly,GPULinearSparse,392,76.087,3.28377e+07,30.4528,8, 0.000242688,,0.000200447,4.2537e-05,0.000242688,
SmoothPoly,GPULinearSparse,396,78.161,3.37537e+07,29.6264,8, 0.00029906,,0.000188857,6.77863e-05,0.00029906,
SmoothPoly,GPULinearSparse,400,81.171,3.42807e+07,29.1709,8, 0.000189701,,0.000149851,9.84559e-05,0.000189701,
SmoothPoly,GPULinearSparse,404,83.828,3.64225e+07,27.4555,8, 0.000395533,,9.17868e-05,0.00012166,0.000395533,
SmoothPoly,GPULinearSparse,408,86.438,3.65871e+07,27.332,8, 0.000228668,,2.11979e-05,0.00013729,0.000228668,
SmoothPoly,GPULinearSparse,412,90.378,3.98787e+07,25.076,8, 0.00028189,,0.000104746,0.000144203,0.00028189,
SmoothPoly,GPULinearSparse,416,92.923,3.96784e+07,25.2026,8, 0.000199847,,0.000199847,0.000140913,0.000177999,
SmoothPoly,GPULinearSparse,420,96.891,4.37177e+07,22.8741,8, 0.000372633,,0.000148406,0.000125443,0.000372633,
SmoothPoly,GPULinearSparse,424,99.97,4.51203e+07,22.163,8, 0.000217078,,0.000178305,0.000103389,0.000217078,
SmoothPoly,GPULinearSparse,428,102.703,4.55963e+07,21.9316,8, 0.000266977,,0.000168197,8.83325e-05,0.000266977,
SmoothPoly,GPULinearSparse,432,105.621,4.83721e+07,20.6731,8, 0.000167208,,0.000133584,0.000149987,0.000167208,
SmoothPoly,GPULinearSparse,436,108.985,4.9607e+07,20.1584,8, 0.000351638,,8.20295e-05,0.000202324,0.000351638,
SmoothPoly,GPULinearSparse,440,112.749,5.13286e+07,19.4823,8, 0.000206078,,1.95142e-05,0.000147546,0.000206078,
SmoothPoly,GPULinearSparse,444,115.868,5.40817e+07,18.4905,8, 0.000252826,,9.43028e-05,9.75332e-05,0.000252826,
SmoothPoly,GPULinearSparse,448,119.039,5.71824e+07,17.4879,8, 0.00017947,,0.00017947,5.68985e-05,0.000158347,
