FunctionName, Calculator,N,Init time (s), Calc.time(s), Calc.Freq(hz), Bytes, MaxError, FirstBlank, Err1, Err2, Err3, Blank
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,136,31.987,2.07417e+07,48.212,8, 6.90194e-07,,6.90194e-07,3.40637e-07,4.6631e-07,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,140,32,2.43894e+07,41.0015,8, 6.44528e-07,,6.44528e-07,3.03946e-07,5.37246e-07,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,144,34.55,2.47064e+07,40.4754,8, 6.32844e-07,,6.32844e-07,2.92593e-07,4.25659e-07,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,148,39.1,2.70089e+07,37.0249,8, 6.16011e-07,,6.16011e-07,2.83386e-07,2.71144e-07,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,152,43.636,2.91054e+07,34.3578,8, 5.73418e-07,,5.73418e-07,2.72174e-07,2.5662e-07,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,156,44.736,4.11392e+07,24.3077,8, 5.02377e-07,,5.02377e-07,2.5923e-07,3.16693e-07,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,160,49.373,3.36711e+07,29.6991,8, 4.14964e-07,,4.14964e-07,2.43728e-07,2.98598e-07,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,164,53.947,3.84796e+07,25.9878,8, 3.37341e-07,,3.37341e-07,2.26043e-07,2.02161e-07,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,168,58.362,4.62417e+07,21.6255,8, 2.96056e-07,,2.96056e-07,2.06816e-07,1.61999e-07,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,172,62.129,4.37951e+07,22.8336,8, 2.82483e-07,,2.82483e-07,1.86644e-07,1.8239e-07,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,176,68.56,5.57605e+07,17.9338,8, 2.79699e-07,,2.79699e-07,1.6637e-07,2.04575e-07,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,180,74.322,5.05406e+07,19.7861,8, 2.73922e-07,,2.73922e-07,1.46592e-07,1.61162e-07,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,184,78.984,5.3599e+07,18.6571,8, 2.57511e-07,,2.57511e-07,1.27846e-07,1.1139e-07,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,188,84.217,5.66087e+07,17.6651,8, 2.29404e-07,,2.29404e-07,1.10605e-07,1.09217e-07,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,192,92.479,5.9718e+07,16.7454,8, 1.94495e-07,,1.94495e-07,9.51885e-08,1.35266e-07,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,196,97.553,6.34101e+07,15.7704,8, 1.63662e-07,,1.63662e-07,8.18556e-08,1.25224e-07,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,200,106.841,6.77932e+07,14.7508,8, 1.47588e-07,,1.47588e-07,7.11429e-08,8.65953e-08,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,204,113.446,7.13251e+07,14.0203,8, 1.42769e-07,,1.42769e-07,6.39153e-08,7.40019e-08,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,208,121.348,9.65681e+07,10.3554,8, 1.42151e-07,,1.42151e-07,5.92721e-08,8.62481e-08,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,212,129.291,7.81272e+07,12.7996,8, 1.39809e-07,,1.39809e-07,5.49775e-08,9.37685e-08,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,216,138.668,1.94867e+08,5.1317,8, 1.32362e-07,,1.32362e-07,5.11205e-08,7.35069e-08,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,220,147.775,9.12361e+07,10.9606,8, 1.19346e-07,,1.19346e-07,4.82872e-08,5.40852e-08,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,224,154.949,9.18087e+07,10.8922,8, 1.03108e-07,,1.03108e-07,4.78441e-08,5.48747e-08,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,228,197.182,9.82412e+07,10.179,8, 8.89005e-08,,8.89005e-08,4.75662e-08,6.72392e-08,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,232,222.56,1.03623e+08,9.6504,8, 8.16801e-08,,8.16801e-08,4.70994e-08,6.10043e-08,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,236,209.839,1.09694e+08,9.11627,8, 7.97583e-08,,7.97583e-08,4.61886e-08,4.29371e-08,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,240,218.937,1.14083e+08,8.76557,8, 7.9725e-08,,7.9725e-08,4.47671e-08,3.86378e-08,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,244,286.99,1.22508e+08,8.16272,8, 7.86618e-08,,7.86618e-08,4.29263e-08,4.61945e-08,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,248,300.681,3.05917e+08,3.26886,8, 7.48734e-08,,7.48734e-08,4.06923e-08,4.8781e-08,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,252,227.997,1.57267e+08,6.35862,8, 6.81374e-08,,6.81374e-08,3.79322e-08,3.79135e-08,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,256,275.487,2.31301e+08,4.32337,8, 5.9714e-08,,5.9714e-08,3.49334e-08,2.93179e-08,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,260,490.154,1.51697e+08,6.59208,8, 5.24255e-08,,5.24255e-08,3.19013e-08,3.09236e-08,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,264,481.926,3.24563e+08,3.08106,8, 4.88241e-08,,4.88241e-08,2.89396e-08,3.70444e-08,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,268,451.934,1.64955e+08,6.06225,8, 4.79973e-08,,4.79973e-08,2.60791e-08,3.30658e-08,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,272,444.791,1.70951e+08,5.84964,8, 4.81149e-08,,4.81149e-08,2.32374e-08,2.38063e-08,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,276,446.014,3.72528e+08,2.68436,8, 4.75906e-08,,4.75906e-08,2.06883e-08,2.22241e-08,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,280,781.444,1.86092e+08,5.37367,8, 4.54939e-08,,4.54939e-08,1.85659e-08,2.69599e-08,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,284,788.586,4.14185e+08,2.41438,8, 4.17062e-08,,4.17062e-08,1.69403e-08,2.75939e-08,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,288,401.18,2.50459e+08,3.99268,8, 3.69667e-08,,3.69667e-08,1.58335e-08,2.13129e-08,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,292,427.389,2.19846e+08,4.54863,8, 3.29089e-08,,3.29089e-08,1.50458e-08,1.74039e-08,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,296,438.326,2.49555e+08,4.00714,8, 3.09627e-08,,3.09627e-08,1.42933e-08,1.90905e-08,
Smooth exp(-Ar^2-b*rho^2),bicubic interp; GPU Sparse Matrix  ,300,434.478,2.3484e+08,4.25822,8, 3.0592e-08,,3.0592e-08,1.40408e-08,2.20999e-08,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; GPU Dense Matrix ,8,0.228,202873,4929.19,8, 0.692435,,0.670663,0.692435,0.677015,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; GPU Dense Matrix ,12,0.071,201559,4961.33,8, 0.239812,,0.239812,0.197559,0.204463,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; GPU Dense Matrix ,16,0.092,221883,4506.88,8, 0.0614392,,0.0597624,0.0614392,0.0583091,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; GPU Dense Matrix ,20,0.11,290648,3440.59,8, 0.011308,,0.0109348,0.0101213,0.011308,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; GPU Dense Matrix ,24,0.092,294138,3399.76,8, 0.0019714,,0.00177997,0.00171022,0.0019714,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; GPU Dense Matrix ,28,0.1,279642,3576,8, 0.00039512,,0.000199943,0.00039512,0.000261599,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; GPU Dense Matrix ,32,0.135,576241,1735.39,8, 3.1775e-05,,1.50327e-05,2.78867e-05,3.1775e-05,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; GPU Dense Matrix ,36,0.26,557795,1792.77,8, 2.90858e-06,,5.99514e-07,2.90858e-06,2.6313e-06,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; GPU Dense Matrix ,40,0.408,656637,1522.91,8, 3.63794e-07,,3.86566e-08,3.63794e-07,2.20994e-07,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; GPU Dense Matrix ,44,0.541,962673,1038.77,8, 1.39764e-08,,5.11908e-09,1.25458e-08,1.39764e-08,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; GPU Dense Matrix ,48,0.661,1.19813e+06,834.632,8, 1.11919e-09,,4.8709e-10,1.11919e-09,8.03417e-10,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; GPU Dense Matrix ,52,0.828,1.34132e+06,745.535,8, 6.09443e-11,,3.16497e-11,6.09443e-11,3.77829e-11,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; GPU Dense Matrix ,56,0.962,1.61826e+06,617.948,8, 2.47713e-11,,5.01311e-12,5.91326e-12,2.47713e-11,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; GPU Dense Matrix ,60,1.427,2.41547e+06,413.998,8, 2.43016e-11,,4.3147e-12,5.09714e-12,2.43016e-11,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; GPU Dense Matrix ,64,2.112,2.40484e+06,415.827,8, 1.38932e-11,,3.73456e-12,5.31991e-12,1.38932e-11,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; GPU Dense Matrix ,68,2.254,3.64301e+06,274.498,8, 1.98055e-11,,3.75132e-12,7.00677e-12,1.98055e-11,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; GPU Dense Matrix ,72,3.033,4.418e+06,226.347,8, 2.31933e-11,,4.81423e-12,8.83527e-12,2.31933e-11,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; GPU Dense Matrix ,76,3.568,4.38473e+06,228.064,8, 2.44753e-11,,5.0898e-12,1.07746e-11,2.44753e-11,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; GPU Dense Matrix ,80,4.132,6.34176e+06,157.685,8, 1.50018e-11,,5.13572e-12,6.45267e-12,1.50018e-11,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; GPU Dense Matrix ,84,5.363,7.65981e+06,130.552,8, 1.71119e-11,,4.83057e-12,7.86703e-12,1.71119e-11,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; GPU Dense Matrix ,88,6.276,7.81064e+06,128.03,8, 2.14978e-11,,4.35995e-12,9.32764e-12,2.14978e-11,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; GPU Dense Matrix ,92,7.615,8.78721e+06,113.802,8, 2.46853e-11,,3.90436e-12,1.08225e-11,2.46853e-11,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; GPU Dense Matrix ,96,10.261,1.05767e+07,94.5475,8, 2.20603e-11,,3.33476e-12,1.23374e-11,2.20603e-11,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; GPU Dense Matrix ,100,9.992,1.15981e+07,86.221,8, 1.38536e-11,,3.28585e-12,1.38536e-11,1.37238e-11,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; GPU Dense Matrix ,104,12.234,1.60318e+07,62.3759,8, 1.94764e-11,,4.25831e-12,7.59393e-12,1.94764e-11,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; GPU Dense Matrix ,108,13.966,1.85773e+07,53.8292,8, 2.20403e-11,,4.58876e-12,8.59502e-12,2.20403e-11,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; GPU Dense Matrix ,112,15.829,1.8586e+07,53.8039,8, 2.24667e-11,,4.49587e-12,9.5764e-12,2.24667e-11,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; GPU Dense Matrix ,116,19.966,2.094e+07,47.7555,8, 1.2398e-11,,4.33317e-12,1.05319e-11,1.2398e-11,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; GPU Dense Matrix ,120,22.725,2.35435e+07,42.4746,8, 1.7314e-11,,3.97483e-12,1.14526e-11,1.7314e-11,
Smooth exp(-Ar^2-b*rho^2),chebyshev interp; GPU Dense Matrix ,124,26.971,2.76203e+07,36.2052,8, 1.93832e-11,,3.61013e-12,1.23338e-11,1.93832e-11,
