functionName, calculator,N,initTime, calcTime, calcHz, bytes, maxError, blankColumn, err1, err2, err3, Blank
NonsmoothRungeAbs,GPUBicubicSparse,8,0.146,393981,2538.19,4, 0.098851,,0.0740557,0.098851,0.0842347,
NonsmoothRungeAbs,GPUBicubicSparse,12,0.033,118899,8410.5,4, 0.109029,,0.0448621,0.0436765,0.109029,
NonsmoothRungeAbs,GPUBicubicSparse,16,0.026,178869,5590.68,4, 0.44069,,0.148907,0.1837,0.44069,
NonsmoothRungeAbs,GPUBicubicSparse,20,0.05,210750,4744.96,4, 1.84586,,0.719863,0.68414,1.84586,
NonsmoothRungeAbs,GPUBicubicSparse,24,0.124,301578,3315.89,4, 3.79815,,1.27711,2.56788,3.79815,
NonsmoothRungeAbs,GPUBicubicSparse,28,0.195,420503,2378.1,4, 19.2272,,3.97418,6.80063,19.2272,
NonsmoothRungeAbs,GPUBicubicSparse,32,0.272,562686,1777.19,4, 30.0221,,6.88084,22.7652,30.0221,
NonsmoothRungeAbs,GPUBicubicSparse,36,0.425,717517,1393.7,4, 48.1,,9.77748,38.587,48.1,
NonsmoothRungeAbs,GPUBicubicSparse,40,0.559,731994,1366.13,4, 124.158,,40.5099,50.3682,124.158,
NonsmoothRungeAbs,GPUBicubicSparse,44,0.703,875887,1141.7,4, 172.459,,111.072,105.817,172.459,
NonsmoothRungeAbs,GPUBicubicSparse,48,0.91,1.05209e+06,950.492,4, 256.849,,119.854,256.849,247.555,
NonsmoothRungeAbs,GPUBicubicSparse,52,1.224,1.09796e+06,910.776,4, 572.286,,123.133,177.787,572.286,
NonsmoothRungeAbs,GPUBicubicSparse,56,1.543,1.24169e+06,805.354,4, 980.805,,186.078,255.291,980.805,
NonsmoothRungeAbs,GPUBicubicSparse,60,1.802,1.42432e+06,702.092,4, 1592,,137.359,660.798,1592,
NonsmoothRungeAbs,GPUBicubicSparse,64,2.138,1.61541e+06,619.039,4, 1961.05,,490.495,575.433,1961.05,
NonsmoothRungeAbs,GPUBicubicSparse,68,2.812,1.85453e+06,539.219,4, 1875.88,,332.867,582.395,1875.88,
NonsmoothRungeAbs,GPUBicubicSparse,72,3.415,2.26918e+06,440.688,4, 2699.98,,864.389,1615.73,2699.98,
NonsmoothRungeAbs,GPUBicubicSparse,76,3.914,2.24211e+06,446.008,4, 5353.94,,705.253,3005.8,5353.94,
NonsmoothRungeAbs,GPUBicubicSparse,80,4.571,2.55256e+06,391.764,4, 7083.66,,1567.93,3896.79,7083.66,
NonsmoothRungeAbs,GPUBicubicSparse,84,5.175,2.93043e+06,341.247,4, 10968.8,,3059.54,6209.28,10968.8,
NonsmoothRungeAbs,GPUBicubicSparse,88,5.999,3.03414e+06,329.583,4, 10516.2,,2605.16,6642.19,10516.2,
NonsmoothRungeAbs,GPUBicubicSparse,92,6.952,3.35574e+06,297.997,4, 20049.4,,6278.74,11966.1,20049.4,
NonsmoothRungeAbs,GPUBicubicSparse,96,7.275,4.06772e+06,245.838,4, 26778.6,,6426.92,19149.9,26778.6,
NonsmoothRungeAbs,GPUBicubicSparse,100,8.714,4.39911e+06,227.319,4, 19690.1,,5918.32,8049.31,19690.1,
NonsmoothRungeAbs,GPUBicubicSparse,104,9.657,4.85438e+06,205.999,4, 27566.1,,10512.1,18461.9,27566.1,
NonsmoothRungeAbs,GPUBicubicSparse,108,10.978,5.16556e+06,193.59,4, 33849.2,,6190.99,12452.5,33849.2,
NonsmoothRungeAbs,GPUBicubicSparse,112,11.896,5.61704e+06,178.03,4, 25845.3,,13257.1,11386.6,25845.3,
NonsmoothRungeAbs,GPUBicubicSparse,116,13.641,5.94929e+06,168.087,4, 35093.3,,12542.9,16443.6,35093.3,
NonsmoothRungeAbs,GPUBicubicSparse,120,14.963,6.38596e+06,156.593,4, 39919.4,,5800.87,18222.8,39919.4,
NonsmoothRungeAbs,GPUBicubicSparse,124,16.478,6.83929e+06,146.214,4, 44529.7,,17259,21795.6,44529.7,
NonsmoothRungeAbs,GPUBicubicSparse,128,18.046,7.35015e+06,136.052,4, 53302.1,,16303.3,36461.6,53302.1,
NonsmoothRungeAbs,GPUBicubicSparse,132,20.623,8.05756e+06,124.107,4, 5836.88,,5725.2,5836.88,0,
NonsmoothRungeAbs,GPUBicubicSparse,136,21.991,8.46422e+06,118.144,4, 229471,,13672.3,229471,102479,
NonsmoothRungeAbs,GPUBicubicSparse,140,23.988,9.03716e+06,110.654,4, 79047.9,,18812.4,44044.3,79047.9,
NonsmoothRungeAbs,GPUBicubicSparse,144,26.834,9.81087e+06,101.928,4, 53965.6,,16079,53965.6,39686.4,
NonsmoothRungeAbs,GPUBicubicSparse,148,27.425,1.03282e+07,96.822,4, 82578,,11911.2,50098.9,82578,
NonsmoothRungeAbs,GPUBicubicSparse,152,29.174,1.0985e+07,91.0334,4, 87958.3,,30567.4,87958.3,86100,
NonsmoothRungeAbs,GPUBicubicSparse,156,31.269,1.16935e+07,85.518,4, 77733.9,,24059,42791.1,77733.9,
NonsmoothRungeAbs,GPUBicubicSparse,160,33.958,1.26629e+07,78.971,4, 82909.4,,25696.3,34605.4,82909.4,
NonsmoothRungeAbs,GPUBicubicSparse,164,37.68,1.40987e+07,70.9286,4, 250062,,25711.4,172874,250062,
NonsmoothRungeAbs,GPUBicubicSparse,168,40.128,1.43503e+07,69.6849,4, 214783,,24518.4,143738,214783,
NonsmoothRungeAbs,GPUBicubicSparse,172,43.21,1.48591e+07,67.2989,4, 197633,,27027.9,197633,122435,
NonsmoothRungeAbs,GPUBicubicSparse,176,45.69,1.61519e+07,61.9121,4, 78705.7,,13259.4,59092.2,78705.7,
NonsmoothRungeAbs,GPUBicubicSparse,180,50.53,1.68842e+07,59.2269,4, 340562,,33991,283523,340562,
NonsmoothRungeAbs,GPUBicubicSparse,184,52.426,1.77773e+07,56.2514,4, 120351,,120351,42201.8,0,
NonsmoothRungeAbs,GPUBicubicSparse,188,57.19,1.91796e+07,52.1387,4, 331917,,134083,186461,331917,
NonsmoothRungeAbs,GPUBicubicSparse,192,61.944,2.03132e+07,49.229,4, 152886,,152886,50588.3,0,
NonsmoothRungeAbs,GPUBicubicSparse,196,67.344,2.12042e+07,47.1605,4, 39793,,39793,12763.2,0,
NonsmoothRungeAbs,GPUBicubicSparse,200,71.564,2.33509e+07,42.8249,4, 437069,,40721.5,437069,197833,
NonsmoothRungeAbs,GPUBicubicSparse,204,76.717,2.35123e+07,42.531,4, 391367,,27808.6,248842,391367,
NonsmoothRungeAbs,GPUBicubicSparse,208,80.7,2.48654e+07,40.2165,4, 175664,,31951.8,175664,0,
NonsmoothRungeAbs,GPUBicubicSparse,212,86.073,2.96591e+07,33.7164,4, 306456,,29367.8,99973.6,306456,
NonsmoothRungeAbs,GPUBicubicSparse,216,90.149,2.9314e+07,34.1134,4, 643153,,36094.5,501269,643153,
