functionName, calculator,N,initTime, calcTime, calcHz, bytes, maxError, blankColumn, err1, err2, err3, Blank
NonsmoothRungeAbs,CPUChebDense,8,0.032,58437,17112.4,8, 0.28091,,0.28091,0.120348,0.15718,
NonsmoothRungeAbs,CPUChebDense,12,0.005,116643,8573.17,8, 0.107778,,0.107778,0.0518087,0.059258,
NonsmoothRungeAbs,CPUChebDense,16,0.017,449651,2223.95,8, 0.0614577,,0.0614577,0.0305884,0.03531,
NonsmoothRungeAbs,CPUChebDense,20,0.009,1.14984e+06,869.684,8, 0.0322201,,0.0322201,0.019237,0.0231891,
NonsmoothRungeAbs,CPUChebDense,24,0.014,2.61462e+06,382.464,8, 0.0216197,,0.0216197,0.0125865,0.017791,
NonsmoothRungeAbs,CPUChebDense,28,0.048,5.03888e+06,198.457,8, 0.0201149,,0.0201149,0.0112417,0.0195667,
NonsmoothRungeAbs,CPUChebDense,32,0.036,1.74051e+07,57.4546,8, 0.0186985,,0.0186985,0.00945909,0.0144444,
NonsmoothRungeAbs,CPUChebDense,36,0.079,1.65613e+07,60.3818,8, 0.0123668,,0.0108099,0.00842136,0.0123668,
NonsmoothRungeAbs,CPUChebDense,40,0.088,2.75368e+07,36.315,8, 0.0125965,,0.0098248,0.00793186,0.0125965,
NonsmoothRungeAbs,CPUChebDense,44,0.118,3.88596e+07,25.7337,8, 0.0153515,,0.00980502,0.0081351,0.0153515,
NonsmoothRungeAbs,CPUChebDense,48,0.237,9.623e+07,10.3918,8, 0.0109539,,0.010164,0.00839797,0.0109539,
NonsmoothRungeAbs,CPUChebDense,52,0.414,8.12502e+07,12.3077,8, 0.0108883,,0.0108883,0.00956289,0.0103632,
NonsmoothRungeAbs,CPUChebDense,56,0.463,1.0876e+08,9.19454,8, 0.0118026,,0.0118026,0.00884513,0.0106379,
NonsmoothRungeAbs,CPUChebDense,60,0.613,1.38235e+08,7.23405,8, 0.0132226,,0.0132226,0.0081662,0.011941,
NonsmoothRungeAbs,CPUChebDense,64,0.681,3.68594e+08,2.71301,8, 0.0128473,,0.0128473,0.00694214,0.00849121,
NonsmoothRungeAbs,CPUChebDense,68,0.821,2.28972e+08,4.36735,8, 0.00851203,,0.00851203,0.00614959,0.00782506,
NonsmoothRungeAbs,CPUChebDense,72,0.971,3.05565e+08,3.27262,8, 0.00793685,,0.00757397,0.00505677,0.00793685,
NonsmoothRungeAbs,CPUChebDense,76,1.58,4.46504e+08,2.23962,8, 0.00920116,,0.00719765,0.00442873,0.00920116,
NonsmoothRungeAbs,CPUChebDense,80,1.31,7.84226e+08,1.27514,8, 0.00701245,,0.00686611,0.00447281,0.00701245,
NonsmoothRungeAbs,CPUChebDense,84,1.577,6.22542e+08,1.60632,8, 0.00690608,,0.00690608,0.00425074,0.00672499,
NonsmoothRungeAbs,CPUChebDense,88,1.885,7.21332e+08,1.38632,8, 0.00777139,,0.00777139,0.00419778,0.00709106,
NonsmoothRungeAbs,CPUChebDense,92,2.207,8.46091e+08,1.18191,8, 0.00920202,,0.00920202,0.0040457,0.00844441,
NonsmoothRungeAbs,CPUChebDense,96,2.58,1.78954e+09,0.558803,8, 0.00939212,,0.00939212,0.00395288,0.0063359,
NonsmoothRungeAbs,CPUChebDense,100,3.1,1.20651e+09,0.828838,8, 0.00667273,,0.00667273,0.00383871,0.00601123,
NonsmoothRungeAbs,CPUChebDense,104,3.594,1.36911e+09,0.7304,8, 0.00624308,,0.00619564,0.00377567,0.00624308,
NonsmoothRungeAbs,CPUChebDense,108,4.184,1.5747e+09,0.635044,8, 0.00735697,,0.00605546,0.00386446,0.00735697,
NonsmoothRungeAbs,CPUChebDense,112,4.81,2.93473e+09,0.340747,8, 0.00590129,,0.00590129,0.00419902,0.00544292,
NonsmoothRungeAbs,CPUChebDense,116,5.496,2.08172e+09,0.480371,8, 0.00556671,,0.00556671,0.0048971,0.00517277,
NonsmoothRungeAbs,CPUChebDense,120,6.191,2.42574e+09,0.412246,8, 0.00607669,,0.00607669,0.00468779,0.00543691,
NonsmoothRungeAbs,CPUChebDense,124,7.25,2.7113e+09,0.368826,8, 0.00717692,,0.00717692,0.00439218,0.00647931,
Finished a list. std::bad_alloc
