functionName, calculator,N,initTime, calcTime, calcHz, bytes, maxError, blankColumn, err1, err2, err3, Blank
SmoothPoly,GPUChebDense,8,0.216,97286,10279,8, 5.64979e-16,,3.48478e-16,3.69881e-16,5.64979e-16,
SmoothPoly,GPUChebDense,12,0.006,93537,10691,8, 3.68925e-16,,3.3998e-16,2.87748e-16,3.68925e-16,
SmoothPoly,GPUChebDense,16,0.022,101179,9883.47,8, 7.32137e-16,,5.06056e-16,4.27878e-16,7.32137e-16,
SmoothPoly,GPUChebDense,20,0.016,142762,7004.67,8, 5.4723e-16,,4.48315e-16,2.84168e-16,5.4723e-16,
SmoothPoly,GPUChebDense,24,0.016,183730,5442.77,8, 5.45443e-16,,4.47524e-16,2.83601e-16,5.45443e-16,
SmoothPoly,GPUChebDense,28,0.037,233242,4287.39,8, 5.58822e-16,,5.58822e-16,2.83268e-16,5.44305e-16,
SmoothPoly,GPUChebDense,32,0.041,323121,3094.82,8, 5.4358e-16,,4.46761e-16,2.83055e-16,5.4358e-16,
SmoothPoly,GPUChebDense,36,0.077,386677,2586.14,8, 5.4309e-16,,4.4656e-16,2.82911e-16,5.4309e-16,
SmoothPoly,GPUChebDense,40,0.136,497027,2011.96,8, 7.23658e-16,,4.46418e-16,4.24214e-16,7.23658e-16,
SmoothPoly,GPUChebDense,44,0.297,776964,1287.06,8, 5.42489e-16,,4.46313e-16,4.24102e-16,5.42489e-16,
SmoothPoly,GPUChebDense,48,0.4,1.04863e+06,953.627,8, 7.23062e-16,,5.57793e-16,4.24018e-16,7.23062e-16,
SmoothPoly,GPUChebDense,52,0.517,1.11068e+06,900.349,8, 5.42148e-16,,4.46174e-16,2.82635e-16,5.42148e-16,
SmoothPoly,GPUChebDense,56,0.722,1.22866e+06,813.896,8, 7.22708e-16,,5.57657e-16,4.239e-16,7.22708e-16,
SmoothPoly,GPUChebDense,60,0.956,2.07798e+06,481.238,8, 7.22582e-16,,5.57608e-16,5.65145e-16,7.22582e-16,
SmoothPoly,GPUChebDense,64,1.283,1.85926e+06,537.848,8, 7.2248e-16,,5.57569e-16,2.8255e-16,7.2248e-16,
SmoothPoly,GPUChebDense,68,1.599,3.0096e+06,332.27,8, 7.22395e-16,,4.46029e-16,4.23797e-16,7.22395e-16,
SmoothPoly,GPUChebDense,72,2.057,3.76532e+06,265.581,8, 9.02906e-16,,5.57509e-16,5.65031e-16,9.02906e-16,
SmoothPoly,GPUChebDense,76,2.592,3.40485e+06,293.699,8, 5.41699e-16,,4.45989e-16,2.82502e-16,5.41699e-16,
SmoothPoly,GPUChebDense,80,3.121,5.18404e+06,192.9,8, 7.22214e-16,,4.45973e-16,4.23737e-16,7.22214e-16,
SmoothPoly,GPUChebDense,84,3.944,6.31217e+06,158.424,8, 3.6315e-13,,3.6315e-13,5.64963e-16,9.02713e-16,
SmoothPoly,GPUChebDense,88,4.551,6.15407e+06,162.494,8, 3.63364e-13,,3.63364e-13,2.82473e-16,7.22132e-16,
SmoothPoly,GPUChebDense,92,5.89,6.67891e+06,149.725,8, 3.62547e-13,,3.62547e-13,4.23699e-16,7.22099e-16,
SmoothPoly,GPUChebDense,96,7.573,8.29509e+06,120.553,8, 3.62819e-13,,3.62819e-13,1.27107e-15,7.22071e-16,
SmoothPoly,GPUChebDense,100,8.293,9.0847e+06,110.075,8, 3.63258e-13,,3.63258e-13,4.23681e-16,6.3179e-16,
SmoothPoly,GPUChebDense,104,9.45,1.31265e+07,76.1815,8, 3.62472e-13,,3.62472e-13,4.23673e-16,7.22023e-16,
SmoothPoly,GPUChebDense,108,11.924,1.58112e+07,63.2464,8, 3.62941e-13,,3.62941e-13,4.23667e-16,7.22003e-16,
SmoothPoly,GPUChebDense,112,14.087,1.46879e+07,68.0832,8, 3.63215e-13,,3.63215e-13,5.64881e-16,7.21985e-16,
SmoothPoly,GPUChebDense,116,16.245,1.63776e+07,61.059,8, 3.63434e-13,,3.63434e-13,5.64874e-16,9.02461e-16,
SmoothPoly,GPUChebDense,120,18.435,1.82674e+07,54.7423,8, 3.6279e-13,,3.6279e-13,2.82434e-16,7.21954e-16,
SmoothPoly,GPUChebDense,124,22.147,2.2137e+07,45.1733,8, 3.63065e-13,,3.63065e-13,4.23646e-16,7.21941e-16,
Finished a list. std::bad_alloc
