function_name, calculator,N,init-time, calc-time, calc-hz, bytes, max-error, blank-column, err1, err2, err3, Blank
Smooth_runge,CPU-DCT-nopad,8,0.003,4657,214731,4, 0.929349,,0.0178227,0.165549,0.929349,
Smooth_runge,CPU-DCT-nopad,12,0.006,25102,39837.5,4, 0.935129,,0.00627694,0.19906,0.935129,
Smooth_runge,CPU-DCT-nopad,16,0.007,40740,24545.9,4, 1.08437,,0.00503725,0.30634,1.08437,
Smooth_runge,CPU-DCT-nopad,20,0.022,24242,41250.7,4, 1.25614,,0.00403963,0.374152,1.25614,
Smooth_runge,CPU-DCT-nopad,24,0.031,57616,17356.3,4, 1.38245,,0.0032198,0.419101,1.38245,
Smooth_runge,CPU-DCT-nopad,28,0.017,82832,12072.6,4, 1.47622,,0.00242284,0.455981,1.47622,
Smooth_runge,CPU-DCT-nopad,32,0.021,62216,16073,4, 1.54643,,0.0017434,0.481141,1.54643,
Smooth_runge,CPU-DCT-nopad,36,0.047,215511,4640.13,4, 1.60007,,0.00103939,0.500339,1.60007,
Smooth_runge,CPU-DCT-nopad,40,0.052,140228,7131.24,4, 1.64625,,0.000485152,0.516162,1.64625,
Smooth_runge,CPU-DCT-nopad,44,0.012,181989,5494.84,4, 1.68388,,0.000657809,0.528301,1.68388,
Smooth_runge,CPU-DCT-nopad,48,0.048,220918,4526.57,4, 1.71386,,0.00075485,0.539023,1.71386,
