function_name, calculator,N,init-time, calc-time, calc-hz, bytes, max-error, blank-column, err1, err2, err3, Blank
Smooth_exp,CPU-linear-quad,8,0,3.05376e+06,327.465,8, 0.477316,,0.477316,0.39659,0.448937,
Smooth_exp,CPU-linear-quad,12,0,9.25567e+06,108.042,8, 0.342585,,0.342585,0.229055,0.319784,
Smooth_exp,CPU-linear-quad,16,0,2.24769e+07,44.4902,8, 0.213576,,0.213576,0.155686,0.15399,
Smooth_exp,CPU-linear-quad,20,0,4.78674e+07,20.891,8, 0.145748,,0.125142,0.0992022,0.145748,
Smooth_exp,CPU-linear-quad,24,0,7.21064e+07,13.8684,8, 0.0983031,,0.0675576,0.0900332,0.0983031,
Smooth_exp,CPU-linear-quad,28,0,1.23617e+08,8.0895,8, 0.0882216,,0.0302601,0.0757918,0.0882216,
Smooth_exp,CPU-linear-quad,32,0,1.79665e+08,5.5659,8, 0.0621767,,0.00801628,0.0621767,0.0356034,
Smooth_exp,CPU-linear-quad,36,0,2.6831e+08,3.72703,8, 0.0637658,,0.0527949,0.048686,0.0637658,
Smooth_exp,CPU-linear-quad,40,0,3.75797e+08,2.66101,8, 0.0547063,,0.0547063,0.033207,0.0313133,
Smooth_exp,CPU-linear-quad,44,0,4.7365e+08,2.11126,8, 0.0460431,,0.0460431,0.022227,0.0437708,
Smooth_exp,CPU-linear-quad,48,0,5.60229e+08,1.78498,8, 0.0342867,,0.0342867,0.0306023,0.0168102,
Smooth_exp,CPU-linear-quad,52,0,7.93593e+08,1.26009,8, 0.0412826,,0.0224161,0.0412826,0.0341871,
Smooth_exp,CPU-linear-quad,56,0,1.0161e+09,0.984155,8, 0.0301357,,0.011747,0.0301357,0.0158304,
Smooth_exp,CPU-linear-quad,60,0,1.15708e+09,0.864246,8, 0.0269762,,0.00294054,0.0216165,0.0269762,
Smooth_exp,CPU-linear-quad,64,0,1.4207e+09,0.703876,8, 0.0144034,,0.00616677,0.0144034,0.0105065,
Smooth_exp,CPU-linear-quad,68,0,1.84015e+09,0.543434,8, 0.0223594,,0.0156468,0.00978468,0.0223594,
Smooth_exp,CPU-linear-quad,72,0,1.93484e+09,0.516838,8, 0.0192165,,0.0192165,0.00784257,0.00926502,
Smooth_exp,CPU-linear-quad,76,0,2.37164e+09,0.421648,8, 0.0180139,,0.0172394,0.0066718,0.0180139,
Smooth_exp,CPU-linear-quad,80,0,2.85963e+09,0.349696,8, 0.0135399,,0.0135399,0.0079807,0.00757572,
Smooth_exp,CPU-linear-quad,84,0,3.26987e+09,0.305823,8, 0.0159933,,0.00915041,0.00958431,0.0159933,
Smooth_exp,CPU-linear-quad,88,0,3.75947e+09,0.265995,8, 0.0103432,,0.00450466,0.0103432,0.0058404,
Smooth_exp,CPU-linear-quad,92,0,4.15422e+09,0.240719,8, 0.012905,,0.00142057,0.0100762,0.012905,
Smooth_exp,CPU-linear-quad,96,0,4.87643e+09,0.205068,8, 0.00964576,,0.00490535,0.00964576,0.00564018,
Smooth_exp,CPU-linear-quad,100,0,5.52794e+09,0.180899,8, 0.0122467,,0.00739985,0.00855658,0.0122467,
Smooth_exp,CPU-linear-quad,104,0,6.21607e+09,0.160873,8, 0.00978223,,0.00978223,0.00632666,0.00455185,
Smooth_exp,CPU-linear-quad,108,0,6.63626e+09,0.150687,8, 0.0101125,,0.00923967,0.00350828,0.0101125,
Smooth_exp,CPU-linear-quad,112,0,7.80276e+09,0.12816,8, 0.00749775,,0.00749775,0.00721078,0.00441572,
Smooth_exp,CPU-linear-quad,116,0,8.42702e+09,0.118666,8, 0.011774,,0.00512256,0.011774,0.00965257,
Smooth_exp,CPU-linear-quad,120,0,9.53953e+09,0.104827,8, 0.0088819,,0.00225338,0.0088819,0.00340383,
Smooth_exp,CPU-linear-quad,124,0,1.03073e+10,0.0970188,8, 0.00810372,,0.00104461,0.00645439,0.00810372,
Smooth_exp,CPU-linear-quad,128,0,1.14237e+10,0.0875374,8, 0.00437752,,0.00378818,0.00437752,0.00368815,
Smooth_exp,CPU-linear-quad,132,0,1.20702e+10,0.0828489,8, 0.00797006,,0.00434935,0.00295432,0.00797006,
Smooth_exp,CPU-linear-quad,136,0,1.31907e+10,0.075811,8, 0.00610025,,0.00610025,0.00228663,0.00247886,
Smooth_exp,CPU-linear-quad,140,0,1.3826e+10,0.0723272,8, 0.00664533,,0.00590342,0.00234365,0.00664533,
Smooth_exp,CPU-linear-quad,144,0,1.55169e+10,0.0644459,8, 0.00483626,,0.00483626,0.00331912,0.00303076,
Smooth_exp,CPU-linear-quad,148,0,1.77428e+10,0.056361,8, 0.0066369,,0.00319757,0.00397689,0.0066369,
Smooth_exp,CPU-linear-quad,152,0,1.86772e+10,0.0535411,8, 0.0043223,,0.00129049,0.0043223,0.00194471,
Smooth_exp,CPU-linear-quad,156,0,2.00343e+10,0.0499144,8, 0.00565747,,0.000835733,0.00448369,0.00565747,
Smooth_exp,CPU-linear-quad,160,0,2.16164e+10,0.0462612,8, 0.00429006,,0.00294369,0.00429006,0.00259272,
Smooth_exp,CPU-linear-quad,164,0,2.3327e+10,0.0428688,8, 0.00561062,,0.00288418,0.00373981,0.00561062,
Smooth_exp,CPU-linear-quad,168,0,2.4809e+10,0.040308,8, 0.00419511,,0.00419511,0.00279971,0.00153616,
Smooth_exp,CPU-linear-quad,172,0,2.65415e+10,0.0376768,8, 0.00478399,,0.00412514,0.00153794,0.00478399,
Smooth_exp,CPU-linear-quad,176,0,2.79842e+10,0.0357344,8, 0.00359005,,0.00337581,0.00359005,0.00220548,
Smooth_exp,CPU-linear-quad,180,0,3.01237e+10,0.0331964,8, 0.00610846,,0.00223506,0.00610846,0.00485642,
Smooth_exp,CPU-linear-quad,184,0,3.11225e+10,0.0321311,8, 0.00465174,,0.000844132,0.00465174,0.00120437,
Smooth_exp,CPU-linear-quad,188,0,3.41737e+10,0.0292623,8, 0.00417488,,0.000720394,0.00329185,0.00417488,
Smooth_exp,CPU-linear-quad,192,0,3.78407e+10,0.0264266,8, 0.00241493,,0.00241493,0.00218572,0.00194943,
Smooth_exp,CPU-linear-quad,196,0,3.94285e+10,0.0253624,8, 0.00424214,,0.00203787,0.00135984,0.00424214,
Smooth_exp,CPU-linear-quad,200,0,4.15207e+10,0.0240844,8, 0.00309194,,0.00309194,0.000929141,0.00109173,
Smooth_exp,CPU-linear-quad,204,0,4.39635e+10,0.0227461,8, 0.00363255,,0.00309005,0.00124604,0.00363255,
Smooth_exp,CPU-linear-quad,208,0,4.56267e+10,0.021917,8, 0.00252753,,0.00252753,0.00182707,0.00172146,
Smooth_exp,CPU-linear-quad,212,0,4.90347e+10,0.0203937,8, 0.00373038,,0.00165189,0.00220367,0.00373038,
Smooth_exp,CPU-linear-quad,216,0,5.11956e+10,0.0195329,8, 0.00246375,,0.000570997,0.00246375,0.00091946,
Smooth_exp,CPU-linear-quad,220,0,5.45915e+10,0.0183179,8, 0.00323511,,0.000672464,0.00258821,0.00323511,
Smooth_exp,CPU-linear-quad,224,0,5.84494e+10,0.0171088,8, 0.00251059,,0.00200636,0.00251059,0.00151477,
Smooth_exp,CPU-linear-quad,228,0,6.10196e+10,0.0163882,8, 0.00335656,,0.00154444,0.00223868,0.00335656,
Smooth_exp,CPU-linear-quad,232,0,6.57099e+10,0.0152184,8, 0.00240496,,0.00240496,0.00171077,0.000793234,
Smooth_exp,CPU-linear-quad,236,0,6.87325e+10,0.0145492,8, 0.00288498,,0.00239425,0.000742813,0.00288498,
Smooth_exp,CPU-linear-quad,240,0,7.08363e+10,0.0141171,8, 0.00219281,,0.00196369,0.00219281,0.00140752,
Smooth_exp,CPU-linear-quad,244,0,7.4073e+10,0.0135002,8, 0.00383176,,0.001279,0.00383176,0.00302673,
Smooth_exp,CPU-linear-quad,248,0,7.66257e+10,0.0130504,8, 0.00290441,,0.000405162,0.00290441,0.000744525,
Smooth_exp,CPU-linear-quad,252,0,8.18196e+10,0.012222,8, 0.0026168,,0.000600253,0.00206968,0.0026168,
