FunctionName, Calculator,N,Init time (s), Calc.time(s), Calc.Freq(hz), Bytes, MaxError, FirstBlank, Err1, Err2, Err3, Blank
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,8,0,533774,1873.45,8, 0.498477,,0.498477,0.265101,0.330852,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,12,0,1.07292e+06,932.039,8, 0.387365,,0.387365,0.270751,0.320227,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,16,0,1.9552e+06,511.458,8, 0.307124,,0.307124,0.17432,0.198745,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,20,0,3.05038e+06,327.828,8, 0.224698,,0.224698,0.1338,0.158274,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,24,0,4.43446e+06,225.506,8, 0.170959,,0.132216,0.131369,0.170959,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,28,0,6.12639e+06,163.228,8, 0.146931,,0.0554108,0.0880376,0.146931,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,32,0,8.24086e+06,121.347,8, 0.0986006,,0.0261578,0.0934174,0.0986006,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,36,0,1.03765e+07,96.3715,8, 0.0861737,,0.0800869,0.0861737,0.0741837,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,40,0,1.28412e+07,77.8743,8, 0.104155,,0.104155,0.0790525,0.0746448,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,44,0,1.58231e+07,63.1987,8, 0.095664,,0.095664,0.0769106,0.0858086,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,48,0,1.88184e+07,53.1395,8, 0.0810297,,0.0747234,0.0671792,0.0810297,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,52,0,2.35604e+07,42.4441,8, 0.0497014,,0.0424792,0.0497014,0.0487912,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,56,0,2.60976e+07,38.3176,8, 0.0441728,,0.0225363,0.0410652,0.0441728,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,60,0,3.04745e+07,32.8143,8, 0.0656547,,0.0169161,0.0356787,0.0656547,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,64,0,3.48437e+07,28.6996,8, 0.0647876,,0.036541,0.0476703,0.0647876,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,68,0,3.94314e+07,25.3605,8, 0.0399792,,0.0295453,0.0399792,0.0379221,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,72,0,4.45727e+07,22.4353,8, 0.0453238,,0.0453238,0.0341891,0.0298521,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,76,0,4.98859e+07,20.0458,8, 0.0388924,,0.0388924,0.0273937,0.0325787,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,80,0,5.59239e+07,17.8815,8, 0.0307067,,0.0302255,0.0238404,0.0307067,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,84,0,6.12842e+07,16.3174,8, 0.0319678,,0.0174159,0.017577,0.0319678,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,88,0,6.8147e+07,14.6742,8, 0.0214725,,0.00891633,0.01541,0.0214725,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,92,0,7.44311e+07,13.4352,8, 0.0280476,,0.00868735,0.0176403,0.0280476,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,96,0,8.12988e+07,12.3003,8, 0.0326345,,0.0246724,0.0145283,0.0326345,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,100,0,8.90766e+07,11.2263,8, 0.0335649,,0.015547,0.0126599,0.0335649,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,104,0,1.00994e+08,9.90156,8, 0.0231026,,0.0231026,0.0173686,0.0188204,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,108,0,1.10744e+08,9.02985,8, 0.0212906,,0.0212906,0.0147566,0.0175937,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,112,0,1.14339e+08,8.74592,8, 0.0238337,,0.0158719,0.0174998,0.0238337,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,116,0,1.22841e+08,8.14058,8, 0.0139261,,0.0113022,0.0134724,0.0139261,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,120,0,1.32936e+08,7.52241,8, 0.0238137,,0.00456217,0.0165309,0.0238137,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,124,0,1.42514e+08,7.01686,8, 0.0151934,,0.00741706,0.0141479,0.0151934,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,128,0,1.52244e+08,6.56841,8, 0.018017,,0.018017,0.0131339,0.014817,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,132,0,1.62604e+08,6.1499,8, 0.0142805,,0.00815424,0.0104894,0.0142805,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,136,0,1.72578e+08,5.7945,8, 0.0214487,,0.0146071,0.00857643,0.0214487,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,140,0,1.82362e+08,5.4836,8, 0.0145314,,0.0144244,0.00958501,0.0145314,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,144,0,1.93062e+08,5.17968,8, 0.0165741,,0.012402,0.0165741,0.0104406,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,148,0,2.03834e+08,4.90595,8, 0.0137953,,0.00660411,0.0137953,0.0106543,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,152,0,2.16108e+08,4.62732,8, 0.0136691,,0.00319585,0.0110467,0.0136691,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,156,0,2.28378e+08,4.37871,8, 0.0139017,,0.00654004,0.00854846,0.0139017,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,160,0,2.40403e+08,4.15968,8, 0.0126389,,0.0126389,0.00658626,0.00851623,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,164,0,2.53748e+08,3.94092,8, 0.0113794,,0.00604216,0.00887391,0.0113794,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,168,0,2.6591e+08,3.76068,8, 0.012677,,0.0093905,0.00456419,0.012677,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,172,0,2.80563e+08,3.56426,8, 0.0166823,,0.0107271,0.00957166,0.0166823,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,176,0,2.93899e+08,3.40253,8, 0.00961132,,0.00772651,0.00961132,0.00787593,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,180,0,3.08958e+08,3.23668,8, 0.0158309,,0.00448367,0.00492114,0.0158309,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,184,0,3.23212e+08,3.09394,8, 0.0237316,,0.00172098,0.00793499,0.0237316,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,188,0,3.37768e+08,2.96061,8, 0.0270581,,0.00439027,0.0103083,0.0270581,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,192,0,3.53541e+08,2.82853,8, 0.0384673,,0.00920901,0.0384673,0.0134605,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,196,0,3.69859e+08,2.70373,8, 0.0179713,,0.00424499,0.0069085,0.0179713,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,200,0,3.88224e+08,2.57583,8, 0.0110438,,0.0069907,0.00775824,0.0110438,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,204,0,4.05379e+08,2.46683,8, 0.00934481,,0.00784433,0.00592504,0.00934481,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,208,0,4.23019e+08,2.36396,8, 0.0118543,,0.00684331,0.00519478,0.0118543,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,212,0,4.40781e+08,2.2687,8, 0.0117653,,0.00248971,0.00454679,0.0117653,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,216,0,4.58931e+08,2.17898,8, 0.0112279,,0.00176985,0.00760437,0.0112279,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,220,0,4.76588e+08,2.09825,8, 0.0190589,,0.00389635,0.00726991,0.0190589,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,224,0,4.95212e+08,2.01934,8, 0.0174877,,0.00852242,0.00876979,0.0174877,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,228,0,5.1453e+08,1.94352,8, 0.0127868,,0.00359724,0.00749297,0.0127868,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,232,0,5.34815e+08,1.8698,8, 0.00744737,,0.00744737,0.0068578,0.00540488,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,236,0,5.56806e+08,1.79596,8, 0.0137427,,0.00668436,0.00689939,0.0137427,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,240,0,5.75431e+08,1.73783,8, 0.0161216,,0.00480609,0.00460052,0.0161216,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,244,0,5.98166e+08,1.67178,8, 0.0100337,,0.00243533,0.0037423,0.0100337,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,248,0,6.20428e+08,1.61179,8, 0.00672139,,0.00109273,0.00661233,0.00672139,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,252,0,6.43007e+08,1.55519,8, 0.00982557,,0.00263166,0.00308868,0.00982557,
