FunctionName, Calculator,N,Init time (s), Calc.time(s), Calc.Freq(hz), Bytes, MaxError, FirstBlank, Err1, Err2, Err3, Blank
Smooth exp(-Ar^2-b*rho^2),linear interp; trapezoid rule; CPU ,8,0,707527,1413.37,8, 0.483627,,0.483627,0.434975,0.418711,
Smooth exp(-Ar^2-b*rho^2),linear interp; trapezoid rule; CPU ,12,0,1.07591e+06,929.449,8, 0.355607,,0.355607,0.249676,0.342877,
Smooth exp(-Ar^2-b*rho^2),linear interp; trapezoid rule; CPU ,16,0,1.93237e+06,517.499,8, 0.225834,,0.225834,0.179934,0.185758,
Smooth exp(-Ar^2-b*rho^2),linear interp; trapezoid rule; CPU ,20,0,3.14576e+06,317.889,8, 0.133995,,0.133995,0.0972216,0.106851,
Smooth exp(-Ar^2-b*rho^2),linear interp; trapezoid rule; CPU ,24,0,4.53436e+06,220.538,8, 0.154679,,0.072676,0.0755718,0.154679,
Smooth exp(-Ar^2-b*rho^2),linear interp; trapezoid rule; CPU ,28,0,6.12483e+06,163.27,8, 0.145688,,0.0328816,0.0653325,0.145688,
Smooth exp(-Ar^2-b*rho^2),linear interp; trapezoid rule; CPU ,32,0,8.1695e+06,122.406,8, 0.0724516,,0.0089889,0.0608515,0.0724516,
Smooth exp(-Ar^2-b*rho^2),linear interp; trapezoid rule; CPU ,36,0,1.03484e+07,96.6333,8, 0.0559532,,0.0559532,0.053624,0.0479491,
Smooth exp(-Ar^2-b*rho^2),linear interp; trapezoid rule; CPU ,40,0,1.28336e+07,77.9206,8, 0.0649707,,0.0591063,0.0447921,0.0649707,
Smooth exp(-Ar^2-b*rho^2),linear interp; trapezoid rule; CPU ,44,0,1.58169e+07,63.2236,8, 0.0498296,,0.0498296,0.0408635,0.0379796,
Smooth exp(-Ar^2-b*rho^2),linear interp; trapezoid rule; CPU ,48,0,1.88777e+07,52.9727,8, 0.0534356,,0.03671,0.0323784,0.0534356,
Smooth exp(-Ar^2-b*rho^2),linear interp; trapezoid rule; CPU ,52,0,2.23917e+07,44.6593,8, 0.0240955,,0.0240955,0.0235162,0.0191354,
Smooth exp(-Ar^2-b*rho^2),linear interp; trapezoid rule; CPU ,56,0,2.62344e+07,38.1179,8, 0.0326795,,0.012848,0.0154047,0.0326795,
Smooth exp(-Ar^2-b*rho^2),linear interp; trapezoid rule; CPU ,60,0,3.07056e+07,32.5673,8, 0.0353548,,0.00344684,0.0251205,0.0353548,
Smooth exp(-Ar^2-b*rho^2),linear interp; trapezoid rule; CPU ,64,0,3.49122e+07,28.6433,8, 0.0477036,,0.00684228,0.0351261,0.0477036,
Smooth exp(-Ar^2-b*rho^2),linear interp; trapezoid rule; CPU ,68,0,4.02495e+07,24.845,8, 0.0281112,,0.0171197,0.0281112,0.0198501,
Smooth exp(-Ar^2-b*rho^2),linear interp; trapezoid rule; CPU ,72,0,4.46992e+07,22.3718,8, 0.0222521,,0.0207227,0.0222521,0.0160633,
Smooth exp(-Ar^2-b*rho^2),linear interp; trapezoid rule; CPU ,76,0,4.97888e+07,20.0849,8, 0.0235125,,0.0187932,0.0159992,0.0235125,
Smooth exp(-Ar^2-b*rho^2),linear interp; trapezoid rule; CPU ,80,0,5.56274e+07,17.9767,8, 0.0153945,,0.0153945,0.0119651,0.00910241,
Smooth exp(-Ar^2-b*rho^2),linear interp; trapezoid rule; CPU ,84,0,6.17421e+07,16.1964,8, 0.0196486,,0.0100851,0.00843161,0.0196486,
Smooth exp(-Ar^2-b*rho^2),linear interp; trapezoid rule; CPU ,88,0,6.80235e+07,14.7008,8, 0.00911866,,0.00489189,0.00617209,0.00911866,
Smooth exp(-Ar^2-b*rho^2),linear interp; trapezoid rule; CPU ,92,0,7.49011e+07,13.3509,8, 0.0198535,,0.00171633,0.00731877,0.0198535,
Smooth exp(-Ar^2-b*rho^2),linear interp; trapezoid rule; CPU ,96,0,8.2178e+07,12.1687,8, 0.0201589,,0.00535725,0.00670657,0.0201589,
Smooth exp(-Ar^2-b*rho^2),linear interp; trapezoid rule; CPU ,100,0,8.96913e+07,11.1494,8, 0.0223201,,0.00840886,0.00882558,0.0223201,
Smooth exp(-Ar^2-b*rho^2),linear interp; trapezoid rule; CPU ,104,0,9.74124e+07,10.2656,8, 0.0111325,,0.0110539,0.00747402,0.0111325,
Smooth exp(-Ar^2-b*rho^2),linear interp; trapezoid rule; CPU ,108,0,1.05576e+08,9.47185,8, 0.0121944,,0.0101905,0.00808952,0.0121944,
Smooth exp(-Ar^2-b*rho^2),linear interp; trapezoid rule; CPU ,112,0,1.15109e+08,8.6874,8, 0.0157804,,0.0077998,0.00810922,0.0157804,
Smooth exp(-Ar^2-b*rho^2),linear interp; trapezoid rule; CPU ,116,0,1.23883e+08,8.07215,8, 0.0122263,,0.00551692,0.00886704,0.0122263,
Smooth exp(-Ar^2-b*rho^2),linear interp; trapezoid rule; CPU ,120,0,1.33359e+08,7.49853,8, 0.0165701,,0.00231314,0.00899466,0.0165701,
Smooth exp(-Ar^2-b*rho^2),linear interp; trapezoid rule; CPU ,124,0,1.43425e+08,6.97226,8, 0.00786705,,0.0011362,0.00657893,0.00786705,
Smooth exp(-Ar^2-b*rho^2),linear interp; trapezoid rule; CPU ,128,0,1.53252e+08,6.5252,8, 0.0104025,,0.00406137,0.00636024,0.0104025,
Smooth exp(-Ar^2-b*rho^2),linear interp; trapezoid rule; CPU ,132,0,1.63602e+08,6.1124,8, 0.00901146,,0.00449216,0.00422196,0.00901146,
Smooth exp(-Ar^2-b*rho^2),linear interp; trapezoid rule; CPU ,136,0,1.73508e+08,5.76342,8, 0.0131267,,0.00666457,0.00400738,0.0131267,
Smooth exp(-Ar^2-b*rho^2),linear interp; trapezoid rule; CPU ,140,0,1.83378e+08,5.45323,8, 0.00642354,,0.00642354,0.00612365,0.0057083,
Smooth exp(-Ar^2-b*rho^2),linear interp; trapezoid rule; CPU ,144,0,1.94208e+08,5.14912,8, 0.0105408,,0.00548596,0.0105408,0.00618943,
Smooth exp(-Ar^2-b*rho^2),linear interp; trapezoid rule; CPU ,148,0,2.05093e+08,4.87583,8, 0.0105114,,0.00360004,0.00838423,0.0105114,
Smooth exp(-Ar^2-b*rho^2),linear interp; trapezoid rule; CPU ,152,0,2.17282e+08,4.60232,8, 0.00824788,,0.00128219,0.00738142,0.00824788,
Smooth exp(-Ar^2-b*rho^2),linear interp; trapezoid rule; CPU ,156,0,2.29915e+08,4.34943,8, 0.00769944,,0.00103549,0.00461761,0.00769944,
Smooth exp(-Ar^2-b*rho^2),linear interp; trapezoid rule; CPU ,160,0,2.41782e+08,4.13596,8, 0.00645002,,0.00313877,0.00411528,0.00645002,
Smooth exp(-Ar^2-b*rho^2),linear interp; trapezoid rule; CPU ,164,0,2.55819e+08,3.90902,8, 0.00866769,,0.00310116,0.00308435,0.00866769,
Smooth exp(-Ar^2-b*rho^2),linear interp; trapezoid rule; CPU ,168,0,2.67419e+08,3.73945,8, 0.0055873,,0.00439741,0.00240896,0.0055873,
Smooth exp(-Ar^2-b*rho^2),linear interp; trapezoid rule; CPU ,172,0,2.82397e+08,3.54111,8, 0.0084027,,0.00470638,0.00597674,0.0084027,
Smooth exp(-Ar^2-b*rho^2),linear interp; trapezoid rule; CPU ,176,0,2.95892e+08,3.37961,8, 0.00585893,,0.00359942,0.00585893,0.00553494,
Smooth exp(-Ar^2-b*rho^2),linear interp; trapezoid rule; CPU ,180,0,3.09875e+08,3.22711,8, 0.00761567,,0.00239957,0.00268409,0.00761567,
Smooth exp(-Ar^2-b*rho^2),linear interp; trapezoid rule; CPU ,184,0,3.25861e+08,3.06879,8, 0.0166664,,0.00068294,0.00534139,0.0166664,
